Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.49239,0.110351,8.48174,0.00251542,1.73996,0.102144,12.4991,0.0030316,All
2.66691,0.297099,9.65965,0.00125771,3.61097,0.0807647,13.9651,0.00909481,All
2.84144,0.0169771,10.8376,0.00754627,5.48197,0.0950173,15.4312,0.0192002,All
3.01597,0,12.0155,0.0327005,7.35298,0.0855156,16.8972,0.0394109,All
3.1905,0.0169771,13.1934,0.0578547,9.22398,0.0522595,18.3632,0.0454741,All
3.36502,0.297099,14.3713,0.0238965,11.095,0.0475087,19.8293,0.0606321,All
3.53955,0.110351,15.5492,0.0327005,12.966,0.029297,21.2953,0.0899376,All
3.71408,0,16.7272,0.0352159,14.837,0.0205871,22.7613,0.0687164,All
3.8886,0,17.9051,0.0691741,16.708,0.0134608,24.2274,0.0838744,All
4.06313,0,19.083,0.0754627,18.579,0.0071263,25.6934,0.0646742,All
4.23766,0,20.2609,0.0855244,20.45,0.00395905,27.1595,0.0555794,All
4.41218,0.0848855,21.4388,0.0892975,22.321,0.00316724,28.6255,0.0444635,All
4.58671,0.254657,22.6168,0.0767204,24.192,0.00316724,30.0915,0.0333476,All
4.76124,0.254657,23.7947,0.0892975,26.063,0.00395905,31.5576,0.0242528,All
4.93576,0.746993,24.9726,0.0603701,27.934,0.00237543,33.0236,0.0212212,All
5.11029,0.390473,26.1505,0.0490507,29.805,0,34.4896,0.00808428,All
5.28482,0.263145,27.3284,0.0301851,31.676,0.000791811,35.9557,0.013137,All
5.45935,0.161283,28.5064,0.017608,33.547,0.00158362,37.4217,0.00909481,All
5.63387,0.186748,29.6843,0.0100617,35.418,0.000791811,38.8877,0.00202107,All
5.8084,0.381985,30.8622,0.00377313,37.289,0,40.3538,0.0030316,All
5.98293,0.52629,32.0401,0.00503085,39.16,0,41.8198,0.00707374,All
6.15745,0.441405,33.218,0.00628856,41.0311,0,43.2859,0,All
6.33198,0.432916,34.3959,0.00628856,42.9021,0,44.7519,0.00101053,All
6.50651,0.517802,35.5739,0.00251542,44.7731,0,46.2179,0,All
6.68103,0.365008,36.7518,0.00377313,46.6441,0,47.684,0,All
6.85556,0.0594199,37.9297,0.00125771,48.5151,0,49.15,0,All
7.03009,0.0254657,39.1076,0.00503085,50.3861,0.000791811,50.616,0.00101053,All
