iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,10.5561,0.0344279,43.039,0.121005,13.2105,0.336197,51.7304,0.0391481
2,10.5712,0.0317368,43.205,0.108656,13.3901,0.321539,51.72,0.0345189
3,10.5817,0.0298337,43.2999,0.101294,13.3212,0.297217,51.7465,0.0330179
4,10.581,0.0282806,43.354,0.0989897,13.2289,0.288817,51.6786,0.0324917
5,10.5815,0.0278965,43.3544,0.0994214,13.304,0.288781,51.6428,0.0322006
6,10.5877,0.0279173,43.3883,0.0996173,13.2347,0.288545,51.6093,0.0318556
7,10.5886,0.0273036,43.4337,0.0989875,13.203,0.285664,51.6241,0.0313445
8,10.5933,0.0267473,43.5195,0.0992874,13.2035,0.282948,51.6018,0.0315561
9,10.5983,0.026564,43.5719,0.0986396,13.2796,0.282598,51.5656,0.0318529
10,10.5981,0.0268435,43.4566,0.0979591,13.3578,0.282373,51.5568,0.0319772
11,10.5986,0.0271016,43.3812,0.0980431,13.507,0.283299,51.5621,0.031855
12,10.6007,0.0270191,43.3494,0.0980321,13.5362,0.281382,51.5736,0.0313701
13,10.6016,0.0267607,43.3124,0.0975043,13.5546,0.280656,51.5691,0.0307517
14,10.6036,0.0265396,43.3145,0.0973636,13.6278,0.283197,51.5674,0.0306339
15,10.6047,0.0264282,43.3341,0.0977687,13.62,0.284476,51.5714,0.0301854
16,10.6027,0.0262342,43.3059,0.0992553,13.6235,0.287855,51.5784,0.0298309
17,10.6009,0.0261294,43.2659,0.100926,13.6326,0.289353,51.574,0.0297447
18,10.6059,0.0259871,43.2826,0.101657,13.6305,0.289417,51.5678,0.0295465
19,10.607,0.0258905,43.3019,0.102386,13.6383,0.289794,51.5674,0.0295005
20,10.6084,0.0258644,43.3496,0.102937,13.6389,0.290525,51.5747,0.0294797
21,10.6101,0.0260395,43.354,0.102702,13.6311,0.290569,51.5707,0.0293207
22,10.6126,0.0261557,43.3883,0.103449,13.6189,0.294078,51.5841,0.0292583
23,10.6128,0.0263466,43.426,0.103255,13.5959,0.294151,51.5753,0.0292189
24,10.6128,0.0263458,43.4407,0.102912,13.5564,0.295416,51.5816,0.0293451
25,10.6104,0.0263919,43.4424,0.10246,13.517,0.295963,51.5778,0.0295714
26,10.6086,0.0265948,43.4543,0.102308,13.4947,0.295416,51.5824,0.0294082
27,10.6068,0.0266896,43.4641,0.101895,13.4842,0.294301,51.5842,0.0292803
28,10.6064,0.0266548,43.4686,0.101443,13.4489,0.292965,51.5935,0.0294136
29,10.6077,0.0265684,43.4905,0.1014,13.4366,0.291893,51.5922,0.0294861
30,10.6071,0.0266014,43.4731,0.101557,13.4385,0.291821,51.5883,0.0295278
31,10.6072,0.0265551,43.4744,0.101804,13.4612,0.292487,51.5813,0.0295142
32,10.6071,0.0265338,43.4594,0.101547,13.463,0.292423,51.586,0.0296399
33,10.6077,0.0266279,43.4475,0.101409,13.4534,0.292484,51.5874,0.0298025
34,10.6072,0.0266253,43.4488,0.101233,13.4599,0.293451,51.5927,0.0298115
35,10.6059,0.0266182,43.4693,0.101055,13.4388,0.292477,51.5948,0.0297234
36,10.6063,0.0266432,43.4935,0.100671,13.4234,0.291484,51.6079,0.029707
37,10.6048,0.0265695,43.4988,0.100394,13.4107,0.291117,51.6066,0.029725
38,10.6076,0.0265907,43.5105,0.100589,13.4375,0.293571,51.6034,0.029702
39,10.6091,0.0265734,43.5152,0.100981,13.4668,0.296343,51.6041,0.0297069
40,10.6106,0.0266705,43.4845,0.101469,13.5082,0.298619,51.6037,0.0296452
41,10.6117,0.0268255,43.4785,0.101709,13.5209,0.299471,51.6082,0.02964
42,10.6143,0.026867,43.4637,0.101913,13.5416,0.299721,51.6099,0.0295833
43,10.616,0.0269262,43.4583,0.102133,13.5803,0.29983,51.6193,0.029635
44,10.6171,0.0269614,43.4493,0.102339,13.602,0.300327,51.6169,0.0295885
45,10.6181,0.0269921,43.4423,0.102172,13.6118,0.300486,51.6146,0.0295551
46,10.6185,0.0269115,43.4406,0.102062,13.6017,0.299679,51.6111,0.0295111
47,10.6199,0.0269179,43.4429,0.101948,13.5978,0.299778,51.6082,0.029497
48,10.6207,0.0269594,43.4421,0.101817,13.6073,0.299788,51.6066,0.0294874
49,10.6216,0.0269468,43.4459,0.101673,13.629,0.299757,51.6046,0.0295892
50,10.6209,0.0269463,43.4441,0.101381,13.6331,0.300265,51.5977,0.0296764
51,10.6195,0.0269742,43.438,0.101344,13.6317,0.300752,51.5934,0.029691
52,10.6196,0.0269779,43.4245,0.101568,13.63,0.300839,51.5898,0.0297633
53,10.6204,0.0269184,43.4179,0.101703,13.6454,0.301247,51.5877,0.0297412
54,10.6204,0.0268176,43.4077,0.101869,13.6584,0.301479,51.587,0.0297254
55,10.6198,0.0267383,43.3885,0.102145,13.6562,0.301176,51.5845,0.0296865
