iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,10.5541,0.0349346,42.7234,0.145811,13.6174,0.440322,51.4519,0.359296
2,10.5712,0.0321564,42.8103,0.122106,13.5381,0.379398,50.991,0.302867
3,10.5935,0.0312347,42.7902,0.11561,13.582,0.354526,51.5941,0.293791
4,10.5982,0.0291286,42.8688,0.114278,13.5878,0.329354,51.4094,0.28416
5,10.5994,0.0283326,42.7565,0.117842,13.7764,0.326292,51.7333,0.281311
6,10.6011,0.0274588,42.6659,0.118356,13.9049,0.320902,51.6825,0.277591
7,10.6019,0.0269968,42.5551,0.116538,14.012,0.317521,51.622,0.272925
8,10.6038,0.0264551,42.5636,0.116242,14.053,0.312633,52.013,0.273709
9,10.6059,0.0264086,42.6102,0.115713,14.0439,0.314371,51.8376,0.277264
10,10.6022,0.0268944,42.6342,0.115131,14.0183,0.317018,51.9049,0.281524
11,10.6023,0.0269705,42.6616,0.114078,14.067,0.314176,51.8805,0.282977
12,10.601,0.0267523,42.6878,0.112856,14.0388,0.314781,51.8809,0.281063
13,10.5986,0.0267925,42.5936,0.115076,14.0987,0.319159,51.7866,0.277745
14,10.5988,0.0267923,42.5797,0.115292,14.148,0.318904,51.8065,0.279725
15,10.5988,0.0265717,42.5639,0.115556,14.1513,0.319479,51.8832,0.282045
16,10.5967,0.0265448,42.5449,0.116144,14.1878,0.322813,51.9763,0.283143
17,10.5939,0.0264687,42.4894,0.116768,14.2486,0.323965,52.0389,0.282603
18,10.5974,0.0264691,42.4803,0.116546,14.2961,0.323486,51.998,0.280455
19,10.5994,0.026545,42.4771,0.116431,14.3729,0.325718,51.958,0.278043
20,10.6015,0.0263694,42.4667,0.116471,14.4395,0.325944,51.9945,0.277001
21,10.6039,0.0263137,42.441,0.116081,14.4488,0.324721,51.9178,0.27678
22,10.6056,0.0261912,42.4484,0.11611,14.4748,0.324904,51.9165,0.276055
23,10.6063,0.0261778,42.4557,0.115325,14.5175,0.324522,51.8224,0.277263
24,10.6076,0.0261063,42.4537,0.115406,14.5202,0.322678,51.7726,0.276834
25,10.6083,0.0261406,42.4583,0.115882,14.4878,0.321153,51.6644,0.276366
26,10.6077,0.0261329,42.4478,0.116348,14.4897,0.320688,51.7372,0.27619
27,10.6082,0.0262372,42.4497,0.116877,14.5101,0.320878,51.8271,0.275856
28,10.6091,0.026214,42.4552,0.117278,14.5108,0.321722,51.9561,0.276437
29,10.6101,0.0263336,42.4556,0.118363,14.529,0.323563,52.0998,0.27778
30,10.6089,0.0264817,42.4244,0.119421,14.5392,0.324533,52.1935,0.278649
31,10.6082,0.0265999,42.403,0.11951,14.5611,0.326282,52.2393,0.280867
32,10.6079,0.0267073,42.3758,0.119385,14.5586,0.327045,52.3442,0.282909
33,10.6091,0.0268384,42.3614,0.119169,14.5799,0.326819,52.3749,0.283644
34,10.609,0.0269951,42.3438,0.119319,14.585,0.327936,52.3121,0.283313
35,10.6078,0.0269937,42.367,0.11937,14.5678,0.328397,52.2977,0.282345
36,10.6084,0.0268982,42.3907,0.119204,14.5508,0.328372,52.3132,0.282703
37,10.608,0.0268393,42.3968,0.119462,14.566,0.328954,52.3154,0.283172
38,10.6093,0.0267988,42.4001,0.119312,14.5796,0.328283,52.2762,0.283347
39,10.6102,0.0267235,42.4009,0.11919,14.5833,0.327734,52.2743,0.283441
40,10.6116,0.0266874,42.3705,0.119142,14.6143,0.329875,52.2713,0.282964
41,10.6115,0.0267195,42.3584,0.119164,14.6215,0.330929,52.2693,0.283573
42,10.6127,0.0267245,42.3601,0.119061,14.6145,0.331872,52.2529,0.283376
43,10.6136,0.0267823,42.3685,0.119372,14.6412,0.333327,52.3039,0.283246
44,10.6156,0.0268645,42.3667,0.119827,14.6649,0.334704,52.3054,0.282325
45,10.6176,0.0269097,42.3731,0.120154,14.6788,0.335229,52.3404,0.281571
46,10.6185,0.0268355,42.3797,0.119983,14.6695,0.334558,52.3243,0.280577
47,10.6189,0.0267695,42.3971,0.119453,14.6487,0.333292,52.3246,0.280982
48,10.6202,0.0267279,42.3954,0.118958,14.6479,0.332847,52.2926,0.281946
49,10.6206,0.0268628,42.4116,0.118701,14.6548,0.333222,52.3206,0.282819
50,10.6209,0.0269246,42.4285,0.118249,14.6273,0.332831,52.3569,0.283048
51,10.6209,0.0269873,42.4526,0.117976,14.6108,0.332075,52.3198,0.283263
52,10.6216,0.0269739,42.4571,0.117607,14.6004,0.331445,52.2964,0.28327
53,10.622,0.0269441,42.447,0.118009,14.6101,0.331418,52.2535,0.283294
54,10.622,0.0269315,42.446,0.117973,14.6164,0.331999,52.2107,0.283055
55,10.6224,0.0268562,42.4351,0.118264,14.6183,0.332784,52.1689,0.282726
56,10.622,0.0268024,42.4362,0.118742,14.6262,0.334402,52.1264,0.282276
57,10.6221,0.0267929,42.4382,0.119002,14.6305,0.336317,52.069,0.28157
58,10.6212,0.0268043,42.4344,0.119188,14.6414,0.337034,52.1004,0.28199
59,10.6207,0.0268487,42.4203,0.119466,14.6536,0.337751,52.0516,0.281354
60,10.6204,0.0269044,42.407,0.119562,14.6738,0.338219,52.0325,0.281
61,10.6208,0.0269398,42.4019,0.119811,14.6983,0.33879,51.9928,0.280576
62,10.6209,0.0269673,42.4011,0.120001,14.7105,0.339646,51.931,0.280143
63,10.6212,0.0269584,42.3985,0.120091,14.7129,0.340392,51.8959,0.27991
64,10.6215,0.0269254,42.398,0.119942,14.7182,0.341295,51.8651,0.279704
65,10.6224,0.0269241,42.4055,0.119924,14.7166,0.341765,51.8613,0.279513
66,10.6225,0.0269093,42.4239,0.119832,14.7056,0.342072,51.8399,0.279105
67,10.6227,0.0269496,42.4396,0.119813,14.6923,0.342057,51.8706,0.278974
68,10.6227,0.0269761,42.4378,0.119546,14.695,0.341972,51.8374,0.27871
69,10.6221,0.0269735,42.4366,0.119581,14.6984,0.342103,51.8005,0.278283
70,10.6221,0.0269783,42.4374,0.119438,14.6962,0.341515,51.7653,0.277727
71,10.6225,0.0269848,42.4359,0.119511,14.707,0.34215,51.7447,0.277316
72,10.6226,0.0269667,42.4216,0.11965,14.7124,0.342532,51.7467,0.277056
73,10.6226,0.0269626,42.4178,0.11968,14.7269,0.343138,51.752,0.276396
74,10.623,0.0269802,42.4182,0.120174,14.7366,0.344192,51.7319,0.275957
75,10.6229,0.0269932,42.4175,0.120559,14.7527,0.345142,51.7272,0.275447
76,10.6233,0.0269292,42.423,0.121053,14.7732,0.34656,51.7322,0.275413
77,10.624,0.0268665,42.4306,0.121868,14.7847,0.347655,51.7305,0.275174
78,10.6245,0.0268204,42.4368,0.122247,14.7872,0.347952,51.7413,0.275369
79,10.6245,0.0267627,42.443,0.122442,14.7838,0.347925,51.7294,0.275486
80,10.6242,0.0267204,42.4352,0.122881,14.7919,0.348397,51.7281,0.275455
