iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1440.07,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1420.56,1,4.28707,25.7639,7.33438,31.8134,0.974679,0.974679,1.05433,0.974679,0.998761,0.974679,0.974679
3,1413.92,1,4.50214,26.6357,8.13131,33.2208,0.95,0.95,1.02763,0.95,0.998761,0.95,0.95
4,1402.25,1,4.4323,23.6102,9.63874,29.4079,0.925945,0.925945,1.06828,0.925945,0.998761,0.925945,0.925945
5,1394.15,1,4.15347,23.7594,8.5517,29.4918,0.9025,0.9025,1.04123,0.9025,0.998761,0.9025,0.9025
6,1389.38,1,4.23698,25.9064,8.84135,32.2248,0.879648,0.879648,1.02191,0.879648,0.998761,0.879648,0.879648
7,1374.25,1,4.245,27.4377,9.2469,33.7974,0.857375,0.857375,0.996031,0.857375,0.998761,0.857375,0.857375
8,1357.56,1,4.0234,31.7973,9.04415,38.7897,0.835666,0.835666,0.970811,0.835666,0.998761,0.835666,0.835666
9,1358.71,1,4.22461,37.4468,9.05282,45.7255,0.814506,0.814506,0.946229,0.814506,0.998761,0.814506,0.814506
10,1343.76,1,4.49468,32.6391,7.69421,39.8391,0.793882,0.793882,0.929668,0.793882,0.998761,0.793882,0.793882
11,1336.97,1,4.42519,33.6188,7.29304,40.7335,0.773781,0.773781,1.01337,0.773781,0.998761,0.773781,0.773781
12,1322.58,1,4.47223,29.36,7.49909,35.4323,0.754188,0.754188,1.07039,0.754188,0.998761,0.754188,0.754188
13,1330.56,1,4.50706,31.4933,10.3623,37.7962,0.735092,0.735092,1.15206,0.735092,0.998761,0.735092,0.735092
14,1308.1,1,4.54328,30.0745,9.93089,36.2473,0.716479,0.716479,1.12289,0.716479,0.998761,0.716479,0.716479
15,1302.62,1,4.43479,28.6718,11.4975,34.5796,0.698337,0.698337,1.09446,0.698337,0.998761,0.698337,0.698337
16,1292.18,1,4.2943,23.8519,11.5137,28.8933,0.680655,0.680655,1.24449,0.680655,0.998761,0.680655,0.680655
17,1275.94,1,4.4571,22.8804,9.61153,27.7232,0.66342,0.66342,1.22374,0.66342,0.998761,0.66342,0.66342
18,1260.29,1,4.67495,24.0617,12.6423,29.0645,0.646622,0.646622,1.19275,0.646622,0.998761,0.646622,0.646622
19,1249.75,1,4.65911,24.6882,12.7462,29.6055,0.630249,0.630249,1.21033,0.630249,0.998761,0.630249,0.630249
20,1238.57,1,4.88485,23.9971,13.2465,28.8704,0.614291,0.614291,1.17968,0.614291,0.998761,0.614291,0.614291
21,1231.87,1,4.68977,23.0933,15.1213,28.0242,0.598737,0.598737,1.14981,0.598737,0.998761,0.598737,0.598737
22,1220.24,1,4.70109,25.4176,11.4724,30.9933,0.583577,0.583577,1.1207,0.583577,0.998761,0.583577,0.583577
23,1215.89,1,4.65007,24.3411,11.96,29.7374,0.5688,0.5688,1.09232,0.5688,0.998761,0.5688,0.5688
24,1199.03,1,4.81274,23.3103,12.1753,28.4646,0.554398,0.554398,1.06467,0.554398,0.998761,0.554398,0.554398
25,1190.79,1,4.70796,22.3221,11.5186,27.1671,0.54036,0.54036,1.03771,0.54036,0.998761,0.54036,0.54036
26,1178.47,1,4.67845,21.8803,10.7337,26.6878,0.526678,0.526678,1.01831,0.526678,0.998761,0.526678,0.526678
27,1171.66,1,4.80072,23.0132,11.359,28.0766,0.513342,0.513342,0.99253,0.513342,0.998761,0.513342,0.513342
28,1155.56,1,4.79918,24.3466,11.5607,29.4209,0.500344,0.500344,0.967398,0.500344,0.998761,0.500344,0.500344
29,1148.84,1,4.6858,22.6085,11.2674,27.2718,0.487675,0.487675,1.03693,0.487675,0.998761,0.487675,0.487675
30,1137.31,1,4.69154,22.038,10.1123,26.5704,0.475327,0.475327,1.01067,0.475327,0.998761,0.475327,0.475327
31,1143.57,1,4.65172,22.9714,9.09536,27.5567,0.463291,0.463291,0.995485,0.463291,0.998761,0.463291,0.463291
32,1124.7,1,4.64331,23.8428,8.43898,28.6209,0.45156,0.45156,0.970278,0.45156,0.998761,0.45156,0.45156
33,1113.06,1,4.71562,24.5701,7.71204,29.4538,0.440127,0.440127,0.94571,0.440127,0.998761,0.440127,0.440127
34,1104.76,1,4.58977,23.4834,7.90109,28.1704,0.428982,0.428982,0.921765,0.428982,0.998761,0.428982,0.428982
35,1093.42,1,4.55023,22.4334,7.70932,26.9163,0.41812,0.41812,0.898425,0.41812,0.998761,0.41812,0.41812
36,1087.26,1,4.68321,22.6628,9.72046,27.2439,0.407533,0.407533,0.875676,0.407533,0.998761,0.407533,0.407533
37,1078,1,4.79344,22.9527,9.27826,27.5326,0.397214,0.397214,0.86327,0.397214,0.998761,0.397214,0.397214
38,1062.29,1,4.7389,23.5393,9.49244,28.2046,0.387157,0.387157,0.841411,0.387157,0.998761,0.387157,0.387157
39,1053.6,1,4.8083,21.9813,10.6876,26.406,0.377354,0.377354,0.820106,0.377354,0.998761,0.377354,0.377354
