parameter,value,se_sa,rse_sa
Cl_pop,2.80506446862238,0.623662808865561,22.233457228591
beta_Cl_logtWTKG,0.756167674851997,0.341632712459661,45.1794917742984
beta_Cl_tCLCRMLMIN,0.614794151495385,0.216844426696457,35.2710620569533
V1_pop,21.3669418498575,1.90822172134427,8.93071986975525
Q_pop,5.19439817331454,1.16763636900818,22.4787613511559
V2_pop,29.4675556587354,2.60955395016112,8.85568514871893
omega_Cl,0.184231357057791,0.0359208717943567,19.4976970088152
omega_V1,0.256824948698303,0.0754710125301078,29.3861686384546
omega_Q,0.651036329379395,0.180225313736044,27.6828351357666
omega_V2,0.237048600973123,0.0649240235811744,27.3884862912714
corr_V2_V1,0.99886176056858,0.00425197135337509,0.425681662991558
a1,0.302937204477688,0.0229014423927786,7.5597985504172
a2,0.0645084081198073,0.00716679444150154,11.109860947415
