trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_bias_vs_CLCRMLMIN_abscissa,trans_bias_vs_CLCRMLMIN_spline,trans_bias_vs_CLCRMLMIN_regression,trans_bias_vs_WTKG_abscissa,trans_bias_vs_WTKG_spline,trans_bias_vs_WTKG_regression,trans_bias_vs_logtCLCRMLMIN_abscissa,trans_bias_vs_logtCLCRMLMIN_spline,trans_bias_vs_logtCLCRMLMIN_regression,split
107.672,1.62669,1.59244,55.2323,1.62706,1.58303,-0.318302,1.63064,1.58864,107.672,1.7109,1.72438,55.2323,1.67566,1.72671,-0.318302,1.71662,1.72468,107.672,3.10813,3.13867,55.2323,3.04689,3.06427,-0.318302,3.09389,3.13853,107.672,3.25281,3.32383,55.2323,3.12031,3.17274,-0.318302,3.23323,3.32772,107.672,3.24367,2.49205,55.2323,1.02308,0.525319,-0.318302,4.18101,3.15793,All
108.689,1.62662,1.59474,55.5556,1.63913,1.58734,-0.311136,1.63142,1.59075,108.689,1.70582,1.72539,55.5556,1.67015,1.7283,-0.311136,1.70393,1.72556,108.689,3.11017,3.13692,55.5556,3.04848,3.06485,-0.311136,3.09421,3.137,108.689,3.25466,3.31958,55.5556,3.12381,3.17273,-0.311136,3.23145,3.3239,108.689,2.96947,2.44115,55.5556,1.15163,0.532564,-0.311136,3.81936,3.09692,All
109.706,1.62639,1.59703,55.8788,1.6512,1.59165,-0.30397,1.63219,1.59285,109.706,1.70216,1.7264,55.8788,1.66465,1.72989,-0.30397,1.69123,1.72643,109.706,3.11204,3.13518,55.8788,3.05008,3.06543,-0.30397,3.09453,3.13548,109.706,3.25663,3.31533,55.8788,3.12731,3.17272,-0.30397,3.22967,3.32008,109.706,2.72487,2.39026,55.8788,1.28017,0.53981,-0.30397,3.45771,3.03591,All
110.723,1.62615,1.59933,56.202,1.66327,1.59596,-0.296804,1.63297,1.59496,110.723,1.69851,1.72741,56.202,1.65915,1.73148,-0.296804,1.67854,1.72731,110.723,3.1139,3.13344,56.202,3.05167,3.06601,-0.296804,3.09485,3.13395,110.723,3.25859,3.31109,56.202,3.13081,3.17271,-0.296804,3.22788,3.31626,110.723,2.48028,2.33936,56.202,1.40872,0.547055,-0.296804,3.09605,2.97489,All
111.74,1.62592,1.60162,56.5253,1.67534,1.60027,-0.289638,1.63375,1.59707,111.74,1.69485,1.72842,56.5253,1.65364,1.73307,-0.289638,1.66585,1.72819,111.74,3.11577,3.13169,56.5253,3.05326,3.06659,-0.289638,3.09518,3.13242,111.74,3.26055,3.30684,56.5253,3.13431,3.1727,-0.289638,3.2261,3.31244,111.74,2.23568,2.28847,56.5253,1.53726,0.5543,-0.289638,2.7344,2.91388,All
112.758,1.62569,1.60392,56.8485,1.68741,1.60459,-0.282472,1.63347,1.59917,112.758,1.6912,1.72943,56.8485,1.64814,1.73466,-0.282472,1.66183,1.72907,112.758,3.11764,3.12995,56.8485,3.05486,3.06717,-0.282472,3.09635,3.1309,112.758,3.26252,3.30259,56.8485,3.13781,3.17268,-0.282472,3.22727,3.30862,112.758,1.99109,2.23757,56.8485,1.66581,0.561545,-0.282472,2.51143,2.85287,All
113.775,1.62545,1.60622,57.1717,1.69551,1.6089,-0.275306,1.63302,1.60128,113.775,1.68754,1.73044,57.1717,1.64671,1.73625,-0.275306,1.65927,1.72994,113.775,3.1195,3.1282,57.1717,3.05688,3.06774,-0.275306,3.09767,3.12937,113.775,3.26448,3.29834,57.1717,3.14247,3.17267,-0.275306,3.22895,3.3048,113.775,1.74649,2.18668,57.1717,1.73998,0.56879,-0.275306,2.31173,2.79186,All
114.792,1.62522,1.60851,57.4949,1.70009,1.61321,-0.268141,1.63256,1.60339,114.792,1.68389,1.73145,57.4949,1.64888,1.73783,-0.268141,1.65671,1.73082,114.792,3.12137,3.12646,57.4949,3.05927,3.06832,-0.268141,3.099,3.12785,114.792,3.26644,3.2941,57.4949,3.14814,3.17266,-0.268141,3.23062,3.30098,114.792,1.50189,2.13578,57.4949,1.76618,0.576036,-0.268141,2.11204,2.73085,All
115.809,1.62498,1.61081,57.8182,1.70468,1.61752,-0.260975,1.63211,1.60549,115.809,1.68023,1.73246,57.8182,1.65105,1.73942,-0.260975,1.65414,1.7317,115.809,3.12324,3.12471,57.8182,3.06166,3.0689,-0.260975,3.10032,3.12632,115.809,3.2684,3.28985,57.8182,3.15381,3.17265,-0.260975,3.23229,3.29716,115.809,1.2573,2.08489,57.8182,1.79238,0.583281,-0.260975,1.91235,2.66984,All
116.826,1.62475,1.6131,58.1414,1.70927,1.62183,-0.253809,1.63165,1.6076,116.826,1.67658,1.73347,58.1414,1.65321,1.74101,-0.253809,1.65158,1.73258,116.826,3.1251,3.12297,58.1414,3.06406,3.06948,-0.253809,3.10164,3.12479,116.826,3.27037,3.2856,58.1414,3.15948,3.17264,-0.253809,3.23397,3.29334,116.826,1.0127,2.03399,58.1414,1.81857,0.590526,-0.253809,1.71265,2.60883,All
117.843,1.62451,1.6154,58.4646,1.71385,1.62614,-0.246643,1.6312,1.6097,117.843,1.67292,1.73447,58.4646,1.65538,1.7426,-0.246643,1.64902,1.73345,117.843,3.12697,3.12123,58.4646,3.06645,3.07006,-0.246643,3.10296,3.12327,117.843,3.27233,3.28136,58.4646,3.16515,3.17263,-0.246643,3.23564,3.28952,117.843,0.768107,1.9831,58.4646,1.84477,0.597771,-0.246643,1.51296,2.54782,All
118.861,1.62428,1.61769,58.7879,1.71844,1.63045,-0.239477,1.63074,1.61181,118.861,1.66927,1.73548,58.7879,1.65755,1.74419,-0.239477,1.64646,1.73433,118.861,3.12884,3.11948,58.7879,3.06884,3.07064,-0.239477,3.10428,3.12174,118.861,3.27429,3.27711,58.7879,3.17082,3.17261,-0.239477,3.23732,3.2857,118.861,0.523511,1.9322,58.7879,1.87097,0.605017,-0.239477,1.31326,2.4868,All
119.878,1.62402,1.61999,59.1111,1.72303,1.63476,-0.232311,1.63029,1.61392,119.878,1.66596,1.73649,59.1111,1.65972,1.74578,-0.232311,1.6439,1.73521,119.878,3.13065,3.11774,59.1111,3.07123,3.07122,-0.232311,3.1056,3.12022,119.878,3.27625,3.27286,59.1111,3.17649,3.1726,-0.232311,3.23899,3.28188,119.878,0.286548,1.88131,59.1111,1.89717,0.612262,-0.232311,1.11357,2.42579,All
120.895,1.62346,1.62228,59.4343,1.72761,1.63907,-0.225145,1.62983,1.61602,120.895,1.66681,1.7375,59.4343,1.66188,1.74737,-0.225145,1.64134,1.73609,120.895,3.13175,3.11599,59.4343,3.07363,3.0718,-0.225145,3.10692,3.11869,120.895,3.27814,3.26861,59.4343,3.18216,3.17259,-0.225145,3.24066,3.27806,120.895,0.141766,1.83041,59.4343,1.92337,0.619507,-0.225145,0.913874,2.36478,All
121.912,1.6229,1.62458,59.7576,1.7322,1.64338,-0.217979,1.62938,1.61813,121.912,1.66766,1.73851,59.7576,1.66405,1.74896,-0.217979,1.63877,1.73696,121.912,3.13286,3.11425,59.7576,3.07602,3.07237,-0.217979,3.10825,3.11716,121.912,3.28003,3.26437,59.7576,3.18783,3.17258,-0.217979,3.24234,3.27424,121.912,-0.00301504,1.77951,59.7576,1.94957,0.626752,-0.217979,0.714179,2.30377,All
122.929,1.62235,1.62688,60.0808,1.7356,1.64769,-0.210813,1.62892,1.62024,122.929,1.66851,1.73952,60.0808,1.66743,1.75055,-0.210813,1.63621,1.73784,122.929,3.13397,3.1125,60.0808,3.07852,3.07295,-0.210813,3.10957,3.11564,122.929,3.28191,3.26012,60.0808,3.19379,3.17257,-0.210813,3.24401,3.27042,122.929,-0.147796,1.72862,60.0808,1.95931,0.633998,-0.210813,0.514485,2.24276,All
123.946,1.62179,1.62917,60.404,1.73542,1.652,-0.203647,1.62846,1.62234,123.946,1.66937,1.74053,60.404,1.67444,1.75214,-0.203647,1.63365,1.73872,123.946,3.13507,3.11076,60.404,3.08134,3.07353,-0.203647,3.11089,3.11411,123.946,3.2838,3.25587,60.404,3.20058,3.17255,-0.203647,3.24568,3.2666,123.946,-0.292578,1.67772,60.404,1.91968,0.641243,-0.203647,0.314791,2.18175,All
124.964,1.62123,1.63147,60.7273,1.73524,1.65631,-0.196482,1.62801,1.62445,124.964,1.67022,1.74154,60.7273,1.68145,1.75373,-0.196482,1.63109,1.7396,124.964,3.13618,3.10902,60.7273,3.08416,3.07411,-0.196482,3.11221,3.11259,124.964,3.28569,3.25162,60.7273,3.20738,3.17254,-0.196482,3.24736,3.26278,124.964,-0.437359,1.62683,60.7273,1.88006,0.648488,-0.196482,0.115096,2.12074,All
125.981,1.62065,1.63376,61.0505,1.73477,1.66062,-0.189316,1.62755,1.62656,125.981,1.67231,1.74255,61.0505,1.68876,1.75532,-0.189316,1.62853,1.74047,125.981,3.13701,3.10727,61.0505,3.087,3.07469,-0.189316,3.11353,3.11106,125.981,3.28741,3.24738,61.0505,3.21423,3.17253,-0.189316,3.24903,3.25896,125.981,-0.552545,1.57593,61.0505,1.83633,0.655733,-0.189316,-0.0845979,2.05973,All
126.998,1.6201,1.63606,61.3737,1.73272,1.66493,-0.18215,1.62699,1.62866,126.998,1.67503,1.74356,61.3737,1.69765,1.75691,-0.18215,1.62755,1.74135,126.998,3.13767,3.10553,61.3737,3.08994,3.07527,-0.18215,3.11491,3.10953,126.998,3.28897,3.24313,61.3737,3.22134,3.17252,-0.18215,3.25105,3.25514,126.998,-0.651566,1.52504,61.3737,1.77048,0.662978,-0.18215,-0.256528,1.99872,All
128.015,1.6196,1.63835,61.697,1.73067,1.66924,-0.174984,1.62613,1.63077,128.015,1.67883,1.74457,61.697,1.70655,1.7585,-0.174984,1.63115,1.74223,128.015,3.13801,3.10378,61.697,3.09289,3.07585,-0.174984,3.11648,3.10801,128.015,3.29024,3.23888,61.697,3.22844,3.17251,-0.174984,3.25406,3.25132,128.015,-0.722631,1.47414,61.697,1.70463,0.670224,-0.174984,-0.348083,1.9377,All
129.032,1.6191,1.64065,62.0202,1.72841,1.67355,-0.167818,1.62527,1.63287,129.032,1.68262,1.74557,62.0202,1.71566,1.76009,-0.167818,1.63475,1.74311,129.032,3.13836,3.10204,62.0202,3.09583,3.07643,-0.167818,3.11804,3.10648,129.032,3.2915,3.23463,62.0202,3.23554,3.17249,-0.167818,3.25707,3.2475,129.032,-0.793696,1.42325,62.0202,1.63562,0.677469,-0.167818,-0.439638,1.87669,All
130.049,1.6186,1.64295,62.3434,1.72288,1.67786,-0.160652,1.6244,1.63498,130.049,1.68642,1.74658,62.3434,1.72795,1.76168,-0.160652,1.63835,1.74398,130.049,3.1387,3.10029,62.3434,3.09878,3.07701,-0.160652,3.1196,3.10496,130.049,3.29276,3.23039,62.3434,3.24251,3.17248,-0.160652,3.26008,3.24368,130.049,-0.864761,1.37235,62.3434,1.51919,0.684714,-0.160652,-0.531193,1.81568,All
131.067,1.6181,1.64524,62.6667,1.71735,1.68217,-0.153486,1.62354,1.63709,131.067,1.69022,1.74759,62.6667,1.74024,1.76327,-0.153486,1.64196,1.74486,131.067,3.13905,3.09855,62.6667,3.10173,3.07758,-0.153486,3.12117,3.10343,131.067,3.29402,3.22614,62.6667,3.24949,3.17247,-0.153486,3.26309,3.23986,131.067,-0.935826,1.32146,62.6667,1.40276,0.691959,-0.153486,-0.622748,1.75467,All
132.084,1.6176,1.64754,62.9899,1.71182,1.68648,-0.14632,1.62267,1.63919,132.084,1.69401,1.7486,62.9899,1.75253,1.76485,-0.14632,1.64556,1.74574,132.084,3.13939,3.09681,62.9899,3.10468,3.07816,-0.14632,3.12273,3.10191,132.084,3.29528,3.22189,62.9899,3.25646,3.17246,-0.14632,3.2661,3.23604,132.084,-1.00689,1.27056,62.9899,1.28633,0.699205,-0.14632,-0.714304,1.69366,All
133.101,1.6171,1.64983,63.3131,1.7063,1.6908,-0.139154,1.62182,1.6413,133.101,1.69781,1.74961,63.3131,1.76482,1.76644,-0.139154,1.64951,1.74662,133.101,3.13974,3.09506,63.3131,3.10763,3.07874,-0.139154,3.12428,3.10038,133.101,3.29654,3.21765,63.3131,3.26343,3.17245,-0.139154,3.26913,3.23222,133.101,-1.07796,1.21967,63.3131,1.1699,0.70645,-0.139154,-0.798829,1.63265,All
134.118,1.6166,1.65213,63.6364,1.70077,1.69511,-0.131988,1.62098,1.64341,134.118,1.70161,1.75062,63.6364,1.7771,1.76803,-0.131988,1.65476,1.74749,134.118,3.14008,3.09332,63.6364,3.11058,3.07932,-0.131988,3.12576,3.09885,134.118,3.29781,3.2134,63.6364,3.2704,3.17244,-0.131988,3.27219,3.22841,134.118,-1.14902,1.16877,63.6364,1.05347,0.713695,-0.131988,-0.857792,1.57164,All
135.135,1.61633,1.65442,63.9596,1.69524,1.69942,-0.124823,1.62022,1.64551,135.135,1.70674,1.75163,63.9596,1.78939,1.76962,-0.124823,1.66065,1.74837,135.135,3.13988,3.09157,63.9596,3.11353,3.0799,-0.124823,3.12713,3.09733,135.135,3.29834,3.20915,63.9596,3.27737,3.17242,-0.124823,3.27511,3.22459,135.135,-1.18001,1.11788,63.9596,0.937037,0.72094,-0.124823,-0.901819,1.51063,All
136.153,1.61612,1.65672,64.2828,1.68971,1.70373,-0.117657,1.61958,1.64762,136.153,1.71216,1.75264,64.2828,1.80168,1.77121,-0.117657,1.66735,1.74925,136.153,3.13955,3.08983,64.2828,3.11648,3.08048,-0.117657,3.12836,3.0958,136.153,3.29871,3.2049,64.2828,3.28434,3.17241,-0.117657,3.27784,3.22077,136.153,-1.20227,1.06698,64.2828,0.820607,0.728185,-0.117657,-0.927005,1.44961,All
137.17,1.6159,1.65901,64.6061,1.68419,1.70804,-0.110491,1.61894,1.64972,137.17,1.71759,1.75365,64.6061,1.81397,1.7728,-0.110491,1.67406,1.75013,137.17,3.13922,3.08808,64.6061,3.11943,3.08106,-0.110491,3.12959,3.09428,137.17,3.29908,3.20066,64.6061,3.29131,3.1724,-0.110491,3.28058,3.21695,137.17,-1.22453,1.01609,64.6061,0.704176,0.735431,-0.110491,-0.952192,1.3886,All
138.187,1.61569,1.66131,64.9293,1.67866,1.71235,-0.103325,1.61829,1.65183,138.187,1.72301,1.75466,64.9293,1.82626,1.77439,-0.103325,1.68076,1.751,138.187,3.13889,3.08634,64.9293,3.12237,3.08164,-0.103325,3.13082,3.09275,138.187,3.29945,3.19641,64.9293,3.29829,3.17239,-0.103325,3.28331,3.21313,138.187,-1.24679,0.965194,64.9293,0.587746,0.742676,-0.103325,-0.977378,1.32759,All
139.204,1.61548,1.66361,65.2525,1.67313,1.71666,-0.096159,1.61765,1.65394,139.204,1.72844,1.75567,65.2525,1.83855,1.77598,-0.096159,1.68747,1.75188,139.204,3.13857,3.0846,65.2525,3.12532,3.08222,-0.096159,3.13205,3.09122,139.204,3.29982,3.19216,65.2525,3.30526,3.17238,-0.096159,3.28604,3.20931,139.204,-1.26905,0.914298,65.2525,0.471315,0.749921,-0.096159,-1.00256,1.26658,All
140.221,1.61527,1.6659,65.5758,1.66761,1.72097,-0.0889931,1.61701,1.65604,140.221,1.73388,1.75667,65.5758,1.85084,1.77757,-0.0889931,1.69417,1.75276,140.221,3.13823,3.08285,65.5758,3.12827,3.08279,-0.0889931,3.13328,3.0897,140.221,3.30017,3.18791,65.5758,3.31223,3.17236,-0.0889931,3.28877,3.20549,140.221,-1.29075,0.863403,65.5758,0.354885,0.757166,-0.0889931,-1.02775,1.20557,All
141.238,1.61539,1.6682,65.899,1.66208,1.72528,-0.0818272,1.61636,1.65815,141.238,1.73997,1.75768,65.899,1.86313,1.77916,-0.0818272,1.70087,1.75364,141.238,3.13741,3.08111,65.899,3.13122,3.08337,-0.0818272,3.13451,3.08817,141.238,3.29971,3.18367,65.899,3.3192,3.17235,-0.0818272,3.29151,3.20167,141.238,-1.28602,0.812508,65.899,0.238454,0.764412,-0.0818272,-1.05294,1.14456,All
142.256,1.61552,1.67049,66.2222,1.65655,1.72959,-0.0746613,1.61572,1.66026,142.256,1.74607,1.75869,66.2222,1.87542,1.78075,-0.0746613,1.70758,1.75451,142.256,3.13659,3.07936,66.2222,3.13417,3.08395,-0.0746613,3.13574,3.08665,142.256,3.29925,3.17942,66.2222,3.32617,3.17234,-0.0746613,3.29424,3.19785,142.256,-1.28128,0.761613,66.2222,0.122024,0.771657,-0.0746613,-1.07812,1.08355,All
143.273,1.61564,1.67279,66.5455,1.65102,1.7339,-0.0674954,1.61523,1.66236,143.273,1.75217,1.7597,66.5455,1.88771,1.78234,-0.0674954,1.71465,1.75539,143.273,3.13577,3.07762,66.5455,3.13712,3.08453,-0.0674954,3.13679,3.08512,143.273,3.29878,3.17517,66.5455,3.33314,3.17233,-0.0674954,3.29664,3.19403,143.273,-1.27654,0.710718,66.5455,0.00559322,0.778902,-0.0674954,-1.09158,1.02254,All
144.29,1.61634,1.67508,66.8687,1.6455,1.73821,-0.0603295,1.6151,1.66447,144.29,1.75819,1.76071,66.8687,1.9,1.78393,-0.0603295,1.72255,1.75627,144.29,3.1344,3.07587,66.8687,3.14007,3.08511,-0.0603295,3.13744,3.08359,144.29,3.29709,3.17092,66.8687,3.34012,3.17232,-0.0603295,3.29832,3.19021,144.29,-1.25539,0.659823,66.8687,-0.110837,0.786147,-0.0603295,-1.07929,0.961525,All
145.307,1.61767,1.67738,67.1919,1.64579,1.74252,-0.0531636,1.61496,1.66658,145.307,1.76412,1.76172,67.1919,1.90559,1.78552,-0.0531636,1.73045,1.75715,145.307,3.13243,3.07413,67.1919,3.14083,3.08569,-0.0531636,3.13809,3.08207,145.307,3.29408,3.16668,67.1919,3.34049,3.1723,-0.0531636,3.3,3.18639,145.307,-1.21658,0.608928,67.1919,-0.160583,0.793393,-0.0531636,-1.06699,0.900514,All
146.324,1.61899,1.67968,67.5152,1.65007,1.74683,-0.0459977,1.61483,1.66868,146.324,1.77006,1.76273,67.5152,1.9066,1.78711,-0.0459977,1.73835,1.75802,146.324,3.13046,3.07239,67.5152,3.14009,3.08627,-0.0459977,3.13874,3.08054,146.324,3.29107,3.16243,67.5152,3.33635,3.17229,-0.0459977,3.30167,3.18257,146.324,-1.17777,0.558033,67.5152,-0.164701,0.800638,-0.0459977,-1.0547,0.839503,All
147.341,1.62032,1.68197,67.8384,1.65434,1.75114,-0.0388318,1.61469,1.67079,147.341,1.776,1.76374,67.8384,1.9076,1.7887,-0.0388318,1.74625,1.7589,147.341,3.1285,3.07064,67.8384,3.13935,3.08685,-0.0388318,3.13939,3.07902,147.341,3.28806,3.15818,67.8384,3.33221,3.17228,-0.0388318,3.30335,3.17875,147.341,-1.13896,0.507138,67.8384,-0.16882,0.807883,-0.0388318,-1.0424,0.778492,All
148.359,1.62164,1.68427,68.1616,1.65862,1.75545,-0.0316658,1.61456,1.67289,148.359,1.78194,1.76475,68.1616,1.90861,1.79029,-0.0316658,1.75415,1.75978,148.359,3.12653,3.0689,68.1616,3.13861,3.08742,-0.0316658,3.14003,3.07749,148.359,3.28505,3.15393,68.1616,3.32807,3.17227,-0.0316658,3.30503,3.17493,148.359,-1.10014,0.456243,68.1616,-0.172938,0.815128,-0.0316658,-1.03011,0.717481,All
149.376,1.62297,1.68656,68.4848,1.66289,1.75976,-0.0244999,1.61458,1.675,149.376,1.78787,1.76576,68.4848,1.90962,1.79188,-0.0244999,1.7621,1.76066,149.376,3.12456,3.06715,68.4848,3.13787,3.088,-0.0244999,3.14051,3.07596,149.376,3.28204,3.14969,68.4848,3.32393,3.17226,-0.0244999,3.30635,3.17111,149.376,-1.06133,0.405348,68.4848,-0.177057,0.822373,-0.0244999,-1.01241,0.65647,All
