rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.47385,-0.436946,-0.114996,-0.407227,0
2,1,-2.48691,-1.2857,0.251364,-1.31396,0
3,1,-2.46226,-1.65577,1.00684,-1.64363,0
4,1,-2.54406,-1.32702,0.105793,-1.28588,0
5,1,-2.70163,-0.280602,-0.37069,-0.348278,0
6,1,-2.5328,-1.38789,-0.185347,-1.31917,0
7,1,-2.6809,-1.60502,0.868556,-1.58179,0
8,1,-2.516,-1.10798,0.535271,-1.09561,0
9,1,-2.65255,-0.511204,-0.268065,-0.570575,0
10,1,-2.51501,-1.42632,0.455604,-1.40911,0
11,1,-2.53663,-1.65352,1.57809,-1.6114,0
12,1,-2.52037,-0.845248,-0.00416215,-0.791308,0
13,1,-2.49722,-0.540338,-0.173688,-0.51913,0
14,1,-2.37646,-1.58832,0.122626,-1.61331,0
15,1,-2.61625,-1.69163,0.826646,-1.73294,0
16,1,-2.6519,-0.950029,-0.155078,-0.926327,0
17,1,-2.62565,-0.78606,-0.230181,-0.755451,0
18,1,-2.30502,-1.38188,0.4946,-1.40399,0
19,1,-2.63083,-1.65699,0.174144,-1.65702,0
20,1,-2.60975,-0.771173,-0.0365548,-0.660529,0
21,1,-2.60384,-1.02246,0.336234,-0.998131,0
22,1,-2.64692,-1.16728,-0.0712373,-1.19376,0
23,1,-2.61151,-1.58026,0.355291,-1.56661,0
24,1,-2.61346,-0.846738,0.0897806,-0.851778,0
25,1,-2.69897,-1.16478,0.142403,-1.16768,0
26,1,-2.65878,-1.08779,-0.00452859,-1.13839,0
27,1,-2.53843,-1.38219,0.753402,-1.393,0
28,1,-2.6288,-0.67427,0.0771538,-0.727554,0
29,1,-2.68897,-1.34611,0.243834,-1.39583,0
30,1,-2.66286,-1.15058,0.55837,-1.20951,0
31,1,-2.62024,-1.39429,0.139271,-1.34835,0
32,1,-2.59851,-0.615821,0.174292,-0.585627,0
33,1,-2.41695,-1.11223,0.979388,-1.10204,0
34,1,-2.69366,-1.19609,0.0886548,-1.16897,0
35,1,-2.80866,-1.46535,0.179943,-1.50759,0
36,1,-2.61788,-0.441541,0.079555,-0.358915,0
37,1,-2.52405,-1.14711,0.75154,-1.05447,0
38,1,-2.49888,-1.26152,0.224836,-1.36948,0
39,1,-2.77854,-1.21649,0.32434,-1.19262,0
40,1,-2.46283,-0.468161,0.202981,-0.512301,0
41,1,-2.76038,-1.10465,0.175696,-1.13699,0
42,1,-2.47334,-1.31765,0.0712561,-1.24516,0
43,1,-2.81886,-1.45123,0.85598,-1.41703,0
44,1,-2.64782,-0.521088,-0.12868,-0.525956,0
45,1,-2.60709,-0.862603,0.793026,-0.868216,0
46,1,-2.51182,-0.964043,0.669116,-1.00896,0
47,1,-2.51149,-1.60929,0.0940372,-1.6346,0
48,1,-2.85933,-0.480945,0.278199,-0.472137,0
49,1,-2.64895,-0.730928,0.414984,-0.738077,0
50,1,-2.9148,-0.904213,-0.29206,-0.94258,0
1,2,0.930325,-0.132695,0.567226,-0.102883,0
