iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a1,a2,f_pop,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3,omega_f
789,217.958,1,10.2918,15.7059,3.65146,42.7488,34.0937,1.74978,2.04244,2.49026,0.924476,0.269069,0.000147726,6.43745e-05,0.219455,0.67691,9.20936e-05,0.20028
790,219.374,1,10.2811,15.7061,3.65143,42.4757,37.2142,1.74977,2.06955,2.57222,0.914253,0.270461,0.00013213,5.75783e-05,0.228765,0.673304,8.2371e-05,0.207684
791,224.353,1,10.2823,15.7058,3.65142,42.0615,34.5579,1.74977,2.01725,2.59409,0.912201,0.268515,0.00013074,6.85858e-05,0.218421,0.672771,8.64283e-05,0.199969
792,214.749,1,10.2162,15.7058,3.65145,42.0466,32.1377,1.74975,1.96533,2.53973,0.909415,0.266014,0.000127681,6.44817e-05,0.229174,0.727454,8.01444e-05,0.205037
793,215.403,1,10.2483,15.7054,3.65143,42.9148,32.4582,1.74976,1.96982,2.53085,0.917964,0.263445,0.000117574,6.22326e-05,0.246629,0.770293,8.12635e-05,0.208119
794,219.651,1,10.219,15.7053,3.65148,42.5124,35.4727,1.74977,1.99119,2.56503,0.910843,0.262676,0.00012617,6.48055e-05,0.230041,0.86636,7.26843e-05,0.205307
795,236.419,1,10.1785,15.7051,3.65155,43.1141,38.7243,1.74978,2.09719,2.58531,0.933163,0.257402,0.000138021,7.35491e-05,0.233754,0.812254,6.95304e-05,0.213863
796,229.577,1,10.1929,15.7051,3.65162,43.7659,39.0142,1.7498,2.09714,2.5239,0.929973,0.26382,0.000125583,7.77424e-05,0.227403,0.804189,6.90877e-05,0.209399
797,214.462,1,10.1168,15.7048,3.65162,44.4798,39.7508,1.7498,2.03168,2.39617,0.926673,0.266207,0.000135214,6.95349e-05,0.237553,0.835387,7.00687e-05,0.211545
798,211.471,1,10.0849,15.7049,3.65165,43.6618,41.3618,1.74979,1.98711,2.40182,0.916672,0.257123,0.000158796,6.49848e-05,0.222115,0.872228,6.76678e-05,0.208627
799,201.209,1,10.0745,15.7048,3.65162,43.8276,38.3147,1.7498,2.02256,2.41074,0.911337,0.252965,0.000146263,5.81242e-05,0.214854,0.84102,6.05239e-05,0.206285
800,199.318,1,10.0683,15.7047,3.65163,43.0168,35.3976,1.74981,2.0197,2.35562,0.9067,0.25534,0.000154889,5.74642e-05,0.217226,0.849134,5.58867e-05,0.205072
801,214.808,1,10.1531,15.7053,3.65162,43.7515,34.4398,1.7498,2.07173,2.44315,0.903177,0.257555,0.000179522,7.01508e-05,0.20125,0.759489,5.28178e-05,0.209036
802,217.822,1,10.174,15.7052,3.65162,43.1024,34.1121,1.74983,2.10092,2.41211,0.916239,0.264849,0.000168699,7.03433e-05,0.210954,0.731499,5.89739e-05,0.21099
803,212.664,1,10.1611,15.7049,3.65161,43.2077,34.9937,1.74981,2.0587,2.40363,0.910611,0.271223,0.000150889,6.48554e-05,0.210631,0.824157,6.03744e-05,0.216885
804,223.994,1,10.1408,15.7051,3.65163,42.599,36.885,1.74984,2.00622,2.5235,0.909516,0.27074,0.0001686,6.59883e-05,0.20947,0.877662,6.51497e-05,0.209924
805,219.207,1,10.0986,15.7052,3.65167,42.7663,36.501,1.74984,1.99905,2.53166,0.911312,0.268872,0.000188295,6.63538e-05,0.204086,0.840643,5.82717e-05,0.211782
806,226.173,1,10.1444,15.7053,3.65167,42.8959,35.7315,1.74985,1.97867,2.59113,0.9142,0.26558,0.000180054,7.05463e-05,0.207013,0.979452,5.21198e-05,0.212972
807,215.83,1,10.0948,15.705,3.65163,42.699,32.4328,1.74983,1.99075,2.55038,0.913978,0.264338,0.000161045,6.99412e-05,0.206993,0.898733,5.16629e-05,0.201945
808,212.113,1,10.007,15.7058,3.65162,42.6206,33.2101,1.74983,2.05238,2.44674,0.89691,0.258346,0.000162082,6.83135e-05,0.205283,0.86875,4.90749e-05,0.209279
809,213.051,1,9.99038,15.7062,3.65159,43.1822,34.9254,1.74982,2.07456,2.43454,0.901808,0.267169,0.000174448,6.11015e-05,0.206598,0.834343,5.18164e-05,0.207616
810,206.435,1,10.022,15.7065,3.65157,43.3655,35.12,1.74983,2.00026,2.4844,0.905283,0.265768,0.000159395,6.47275e-05,0.19802,0.904932,4.6346e-05,0.202412
811,206.103,1,10.1416,15.7065,3.65153,44.2254,38.5476,1.7498,1.97661,2.47207,0.908834,0.275931,0.000157012,6.1168e-05,0.205628,0.889893,5.18538e-05,0.202741
812,204.366,1,10.0164,15.707,3.65156,43.459,39.3318,1.74981,2.00179,2.44192,0.90398,0.269096,0.000148971,6.94902e-05,0.214992,0.851962,4.64966e-05,0.201427
813,209.044,1,10.0599,15.7068,3.65163,43.3227,39.1325,1.74982,1.99996,2.45963,0.911631,0.270807,0.000144551,6.56528e-05,0.221848,0.92372,5.09716e-05,0.201466
814,205.958,1,10.0122,15.707,3.6517,44.8526,37.8186,1.74982,2.04642,2.43051,0.906005,0.271815,0.00012929,6.28815e-05,0.232101,0.892497,4.81497e-05,0.214783
815,213.439,1,9.98368,15.7072,3.6517,44.0498,42.5028,1.74982,2.06218,2.44991,0.896871,0.276299,0.000129867,6.23888e-05,0.235231,0.926879,5.14228e-05,0.209959
816,198.086,1,10.0476,15.7071,3.65167,43.4102,41.6045,1.74982,1.99046,2.42845,0.915285,0.275135,0.000121357,6.09984e-05,0.217693,0.887613,5.05498e-05,0.207283
817,203.216,1,10.0917,15.7072,3.65163,42.7204,41.0011,1.74982,2.01487,2.40087,0.905401,0.273073,0.000118853,6.60419e-05,0.2116,0.896677,5.58097e-05,0.217066
818,204.83,1,10.0392,15.7073,3.65157,42.8485,37.4233,1.7498,2.0101,2.48788,0.901995,0.268727,0.000110922,7.70492e-05,0.214594,0.846795,4.99177e-05,0.210216
819,188.132,1,10.1084,15.7074,3.65158,44.1354,35.6002,1.74979,1.94326,2.45325,0.920596,0.269628,0.000113802,6.89149e-05,0.202582,0.828287,4.46477e-05,0.211214
820,214.156,1,10.1652,15.7073,3.65162,43.7471,33.15,1.74979,1.98717,2.54422,0.921698,0.279937,0.000138791,6.72491e-05,0.225218,0.922329,4.88978e-05,0.202712
821,210.311,1,10.1242,15.707,3.65159,43.4825,29.6513,1.74979,1.9301,2.54158,0.91578,0.284329,0.000150326,7.07708e-05,0.217559,0.843622,4.76893e-05,0.217844
822,212.746,1,10.1225,15.7071,3.65158,43.2057,31.9903,1.7498,1.87591,2.56506,0.922934,0.285626,0.000163675,8.22519e-05,0.214984,0.891629,4.484e-05,0.217272
823,217.648,1,10.0998,15.7071,3.65159,43.5325,33.0708,1.74981,1.869,2.58511,0.91215,0.283239,0.000171416,8.50778e-05,0.213799,0.929577,4.58487e-05,0.220996
824,217.674,1,10.2938,15.707,3.65157,42.5998,32.8603,1.7498,1.84024,2.7221,0.913887,0.287675,0.000175594,7.60959e-05,0.219689,0.870446,4.76049e-05,0.207116
825,221.498,1,10.3079,15.7071,3.6516,41.4922,31.0686,1.74981,1.87995,2.70666,0.921202,0.279925,0.000161538,8.51311e-05,0.223959,0.778551,5.29276e-05,0.205909
826,206.192,1,10.3319,15.7071,3.65161,42.2545,29.3457,1.74981,1.82473,2.68883,0.924019,0.273311,0.000155531,7.61436e-05,0.228665,0.703173,4.82022e-05,0.208276
827,208.436,1,10.2459,15.707,3.6516,42.2065,32.6471,1.7498,1.91419,2.61012,0.923567,0.274266,0.00015632,7.70713e-05,0.225133,0.70098,4.31134e-05,0.220132
828,209.328,1,10.2238,15.7067,3.65158,43.034,32.8466,1.74981,1.88931,2.62232,0.913654,0.273393,0.000159484,8.68583e-05,0.209583,0.677989,4.59226e-05,0.21053
829,215.863,1,10.1938,15.7073,3.65155,43.507,37.8105,1.74981,1.8504,2.68262,0.923602,0.276364,0.000160445,9.654e-05,0.218902,0.76664,4.39524e-05,0.205367
830,212.381,1,10.2583,15.7071,3.65152,44.0837,36.9576,1.74983,1.89749,2.58799,0.916512,0.283563,0.000158329,9.36517e-05,0.224281,0.825624,3.93122e-05,0.213362
831,213.117,1,10.1825,15.7077,3.65163,43.968,38.0945,1.74982,1.8245,2.59573,0.917044,0.277493,0.000166029,9.54249e-05,0.23248,0.866747,4.043e-05,0.226578
832,217.85,1,10.1738,15.7073,3.65161,42.6076,33.9677,1.74983,1.83128,2.70386,0.904014,0.27328,0.000178635,8.63567e-05,0.235745,0.862722,3.64302e-05,0.226715
833,214.865,1,10.2082,15.7073,3.65156,42.4884,34.3565,1.74983,1.87242,2.65943,0.908515,0.277471,0.000159776,8.94578e-05,0.228541,0.86802,3.63111e-05,0.221696
834,204.507,1,10.2088,15.7071,3.65151,43.0949,34.7272,1.74983,1.87471,2.57115,0.898033,0.273003,0.000166001,8.4659e-05,0.229957,0.878923,3.24776e-05,0.212043
835,199.972,1,10.2313,15.7071,3.65158,43.3056,34.9611,1.74984,1.88086,2.532,0.911322,0.280625,0.000173651,7.57213e-05,0.227496,0.809714,3.70797e-05,0.207617
836,192.792,1,10.1077,15.7071,3.65159,43.0017,36.9806,1.74984,1.87803,2.49647,0.912831,0.269093,0.000159905,6.77272e-05,0.220907,0.856775,3.95739e-05,0.200724
837,194.346,1,10.1088,15.7073,3.65159,43.4343,37.8071,1.74983,1.92407,2.46703,0.910132,0.262901,0.000143023,6.49701e-05,0.222885,0.901574,4.053e-05,0.210859
838,197.131,1,10.1187,15.7074,3.6516,43.7253,36.7973,1.74982,1.9116,2.43923,0.923359,0.264213,0.000153849,6.69468e-05,0.22661,0.91491,4.13978e-05,0.218397
839,197.819,1,10.0948,15.7073,3.65159,44.5861,36.583,1.74982,1.92324,2.41646,0.923792,0.267027,0.00015227,6.29668e-05,0.234037,0.942776,4.2174e-05,0.224482
840,204.686,1,10.0827,15.7075,3.6516,44.4819,37.5251,1.74982,1.99567,2.44407,0.921528,0.269556,0.000136194,7.26392e-05,0.222822,0.922077,4.4342e-05,0.208831
841,202.511,1,10.1622,15.7075,3.65167,44.273,34.5514,1.74983,1.99473,2.44888,0.919775,0.271029,0.000137931,6.49704e-05,0.234812,0.89639,4.4398e-05,0.208035
842,201.031,1,10.1076,15.7077,3.65169,44.2325,36.6725,1.74982,2.01742,2.44937,0.917892,0.269351,0.000138611,5.88824e-05,0.226074,0.966374,3.97108e-05,0.206869
843,207.091,1,10.0566,15.7081,3.65168,45.0541,40.4289,1.74982,2.07791,2.46281,0.931727,0.269156,0.000145375,5.86942e-05,0.227535,0.995887,3.57273e-05,0.20688
844,213.195,1,10.1149,15.7081,3.65173,44.265,40.5079,1.74982,2.04786,2.44113,0.918755,0.271257,0.000160046,6.95286e-05,0.231393,0.95485,4.02202e-05,0.209379
845,203.753,1,10.1023,15.7083,3.65178,44.2737,38.8528,1.74983,2.04147,2.4612,0.909117,0.263787,0.00014315,6.40243e-05,0.225484,0.907982,4.17359e-05,0.215796
846,202.348,1,10.0686,15.7087,3.65186,43.9233,39.6866,1.74984,1.99153,2.50072,0.915878,0.260656,0.000147698,5.89473e-05,0.228718,0.943568,3.9058e-05,0.204532
847,201.925,1,10.0351,15.7085,3.65186,43.2962,36.0818,1.74985,1.98095,2.46465,0.91235,0.263972,0.000143057,5.74883e-05,0.207223,1.12612,4.31996e-05,0.201776
848,195.729,1,9.9737,15.7085,3.6519,43.6603,39.1571,1.74985,1.92387,2.52912,0.914652,0.262024,0.000142076,5.46783e-05,0.217033,1.06465,3.86389e-05,0.207884
849,196.539,1,9.92816,15.7089,3.65187,43.531,47.9944,1.74985,1.91177,2.5068,0.918641,0.261209,0.000147087,5.17394e-05,0.238579,1.03367,3.85435e-05,0.21903
850,198.395,1,10.0044,15.709,3.65186,43.9142,42.053,1.74986,1.89966,2.52744,0.912558,0.263907,0.000150071,5.40687e-05,0.213392,1.04979,4.35554e-05,0.212317
851,196.028,1,10.0335,15.7093,3.65188,44.1886,39.8549,1.74984,1.8974,2.49149,0.915502,0.266224,0.000151448,5.03323e-05,0.226067,1.0822,4.14929e-05,0.216641
852,183.338,1,9.99401,15.7093,3.6519,44.3095,39.4691,1.74984,1.91272,2.43966,0.911519,0.261628,0.00014609,4.50186e-05,0.223978,1.01889,4.11574e-05,0.207905
853,173.623,1,10.0395,15.7098,3.65188,43.805,36.7326,1.74983,1.92147,2.39058,0.909208,0.257359,0.000153474,4.11569e-05,0.230594,0.911322,3.68123e-05,0.208235
854,183.856,1,9.99172,15.7099,3.65185,43.4424,40.5511,1.74984,1.85973,2.51793,0.912114,0.262718,0.00016225,4.5921e-05,0.233764,0.905881,3.79483e-05,0.196067
855,187.593,1,9.95734,15.71,3.65184,44.1714,40.0063,1.74985,1.88247,2.51002,0.899945,0.261738,0.000158772,4.51981e-05,0.237295,0.947183,3.7845e-05,0.207385
856,200.063,1,9.95351,15.7105,3.65184,43.41,37.4697,1.74983,1.95999,2.51679,0.898271,0.270889,0.000183948,5.37067e-05,0.219646,0.922975,3.38496e-05,0.211278
857,193.738,1,9.9811,15.71,3.65186,43.1971,36.3657,1.74984,1.91966,2.52314,0.888949,0.270498,0.000187839,5.07584e-05,0.220757,0.943792,3.02876e-05,0.213924
858,191.509,1,9.99068,15.7107,3.65182,43.0758,34.8482,1.74983,1.87981,2.57642,0.894557,0.276721,0.000176318,5.08163e-05,0.240067,0.864995,2.9087e-05,0.214815
859,174.752,1,10.085,15.7101,3.65177,42.816,33.81,1.74984,1.82182,2.49783,0.898354,0.267759,0.000157704,5.04626e-05,0.238028,0.847229,2.90731e-05,0.219303
860,171.593,1,10.0913,15.7105,3.65178,43.4057,32.2162,1.74984,1.82469,2.55064,0.908872,0.266752,0.000145938,4.72118e-05,0.239613,0.869847,2.61279e-05,0.207361
861,177.457,1,10.0929,15.7103,3.65179,43.632,29.571,1.74983,1.88088,2.53103,0.907466,0.27209,0.0001595,4.81267e-05,0.245278,0.781722,2.70149e-05,0.202568
862,178.602,1,10.0579,15.7104,3.6518,42.7252,28.4354,1.74983,1.86649,2.56365,0.900121,0.26301,0.000165339,5.32033e-05,0.236989,0.863463,2.49424e-05,0.186658
863,162.946,1,10.1877,15.7109,3.65181,42.5313,29.4039,1.74983,1.78009,2.60682,0.914821,0.261554,0.000147883,4.75865e-05,0.221324,0.888321,2.54369e-05,0.192607
864,176.103,1,10.1032,15.7103,3.65183,42.5498,30.417,1.74983,1.79869,2.65137,0.915381,0.258977,0.000137977,5.30574e-05,0.229413,0.796759,3.00846e-05,0.197864
865,173.589,1,10.1865,15.7105,3.65185,42.2186,29.7629,1.74984,1.84463,2.61978,0.91729,0.2639,0.000146372,5.22321e-05,0.205193,0.771182,2.69085e-05,0.204635
866,174.943,1,10.2488,15.7107,3.65184,43.0073,31.8867,1.74983,1.8535,2.57445,0.917436,0.272612,0.000147569,5.95579e-05,0.214069,0.754622,2.61598e-05,0.194696
867,187.885,1,10.1592,15.7106,3.6518,42.894,34.7274,1.74982,1.91438,2.61064,0.910025,0.261253,0.000158029,6.42394e-05,0.208043,0.819192,2.55058e-05,0.197653
868,180.009,1,10.1328,15.71,3.65177,43.8375,36.175,1.74982,1.95201,2.51,0.921438,0.262886,0.00017834,5.74575e-05,0.207179,0.88123,2.28131e-05,0.186184
869,180.276,1,10.0754,15.7101,3.65181,43.6086,32.7001,1.74982,1.95023,2.56156,0.903597,0.268512,0.000165499,5.40763e-05,0.205247,0.788196,2.28036e-05,0.199237
870,176.878,1,10.1009,15.71,3.6518,42.9386,34.4041,1.74981,1.92323,2.6096,0.906347,0.264125,0.000163841,4.83673e-05,0.202672,0.878109,2.03962e-05,0.213066
871,177.883,1,10.0858,15.71,3.65178,43.1606,32.819,1.74982,1.98157,2.69082,0.908958,0.274941,0.000146544,4.3261e-05,0.208638,0.785405,2.12104e-05,0.20562
872,160.05,1,10.205,15.71,3.65177,42.5755,34.6001,1.74982,1.85964,2.61483,0.906977,0.273912,0.000140443,4.25945e-05,0.208141,0.739276,1.97273e-05,0.204587
873,155.106,1,10.136,15.7096,3.6518,42.4901,33.997,1.74981,1.90615,2.55049,0.906214,0.271792,0.000133601,3.80977e-05,0.216038,0.759752,1.88519e-05,0.203398
874,167.355,1,10.1402,15.7098,3.65178,42.1847,34.8361,1.74981,1.98963,2.5031,0.898603,0.273697,0.000146515,3.6463e-05,0.215051,0.808596,2.14807e-05,0.205298
875,163.154,1,10.1146,15.71,3.65178,42.5508,33.7614,1.74981,1.99179,2.47977,0.9036,0.270409,0.000143199,3.82145e-05,0.20409,0.769306,2.05794e-05,0.213626
876,174.857,1,10.134,15.7101,3.6518,42.3486,37.5633,1.74982,2.01131,2.52336,0.904939,0.263491,0.00016921,4.30476e-05,0.190908,0.769532,2.1805e-05,0.20943
877,164.876,1,10.138,15.7101,3.6518,42.7762,34.0677,1.74981,2.00939,2.47832,0.905993,0.260416,0.000151346,3.85029e-05,0.211557,0.68829,2.33729e-05,0.20963
878,163.985,1,10.1794,15.7105,3.6518,43.1014,37.9658,1.74982,1.97037,2.47478,0.914139,0.257391,0.000135368,4.18869e-05,0.227076,0.72879,2.43981e-05,0.207987
879,176.259,1,10.1505,15.7107,3.6518,43.4283,36.7206,1.74982,2.01119,2.54434,0.906983,0.2592,0.000145532,3.91738e-05,0.22772,0.695525,2.55102e-05,0.214301
880,168.793,1,10.1677,15.711,3.65178,43.312,35.5293,1.74982,1.93715,2.51637,0.91152,0.265686,0.000132441,4.41061e-05,0.229466,0.733815,2.55902e-05,0.204455
881,177.113,1,10.1927,15.7113,3.65182,42.8881,39.0911,1.74981,1.91707,2.55489,0.91067,0.266664,0.000122454,5.14591e-05,0.236169,0.758159,2.70386e-05,0.218943
882,190.563,1,10.0296,15.7112,3.65181,43.6535,35.9919,1.7498,1.98685,2.53833,0.899959,0.258799,0.000141062,5.44726e-05,0.253041,0.766246,2.89022e-05,0.211434
883,183.117,1,10.0417,15.7111,3.65184,43.6952,33.7807,1.7498,1.96132,2.46483,0.905081,0.261224,0.000151027,5.04194e-05,0.247506,0.787469,2.93884e-05,0.211876
884,189.341,1,10.2381,15.711,3.65183,43.95,32.563,1.74981,1.99709,2.55638,0.926504,0.26927,0.000169272,4.71312e-05,0.240114,0.716691,2.64221e-05,0.212347
885,181.524,1,10.217,15.7111,3.65182,44.4065,32.0523,1.74981,1.99222,2.52888,0.920828,0.260883,0.000173769,4.21554e-05,0.219178,0.77004,2.72328e-05,0.214768
886,180.853,1,10.3005,15.7111,3.65184,43.6701,33.7349,1.7498,1.9535,2.50301,0.931533,0.272034,0.000181753,4.37522e-05,0.222528,0.717433,2.74629e-05,0.217139
887,172.563,1,10.2426,15.7112,3.65183,43.3447,33.4618,1.74979,1.97711,2.4498,0.921389,0.270983,0.000172428,3.93079e-05,0.211271,0.698041,2.76116e-05,0.218541
888,170.626,1,10.2442,15.7111,3.65182,43.6333,36.0487,1.7498,1.95763,2.50711,0.913725,0.276948,0.000154225,4.3981e-05,0.215677,0.792325,2.46965e-05,0.20372
889,165.16,1,10.1691,15.7108,3.65181,43.4018,37.8154,1.7498,1.97512,2.50926,0.915817,0.265108,0.000165158,4.25081e-05,0.206161,0.708677,2.20892e-05,0.201169
890,176.973,1,10.1382,15.7102,3.65184,44.0293,38.0123,1.7498,2.00729,2.56095,0.913006,0.264548,0.000152482,4.26909e-05,0.213446,0.76294,2.18002e-05,0.208074
891,172.668,1,10.1743,15.7104,3.65185,43.8088,38.9618,1.74981,2.00668,2.5371,0.906799,0.26901,0.00015637,3.98503e-05,0.225963,0.728938,2.00599e-05,0.21043
892,168.841,1,10.1909,15.7102,3.65187,43.9314,35.0036,1.74981,2.03492,2.44268,0.914363,0.266743,0.000153827,4.10639e-05,0.221244,0.781846,1.94778e-05,0.211039
893,174.125,1,10.2289,15.7107,3.65186,43.7722,35.7359,1.7498,2.06074,2.48557,0.914863,0.268818,0.000152287,4.45127e-05,0.226702,0.80772,1.78852e-05,0.197351
894,176.133,1,10.1591,15.7108,3.65188,43.8818,32.572,1.7498,2.06148,2.50907,0.91309,0.26845,0.00013621,4.85305e-05,0.22417,0.814708,2.08877e-05,0.191005
895,171.35,1,10.1486,15.7107,3.65189,44.113,32.8415,1.7498,2.00729,2.46165,0.922137,0.264437,0.000136338,5.13066e-05,0.233033,0.857203,1.99005e-05,0.185609
896,170.862,1,10.1266,15.7108,3.65187,43.6154,32.5372,1.74981,2.0156,2.5352,0.921132,0.25628,0.000140627,4.82242e-05,0.238607,0.804426,1.77996e-05,0.180414
897,160.79,1,10.1731,15.7111,3.65186,43.1559,35.8514,1.7498,1.96951,2.46135,0.913347,0.262391,0.000138906,5.03448e-05,0.220131,0.800059,1.71044e-05,0.193065
898,168.632,1,10.1629,15.7114,3.65184,43.1508,32.7125,1.74981,2.01035,2.4911,0.921442,0.259297,0.000156271,5.02635e-05,0.218543,0.775857,1.66971e-05,0.195926
899,169.173,1,10.1663,15.7116,3.65181,43.1291,32.8202,1.74981,1.98355,2.51501,0.906766,0.255044,0.000179781,4.56116e-05,0.226877,0.730938,1.66957e-05,0.204252
900,172.03,1,10.1741,15.7116,3.65182,43.183,33.3729,1.74981,1.97079,2.52463,0.918737,0.258417,0.000165299,5.13391e-05,0.237557,0.700723,1.82693e-05,0.199968
901,174.473,1,10.1887,15.7115,3.65178,43.6748,35.6991,1.74981,2.06282,2.41903,0.925902,0.265028,0.000159289,5.04232e-05,0.240434,0.76857,1.73449e-05,0.20908
902,172.562,1,10.2587,15.7112,3.65179,43.3374,35.9812,1.74981,2.06052,2.41996,0.925026,0.263509,0.000161138,5.11037e-05,0.224847,0.785299,1.67214e-05,0.209004
903,168.209,1,10.2752,15.7115,3.65176,42.8314,35.3382,1.74981,2.06146,2.53765,0.913523,0.258484,0.00015991,4.57085e-05,0.210419,0.747814,1.49561e-05,0.206333
904,180.067,1,10.2318,15.7116,3.65175,42.6393,34.1327,1.74981,2.06461,2.57357,0.913163,0.267232,0.000173015,4.92714e-05,0.219325,0.701723,1.46424e-05,0.220596
905,179.319,1,10.2729,15.7121,3.65176,42.7536,30.0874,1.74981,2.02206,2.60612,0.915046,0.269817,0.000162828,4.84013e-05,0.230933,0.686533,1.55871e-05,0.222041
906,171.08,1,10.1803,15.7122,3.65173,42.8143,31.5469,1.7498,1.99849,2.47906,0.901122,0.263705,0.000166106,5.60706e-05,0.235768,0.690673,1.49898e-05,0.221416
907,171.753,1,10.1929,15.7122,3.65175,42.5236,28.163,1.74981,1.97065,2.59248,0.900548,0.262538,0.000201595,5.0151e-05,0.225675,0.682511,1.34073e-05,0.224274
908,167.715,1,10.1853,15.7114,3.65176,42.4248,31.4887,1.74981,1.9377,2.52498,0.898127,0.264475,0.000184616,4.66719e-05,0.232623,0.73093,1.49373e-05,0.221631
909,157.192,1,10.2975,15.711,3.65179,42.6584,34.8895,1.74981,1.88335,2.54862,0.92236,0.26008,0.000182716,4.17881e-05,0.23232,0.748386,1.35997e-05,0.213899
910,161.261,1,10.2214,15.7102,3.65176,42.1159,36.1575,1.7498,1.89896,2.55493,0.904012,0.254712,0.000167178,4.53278e-05,0.234842,0.853204,1.33654e-05,0.208758
911,159.013,1,10.1413,15.7099,3.65176,42.5794,37.9972,1.7498,1.90044,2.48804,0.909474,0.262631,0.000166442,4.4726e-05,0.234138,0.8561,1.45066e-05,0.209002
912,155.745,1,10.1417,15.7113,3.65181,42.8679,34.9208,1.7498,1.939,2.47916,0.909191,0.263458,0.000173832,4.00041e-05,0.23004,0.765719,1.48141e-05,0.208993
913,151.571,1,10.156,15.7115,3.65178,43.3617,37.3559,1.74979,1.95614,2.48212,0.907002,0.25752,0.00016821,3.76015e-05,0.224584,0.714856,1.3723e-05,0.211635
914,152.977,1,10.2157,15.7117,3.65178,42.3845,35.1251,1.74979,1.9664,2.45723,0.909637,0.253487,0.000152523,4.10544e-05,0.223457,0.775874,1.38989e-05,0.215843
915,157.193,1,10.2023,15.712,3.65179,42.4427,34.2121,1.74979,1.96237,2.53304,0.916504,0.24576,0.00015243,4.15207e-05,0.230144,0.837815,1.24316e-05,0.216118
916,152.835,1,10.131,15.712,3.65179,43.3314,33.5537,1.74979,1.95521,2.50994,0.911635,0.257685,0.000136338,4.43537e-05,0.228534,0.933202,1.15028e-05,0.193301
917,148.66,1,10.0947,15.712,3.6518,43.5246,32.3914,1.74979,1.89287,2.52568,0.907871,0.260457,0.000140259,4.7399e-05,0.240555,0.875731,1.05293e-05,0.198177
918,140.683,1,10.1367,15.7119,3.65185,43.377,33.3782,1.74979,1.84011,2.53821,0.909405,0.25991,0.00014951,4.23949e-05,0.235196,0.88745,1.01795e-05,0.195248
919,142.678,1,10.1212,15.712,3.65185,43.7574,34.4608,1.74979,1.91604,2.47351,0.910145,0.2602,0.000133726,4.34053e-05,0.230307,0.920539,1.03395e-05,0.203613
920,137.372,1,10.1683,15.7117,3.65183,43.6067,37.3335,1.74979,1.89106,2.51281,0.916201,0.263563,0.000119608,3.96485e-05,0.238058,0.835928,1.04205e-05,0.207634
921,129.304,1,10.1528,15.7121,3.65183,43.6686,34.7551,1.74979,1.86252,2.51191,0.913626,0.25768,0.000106981,3.71356e-05,0.249049,0.766663,1.07382e-05,0.212989
922,128.408,1,10.1699,15.712,3.65185,43.5414,34.1014,1.74979,1.86162,2.53342,0.914047,0.265611,9.56864e-05,3.77353e-05,0.244256,0.820591,1.00436e-05,0.212597
923,125.631,1,10.1588,15.712,3.65187,43.2284,35.5817,1.74979,1.84424,2.54987,0.918605,0.266287,0.000101052,3.37515e-05,0.243825,0.80504,1.06919e-05,0.2049
924,138.585,1,10.2418,15.7121,3.65185,43.3626,33.704,1.74979,1.93246,2.47821,0.909898,0.263918,0.000123583,3.87451e-05,0.233328,0.835058,9.68747e-06,0.220042
