simulations,OFV
500,986.604
1000,987.182
1500,986.452
2000,986.178
2500,986.168
3000,986.262
3500,986.359
4000,986.015
4500,986.388
5000,986.612
5500,986.098
6000,986.104
6500,986.212
7000,986.454
7500,986.663
8000,986.788
8500,987.003
9000,986.898
9500,986.884
10000,986.814
10500,986.698
11000,986.861
11500,986.883
12000,986.935
12500,986.925
13000,986.954
13500,986.937
14000,987.008
14500,987.011
15000,986.978
15500,987.067
16000,987.106
16500,987.09
17000,987.012
17500,987.022
18000,986.993
18500,987.044
19000,987.086
19500,987.052
20000,987.064
20500,987
21000,986.815
21500,986.8
22000,986.735
22500,986.705
23000,986.707
23500,986.699
24000,986.68
24500,986.667
25000,986.703
25500,986.715
26000,986.701
26500,986.706
27000,986.712
27500,986.64
28000,986.645
28500,986.66
29000,986.704
29500,986.747
30000,986.744
