time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
4.184,0.0104167,0.0215054,0,0.0638298,All
4.73667,0.0208333,0.0416667,0,0.0860215,All
5.28933,0.0520833,0.0625,0.0160985,0.114583,All
5.842,0.0833333,0.0833333,0.03125,0.145833,All
6.39467,0.114583,0.104167,0.0449438,0.173913,All
6.94733,0.114583,0.135417,0.0689655,0.204301,All
7.5,0.177083,0.157895,0.0923295,0.231174,All
8.05267,0.21875,0.189474,0.114583,0.261117,All
8.60533,0.229167,0.21875,0.144345,0.294108,All
9.158,0.25,0.25,0.170213,0.322917,All
9.71067,0.270833,0.276596,0.196727,0.354167,All
10.2633,0.291667,0.305263,0.224062,0.375,All
10.816,0.3125,0.333333,0.25,0.40625,All
11.3687,0.354167,0.357895,0.27957,0.427083,All
11.9213,0.40625,0.384615,0.301644,0.457447,All
12.474,0.4375,0.40625,0.326201,0.479167,All
13.0267,0.447917,0.427083,0.347826,0.5,All
13.5793,0.458333,0.447917,0.375,0.520833,All
14.132,0.479167,0.46875,0.394339,0.532624,All
14.6847,0.489583,0.489583,0.416199,0.552083,All
15.2373,0.5,0.510417,0.437851,0.572917,All
15.79,0.520833,0.527177,0.456522,0.583333,All
16.3427,0.552083,0.543478,0.473118,0.604167,All
16.8953,0.572917,0.5625,0.489583,0.614583,All
17.448,0.583333,0.580645,0.510417,0.634375,All
18.0007,0.583333,0.59375,0.526882,0.645833,All
18.5533,0.59375,0.610526,0.538894,0.663158,All
19.106,0.614583,0.625,0.554348,0.677083,All
19.6587,0.625,0.641705,0.572917,0.697917,All
20.2113,0.65625,0.65625,0.586957,0.708333,All
20.764,0.666667,0.673684,0.60322,0.726316,All
21.3167,0.666667,0.6875,0.619565,0.739583,All
21.8693,0.6875,0.7,0.634913,0.751404,All
22.422,0.708333,0.715789,0.652174,0.770833,All
22.9747,0.71875,0.729167,0.663158,0.78125,All
23.5273,0.729167,0.739583,0.680851,0.791667,All
24.08,0.739583,0.757895,0.694737,0.810526,All
24.6327,0.739583,0.769231,0.705892,0.822569,All
25.1853,0.75,0.78125,0.72043,0.833333,All
25.738,0.760417,0.791667,0.734043,0.84375,All
26.2907,0.760417,0.802083,0.744681,0.852632,All
26.8433,0.770833,0.8125,0.755556,0.856349,All
27.396,0.78125,0.822917,0.767931,0.864583,All
27.9487,0.78125,0.831579,0.776596,0.875,All
28.5013,0.791667,0.842105,0.784946,0.880421,All
29.054,0.8125,0.845238,0.795699,0.89011,All
29.6067,0.833333,0.854167,0.804348,0.895833,All
30.1593,0.833333,0.863158,0.811806,0.90625,All
30.712,0.84375,0.87234,0.819687,0.916667,All
31.2647,0.864583,0.875,0.827957,0.916667,All
31.8173,0.875,0.885417,0.834249,0.927083,All
32.37,0.875,0.894737,0.842105,0.937171,All
32.9227,0.895833,0.903226,0.847826,0.9375,All
33.4753,0.90625,0.90625,0.853933,0.947643,All
34.028,0.916667,0.914894,0.862613,0.947917,All
34.5807,0.927083,0.916667,0.868132,0.958333,All
35.1333,0.927083,0.926316,0.873684,0.958333,All
35.686,0.958333,0.927083,0.881078,0.968421,All
36.2387,0.958333,0.936842,0.891304,0.96875,All
36.7913,0.96875,0.9375,0.895285,0.96875,All
37.344,0.96875,0.946237,0.902174,0.979167,All
37.8967,0.96875,0.947917,0.903935,0.979167,All
38.4493,0.96875,0.954545,0.9116,0.979167,All
39.002,0.96875,0.957895,0.915342,0.989474,All
39.5547,0.96875,0.958333,0.922222,0.989583,All
40.1073,0.96875,0.958333,0.925132,0.989583,All
40.66,0.96875,0.968085,0.932584,0.989583,All
41.2127,0.96875,0.96875,0.934066,0.989583,All
41.7653,0.96875,0.96875,0.938988,1,All
42.318,0.96875,0.977528,0.944444,1,All
42.8707,0.96875,0.978723,0.945652,1,All
43.4233,0.96875,0.978947,0.947088,1,All
43.976,0.96875,0.979167,0.954284,1,All
44.5287,0.96875,0.979167,0.955556,1,All
45.0813,0.96875,0.988439,0.956044,1,All
45.634,0.96875,0.989011,0.956989,1,All
46.1867,0.979167,0.989247,0.957447,1,All
46.7393,0.979167,0.989474,0.965517,1,All
47.292,0.979167,0.989474,0.966667,1,All
47.8447,0.979167,0.989583,0.967391,1,All
48.3973,0.979167,0.989583,0.967742,1,All
48.95,0.979167,0.989583,0.968085,1,All
49.5027,0.979167,0.989583,0.96875,1,All
50.0553,0.979167,0.989583,0.977011,1,All
50.608,0.979167,1,0.977778,1,All
51.1607,0.979167,1,0.978022,1,All
51.7133,0.989583,1,0.978261,1,All
52.266,0.989583,1,0.978495,1,All
52.8187,0.989583,1,0.978723,1,All
53.3713,0.989583,1,0.978947,1,All
53.924,0.989583,1,0.98773,1,All
54.4767,0.989583,1,0.988372,1,All
55.0293,0.989583,1,0.988764,1,All
55.582,0.989583,1,0.988889,1,All
56.1347,0.989583,1,0.989011,1,All
56.6873,0.989583,1,0.98913,1,All
57.24,0.989583,1,0.989247,1,All
57.7927,0.989583,1,0.989362,1,All
58.3453,0.989583,1,1,1,All
58.898,1,1,1,1,All
