simulations, -2LL
1000,599.829
2000,599.654
3000,599.045
4000,599.053
5000,599.11
6000,599.076
7000,599.227
8000,599.076
9000,598.619
10000,598.62
11000,598.647
12000,598.746
13000,598.878
14000,598.968
15000,598.992
16000,599.052
17000,599.103
18000,599.117
19000,599.183
20000,599.169
21000,599.141
22000,599.187
23000,599.193
24000,599.18
25000,599.212
26000,599.236
27000,599.27
28000,599.235
29000,599.264
30000,599.263
