simulations,OFV
500,949.648
1000,948.867
1500,948.242
2000,948.084
2500,949.133
3000,949.348
3500,948.97
4000,948.821
4500,949.365
5000,949.21
5500,949.224
6000,949.15
6500,948.394
7000,948.582
7500,948.56
8000,948.633
8500,948.89
9000,948.46
9500,948.294
10000,948.16
10500,948.147
11000,948.297
11500,948.314
12000,948.217
12500,948.305
13000,948.36
13500,948.334
14000,948.358
14500,948.352
15000,948.384
15500,948.421
16000,948.486
16500,948.125
17000,948.141
17500,948.228
18000,948.214
18500,948.291
19000,948.304
19500,948.265
20000,948.241
20500,948.132
21000,948.083
21500,948.112
22000,948.173
22500,948.179
23000,947.916
23500,947.857
24000,947.891
24500,947.967
25000,948.03
25500,947.952
26000,947.912
26500,947.894
27000,947.871
27500,947.898
28000,947.984
28500,947.954
29000,948.029
29500,948.08
30000,948.126
