iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1573.01,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1546.52,1,5.6555,36.5007,13.6456,57.9829,0.974679,0.974679,0.974679,0.974679,0.974679,0.974679
3,1526.71,1,5.2334,30.9942,13.7641,71.9638,0.95,0.95,0.95,0.970179,0.95,0.95
4,1524.36,1,4.57188,29.4982,16.0159,86.7768,0.925945,0.925945,0.925945,0.945614,0.925945,0.925945
5,1508.57,1,4.94643,26.9576,15.0653,101.777,0.9025,0.9025,0.9025,0.92167,0.9025,0.9025
6,1498.87,1,4.92555,25.5849,12.9079,95.1636,0.879648,0.879648,0.879648,0.898333,0.879648,0.879648
7,1484.21,1,4.89599,27.912,11.8344,97.4364,0.857375,0.897215,0.887546,0.875587,0.857375,0.857375
8,1465.53,1,4.84854,25.1949,11.2578,82.9785,0.835666,0.874497,0.865073,0.898495,0.835666,0.835666
9,1473.53,1,4.83092,26.3868,10.8015,85.3396,0.814506,0.852354,0.867618,0.919691,0.814506,0.814506
10,1467.54,1,4.64757,27.6641,10.2252,93.5664,0.793882,0.830772,0.968245,0.896404,0.793882,0.793882
11,1451.08,1,4.89701,29.7405,9.12165,103.851,0.773781,0.809736,0.973768,0.873707,0.773781,0.773781
12,1434.38,1,5.0657,28.3164,8.97487,84.2749,0.754188,0.789233,0.949112,0.877301,0.754188,0.754188
13,1431.28,1,4.89083,23.8161,9.38352,103.661,0.735092,0.769249,1.08653,0.855087,0.735092,0.735092
14,1418.34,1,4.66178,27.5505,7.53145,94.4115,0.716479,0.749771,1.10595,0.971688,0.716479,0.716479
15,1400.94,1,4.73942,26.853,7.52539,85.8964,0.698337,0.730787,1.07795,0.99268,0.698337,0.698337
16,1391.6,1,5.06458,28.5927,6.78901,87.2913,0.680655,0.712283,1.05065,0.967545,0.680655,0.680655
17,1379.47,1,4.92405,25.423,6.46161,89.2866,0.66342,0.694247,1.03673,0.943046,0.66342,0.66342
18,1366.55,1,5.12655,26.5521,6.36482,65.4394,0.646622,0.676669,1.01048,1.01782,0.646622,0.646622
19,1357.76,1,4.91621,26.1744,6.37452,68.0281,0.630249,0.659535,1.00399,0.992045,0.630249,0.630249
20,1349.17,1,5.10703,25.8727,5.46935,64.2127,0.614291,0.642835,1.10237,0.966926,0.614291,0.614291
21,1338.2,1,5.31648,26.5266,6.06208,58.0553,0.598737,0.626558,1.07446,0.942442,0.598737,0.598737
22,1319.76,1,5.19852,25.8705,5.3131,67.0527,0.583577,0.610694,1.04725,0.918579,0.583577,0.583577
23,1307.63,1,5.08825,26.1795,4.4512,64.546,0.5688,0.59523,1.02074,0.89532,0.5688,0.5688
24,1297.96,1,4.8921,26.3683,4.73619,69.28,0.554398,0.580159,0.99489,1.04954,0.554398,0.554398
25,1289.29,1,5.02826,26.6068,4.49637,71.8293,0.54036,0.565469,0.969699,1.02296,0.54036,0.54036
26,1281.77,1,4.92948,28.1769,4.52375,88.0674,0.526678,0.551151,0.945145,0.997059,0.526678,0.526678
27,1270.5,1,4.8467,26.6168,5.22865,104.744,0.513342,0.537195,0.921214,0.971813,0.513342,0.513342
28,1254.18,1,5.10112,27.7102,4.79999,97.0708,0.500344,0.523593,0.897888,0.947206,0.500344,0.500344
29,1251.91,1,4.92855,25.8682,4.4687,92.4428,0.487675,0.510336,0.938926,0.923222,0.487675,0.487675
