f_pop,1,0.012919,0.036928,-0.0095446,0.018628,1.4117e-5,0.010241,0.013764,-0.014041,0.018208,-0.0016316,-0.0074992
Cl_pop,0.012919,1,-0.23252,0.25576,-0.27265,0.0064347,-0.018791,0.064054,0.0091548,-0.28978,-0.082679,0.05772
V1_pop,0.036928,-0.23252,1,-0.70954,0.54252,-0.0034738,0.07505,-0.064223,-0.17431,0.59907,0.20556,-0.13869
Q_pop,-0.0095446,0.25576,-0.70954,1,-0.59632,0.013482,-0.074575,0.13075,0.053114,-0.64813,-0.16868,0.095995
V2_pop,0.018628,-0.27265,0.54252,-0.59632,1,-0.010597,0.084378,-0.15542,0.015758,0.68118,0.13784,-0.10363
omega_f,1.4117e-5,0.0064347,-0.0034738,0.013482,-0.010597,1,0.0087248,0.041511,-0.023894,0.0023822,-0.028642,-0.01343
omega_Cl,0.010241,-0.018791,0.07505,-0.074575,0.084378,0.0087248,1,-0.061318,-0.0062326,0.085411,0.013889,-0.018107
omega_V1,0.013764,0.064054,-0.064223,0.13075,-0.15542,0.041511,-0.061318,1,-0.30766,-0.082614,-0.11882,0.07372
omega_Q,-0.014041,0.0091548,-0.17431,0.053114,0.015758,-0.023894,-0.0062326,-0.30766,1,-0.10804,-0.082667,0.0030271
omega_V2,0.018208,-0.28978,0.59907,-0.64813,0.68118,0.0023822,0.085411,-0.082614,-0.10804,1,0.11376,-0.096661
a1,-0.0016316,-0.082679,0.20556,-0.16868,0.13784,-0.028642,0.013889,-0.11882,-0.082667,0.11376,1,-0.2066
a2,-0.0074992,0.05772,-0.13869,0.095995,-0.10363,-0.01343,-0.018107,0.07372,0.0030271,-0.096661,-0.2066,1
