f_pop,0.0028954,0.00053592,0.00855,-0.0020726,0.017297,3.2981e-8,2.9087e-5,4.1146e-5,-0.00014852,0.00038927,-1.6795e-5,-9.0872e-5
Cl_pop,0.00053592,0.59438,-0.77135,0.79576,-3.6274,0.00021538,-0.00076468,0.0027434,0.0013875,-0.08876,-0.012194,0.010021
V1_pop,0.00855,-0.77135,18.514,-12.321,40.283,-0.00064896,0.017045,-0.015352,-0.14744,1.0241,0.1692,-0.13439
Q_pop,-0.0020726,0.79576,-12.321,16.287,-41.528,0.0023623,-0.015886,0.029314,0.042138,-1.0392,-0.13022,0.087243
V2_pop,0.017297,-3.6274,40.283,-41.528,297.79,-0.0079398,0.076858,-0.149,0.053455,4.6702,0.45502,-0.4027
omega_f,3.2981e-8,0.00021538,-0.00064896,0.0023623,-0.0079398,0.001885,1.9995e-5,0.00010012,-0.00020393,4.1091e-5,-0.00023789,-0.00013131
omega_Cl,2.9087e-5,-0.00076468,0.017045,-0.015886,0.076858,1.9995e-5,0.0027862,-0.00017981,-6.4673e-5,0.0017912,0.00014025,-0.00021523
omega_V1,4.1146e-5,0.0027434,-0.015352,0.029314,-0.149,0.00010012,-0.00017981,0.0030863,-0.0033599,-0.0018235,-0.0012628,0.00092229
omega_Q,-0.00014852,0.0013875,-0.14744,0.042138,0.053455,-0.00020393,-6.4673e-5,-0.0033599,0.038644,-0.0084384,-0.0031088,0.00013401
omega_V2,0.00038927,-0.08876,1.0241,-1.0392,4.6702,4.1091e-5,0.0017912,-0.0018235,-0.0084384,0.15785,0.0086459,-0.0086484
a1,-1.6795e-5,-0.012194,0.1692,-0.13022,0.45502,-0.00023789,0.00014025,-0.0012628,-0.0031088,0.0086459,0.036595,-0.0089004
a2,-9.0872e-5,0.010021,-0.13439,0.087243,-0.4027,-0.00013131,-0.00021523,0.00092229,0.00013401,-0.0086484,-0.0089004,0.050714
