time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,-0.356973,1,-0.450013,1,-0.365898,7.66186,0.0271446,4.14061,-0.517279,7.66186,0.00188574,All
1.05006,-0.346806,1.05006,-0.434355,1.05006,-0.355558,7.90715,-0.055808,4.36259,-0.373418,7.90715,-0.0577856,All
1.10263,-0.336129,1.10263,-0.417913,1.10263,-0.3447,8.1603,-0.08369,4.59648,-0.221845,8.1603,-0.0783967,All
1.15782,-0.324917,1.15782,-0.400647,1.15782,-0.333299,8.24936,-0.0879811,4.8429,-0.099203,8.24936,-0.0817338,All
1.21,-0.314319,1.21,-0.384327,1.21,-0.322521,8.42155,-0.093249,5.10254,0.00896619,8.42155,-0.0860406,All
1.21578,-0.313145,1.21578,-0.382518,1.21578,-0.321327,8.69117,-0.0752963,5.1853,0.0358326,8.69117,-0.0742578,All
1.27664,-0.300783,1.27664,-0.363481,1.27664,-0.308755,8.83685,-0.0649974,5.37609,0.0977684,8.83685,-0.0675128,All
1.34055,-0.287802,1.34055,-0.343491,1.34055,-0.295555,8.96941,-0.0571644,5.66431,0.164786,8.96941,-0.0624953,All
1.40766,-0.274172,1.40766,-0.3225,1.40766,-0.281693,9.25657,-0.0437416,5.96798,0.214079,9.25657,-0.0541941,All
1.42,-0.271665,1.42,-0.31864,1.42,-0.279144,9.42434,-0.0385075,6.22999,0.241125,9.42434,-0.0512332,All
1.47813,-0.259859,1.47813,-0.300458,1.47813,-0.267138,9.55291,-0.0367579,6.28793,0.245276,9.55291,-0.0505905,All
1.55212,-0.24483,1.55212,-0.277313,1.55212,-0.251854,9.85875,-0.0380123,6.62504,0.251491,9.85875,-0.052957,All
1.62982,-0.243442,1.62982,-0.277283,1.62982,-0.249935,10.0118,-0.0386402,6.98021,0.247876,10.0118,-0.0541416,All
1.63,-0.243462,1.63,-0.27732,1.63,-0.249952,10.1744,-0.0393068,7.27467,0.231871,10.1744,-0.0553993,All
1.71141,-0.252134,1.71141,-0.294364,1.71141,-0.257881,10.5001,-0.0426983,7.35443,0.226513,10.5001,-0.0593748,All
1.79708,-0.261261,1.79708,-0.3123,1.79708,-0.266226,10.5993,-0.0450753,7.74871,0.195358,10.5993,-0.0615371,All
1.84,-0.265833,1.84,-0.321286,1.84,-0.270406,10.8363,-0.0513774,8.16413,0.161829,10.8363,-0.0671001,All
1.88704,-0.270844,1.88704,-0.331135,1.88704,-0.274988,11.1832,-0.0608618,8.31936,0.150731,11.1832,-0.0753779,All
