iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1492.74,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1475.05,1,4.84493,29.8927,8.03106,36.8748,0.974679,0.974679,1.05003,0.974679,0.998761,0.974679,0.974679
3,1470.66,1,4.77489,30.3555,7.53929,37.7583,0.95,0.95,1.02345,0.95,0.998761,0.95,0.95
4,1453.29,1,4.58598,28.4266,8.44473,35.2044,0.925945,0.925945,1.03707,0.925945,0.998761,0.925945,0.925945
5,1449.96,1,4.30277,32.2627,7.63085,39.5606,0.9025,0.9025,1.08283,0.9025,0.998761,0.9025,0.9025
6,1440.91,1,4.14036,31.1471,8.26698,38.2979,0.879648,0.879648,1.05541,0.879648,0.998761,0.879648,0.879648
7,1429.12,1,4.38251,31.9354,9.04428,39.2706,0.857375,0.857375,1.02869,0.857375,0.998761,0.857375,0.857375
8,1408.79,1,4.49462,31.5523,9.25053,38.5356,0.835666,0.835666,1.00264,0.835666,0.998761,0.835666,0.835666
9,1406.45,1,4.6816,35.1125,8.94746,42.8486,0.814506,0.814506,1.02181,0.814506,0.998761,0.814506,0.814506
10,1384.07,1,4.89385,31.327,7.70164,37.9929,0.793882,0.793882,0.995938,0.793882,0.998761,0.793882,0.793882
11,1369.01,1,5.09456,33.9436,7.08939,41.226,0.773781,0.773781,0.97072,0.773781,0.998761,0.773781,0.773781
12,1358,1,4.90937,32.6737,6.19325,39.5377,0.754188,0.754188,0.965655,0.754188,0.998761,0.754188,0.754188
13,1362.14,1,4.89621,33.8579,6.91278,40.5997,0.735092,0.735092,1.05394,0.735092,0.998761,0.735092,0.735092
14,1347.03,1,4.79551,30.7293,6.81168,37.0233,0.716479,0.716479,1.0753,0.716479,0.998761,0.716479,0.716479
15,1331.96,1,4.92926,32.5647,7.45011,39.4908,0.698337,0.698337,1.04808,0.698337,0.998761,0.698337,0.698337
16,1324.1,1,4.85586,30.3555,7.81492,36.8705,0.680655,0.680655,1.02154,0.680655,0.998761,0.680655,0.680655
17,1307.38,1,4.64998,32.3469,6.44704,39.4622,0.66342,0.66342,0.995672,0.66342,0.998761,0.66342,0.66342
18,1298.58,1,4.86394,32.7625,6.48454,39.8052,0.646622,0.646622,0.970461,0.646622,0.998761,0.646622,0.646622
19,1280.98,1,4.94887,28.0281,6.71615,33.6412,0.630249,0.630249,0.979008,0.630249,0.998761,0.630249,0.630249
20,1276.61,1,4.89871,26.5589,6.71506,32.0002,0.614291,0.614291,0.954219,0.614291,0.998761,0.614291,0.614291
21,1262.95,1,5.03269,24.6107,8.61023,29.7704,0.598737,0.598737,0.930058,0.598737,0.998761,0.598737,0.598737
