simulations, -2LL
1000,596.923
2000,596.205
3000,595.871
4000,596.071
5000,596.036
6000,596.019
7000,596.082
8000,596.017
9000,595.567
10000,595.593
11000,595.583
12000,595.627
13000,595.736
14000,595.782
15000,595.804
16000,595.905
17000,595.977
18000,596.014
19000,596.06
20000,596.059
21000,596.037
22000,596.095
23000,596.081
24000,596.074
25000,596.086
26000,596.126
27000,596.145
28000,596.087
29000,596.095
30000,596.049
