simulations,OFV
500,1039.08
1000,1037.23
1500,1036.5
2000,1037.35
2500,1038.44
3000,1038.81
3500,1038.83
4000,1038.91
4500,1039.4
5000,1039.46
5500,1039.61
6000,1039.72
6500,1039.52
7000,1039.28
7500,1039.48
8000,1039.61
8500,1039.85
9000,1039.62
9500,1039.35
10000,1039.06
10500,1037.98
11000,1038.13
11500,1038.21
12000,1038.18
12500,1038.27
13000,1038.16
13500,1038.22
14000,1038.28
14500,1037.13
15000,1037.12
15500,1037.16
16000,1037.21
16500,1037.13
17000,1037.13
17500,1037.13
18000,1037.16
18500,1037.3
19000,1037.36
19500,1037.41
20000,1037.33
20500,1037.38
21000,1037.19
21500,1037.26
22000,1037.08
22500,1037.08
23000,1036.93
23500,1036.94
24000,1036.98
24500,1036.98
25000,1037.07
25500,1037.09
26000,1037.08
26500,1037.05
27000,1037.08
27500,1037.08
28000,1037.16
28500,1037.21
29000,1037.26
29500,1037.32
30000,1037.36
