iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1494.82,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1473.02,1,5.11478,27.7488,8.22897,34.2512,0.974679,0.974679,1.02325,0.974679,0.998761,0.974679,0.974679
3,1471.64,1,5.19968,28.1035,7.87202,34.8929,0.95,0.95,1.08464,0.95,0.998761,0.95,0.95
4,1456.89,1,4.94526,26.8162,8.90804,33.1777,0.925945,0.925945,1.07978,0.925945,0.998761,0.925945,0.925945
5,1448.69,1,4.88514,27.7588,6.90619,34.3867,0.9025,0.9025,1.07718,0.9025,0.998761,0.9025,0.9025
6,1441.53,1,4.82301,29.7562,6.67403,36.9035,0.879648,0.879648,1.10077,0.879648,0.998761,0.879648,0.879648
7,1429.47,1,4.99755,28.5786,6.69804,35.2517,0.857375,0.857375,1.0729,0.857375,0.998761,0.857375,0.857375
8,1408.04,1,4.87111,32.1455,6.82141,39.3997,0.835666,0.835666,1.04574,0.835666,0.998761,0.835666,0.835666
9,1405.84,1,4.90073,36.5858,6.37679,44.8829,0.814506,0.814506,1.12278,0.814506,0.998761,0.814506,0.814506
10,1390.16,1,5.11163,34.3606,5.65905,41.9493,0.793882,0.793882,1.13018,0.793882,0.998761,0.793882,0.793882
11,1383.26,1,5.31852,34.8568,4.72533,42.2474,0.773781,0.773781,1.10156,0.773781,0.998761,0.773781,0.773781
12,1356.06,1,5.20087,31.684,4.63754,38.4459,0.754188,0.754188,1.07367,0.754188,0.998761,0.754188,0.754188
13,1356.65,1,4.95148,34.8632,5.12698,42.3177,0.735092,0.735092,1.11084,0.735092,0.998761,0.735092,0.735092
14,1343.45,1,5.0877,29.3318,5.24063,35.8284,0.716479,0.716479,1.1799,0.716479,0.998761,0.716479,0.716479
15,1326.57,1,5.03578,30.0398,5.89473,36.8797,0.698337,0.698337,1.16736,0.698337,0.998761,0.698337,0.698337
16,1328.92,1,4.99722,27.0312,5.96328,33.1035,0.680655,0.680655,1.28313,0.680655,0.998761,0.680655,0.680655
17,1317.01,1,5.0746,27.184,4.88046,33.3805,0.66342,0.66342,1.34529,0.66342,0.998761,0.66342,0.66342
18,1304.35,1,5.2935,30.152,5.65773,37.1012,0.646622,0.646622,1.31123,0.646622,0.998761,0.646622,0.646622
19,1297.42,1,5.39386,29.3732,6.05343,35.7362,0.630249,0.630249,1.50484,0.630249,0.998761,0.630249,0.630249
20,1285.89,1,5.31898,27.241,6.6676,33.1459,0.614291,0.614291,1.46673,0.614291,0.998761,0.614291,0.614291
21,1272.2,1,5.33331,25.8498,6.62601,31.6134,0.598737,0.598737,1.44058,0.598737,0.998761,0.598737,0.598737
22,1260.66,1,5.33552,28.2597,6.14377,34.749,0.583577,0.583577,1.40411,0.583577,0.998761,0.583577,0.583577
23,1255.11,1,5.29103,28.4946,5.28354,35.2048,0.5688,0.5688,1.42967,0.5688,0.998761,0.5688,0.5688
24,1231.24,1,5.25038,30.5131,3.45585,37.5613,0.554398,0.554398,1.39347,0.554398,0.998761,0.554398,0.554398
25,1225.64,1,5.29566,28.9889,3.62395,35.4972,0.54036,0.54036,1.35819,0.54036,0.998761,0.54036,0.54036
26,1219.21,1,5.45281,32.339,5.01662,39.6266,0.526678,0.526678,1.38258,0.526678,0.998761,0.526678,0.526678
27,1216.83,1,5.42214,32.8834,6.87484,40.2231,0.513342,0.513342,1.41286,0.513342,0.998761,0.513342,0.513342
28,1187.79,1,5.49951,32.128,7.53854,38.9936,0.500344,0.500344,1.37708,0.500344,0.998761,0.500344,0.500344
29,1183.45,1,5.6008,29.4005,6.54641,35.4954,0.487675,0.487675,1.34221,0.487675,0.998761,0.487675,0.487675
30,1164.31,1,5.43242,28.4472,6.51257,34.2089,0.475327,0.475327,1.30823,0.475327,0.998761,0.475327,0.475327
31,1155.07,1,5.31714,28.6778,7.15085,34.3052,0.463291,0.463291,1.2751,0.463291,0.998761,0.463291,0.463291
32,1146.6,1,5.31811,27.532,6.06317,32.9131,0.45156,0.45156,1.24282,0.45156,0.998761,0.45156,0.45156
33,1132.68,1,5.33152,26.1255,7.1076,31.2165,0.440127,0.440127,1.21135,0.440127,0.998761,0.440127,0.440127
34,1116.42,1,5.27543,25.2923,7.20633,30.2097,0.428982,0.428982,1.18068,0.428982,0.998761,0.428982,0.428982
35,1109.62,1,5.18186,23.9409,7.82174,28.5917,0.41812,0.41812,1.15078,0.41812,0.998761,0.41812,0.41812
36,1101.87,1,5.35224,25.6414,8.27478,30.6852,0.407533,0.407533,1.12164,0.407533,0.998761,0.407533,0.407533
37,1091.94,1,5.34628,24.7352,7.23863,29.5783,0.397214,0.397214,1.09324,0.397214,0.998761,0.397214,0.397214
38,1074.72,1,5.3044,26.4497,6.96263,31.6386,0.387157,0.387157,1.06556,0.387157,0.998761,0.387157,0.387157
39,1061.98,1,5.41105,24.7934,7.65513,29.6782,0.377354,0.377354,1.03858,0.377354,0.998761,0.377354,0.377354
40,1053.79,1,5.46082,25.5624,7.24739,30.555,0.367799,0.367799,1.01228,0.367799,0.998761,0.367799,0.367799
41,1044.67,1,5.50977,24.7815,8.54497,29.6857,0.358486,0.358486,0.986651,0.358486,0.998761,0.358486,0.358486
