simulations, -2LL
1000,597.107
2000,595.429
3000,595.232
4000,595.19
5000,595.203
6000,595.348
7000,595.393
8000,595.425
9000,595.373
10000,595.316
11000,595.337
12000,595.301
13000,595.389
14000,595.459
15000,595.46
16000,595.488
17000,595.565
18000,595.573
19000,595.626
20000,595.575
21000,595.516
22000,595.517
23000,595.502
24000,595.434
25000,595.445
26000,595.476
27000,595.509
28000,595.484
29000,595.495
30000,595.522
