Cl_pop,0.089884,0.0083726,-0.029001,0.035921,-0.046084,-6.8513e-5,0.00012401,1.2007e-6,0.0014873,5.106e-5,-4.1756e-5,-6.5686e-6
beta_Cl_logtCLCRMLMIN,0.0083726,0.060695,0.0082607,-0.0057542,0.007192,0.00015868,-0.00013848,4.0675e-6,-0.00049577,-1.5154e-6,6.413e-5,-1.4971e-5
V1_pop,-0.029001,0.0082607,4,-1.8596,6.1731,-0.0017279,-0.0064078,0.00015398,-0.12581,0.0012087,-0.0010308,0.0021144
Q_pop,0.035921,-0.0057542,-1.8596,4.0313,-2.8411,0.0020479,0.0066687,-0.0001802,0.11745,0.0028448,0.00048106,-0.0019032
V2_pop,-0.046084,0.007192,6.1731,-2.8411,9.8654,-0.0029582,-0.0078695,-0.00020547,-0.19385,0.003732,-0.0016314,0.0033919
omega_Cl,-6.8513e-5,0.00015868,-0.0017279,0.0020479,-0.0029582,0.0016664,-3.6362e-5,-8.2336e-7,0.0001755,-3.0694e-5,1.83e-5,-7.9186e-6
omega_V1,0.00012401,-0.00013848,-0.0064078,0.0066687,-0.0078695,-3.6362e-5,0.0037291,3.4706e-5,-0.0003543,0.0037517,3.8874e-5,-6.1627e-5
corr_V2_V1,1.2007e-6,4.0675e-6,0.00015398,-0.0001802,-0.00020547,-8.2336e-7,3.4706e-5,3.1737e-6,-7.105e-6,2.9154e-5,-1.1665e-7,-6.9841e-7
omega_Q,0.0014873,-0.00049577,-0.12581,0.11745,-0.19385,0.0001755,-0.0003543,-7.105e-6,0.041121,-0.0010171,5.3595e-6,-0.00013516
omega_V2,5.106e-5,-1.5154e-6,0.0012087,0.0028448,0.003732,-3.0694e-5,0.0037517,2.9154e-5,-0.0010171,0.0041415,4.7859e-5,-5.8685e-5
a1,-4.1756e-5,6.413e-5,-0.0010308,0.00048106,-0.0016314,1.83e-5,3.8874e-5,-1.1665e-7,5.3595e-6,4.7859e-5,0.00052546,-1.3111e-5
a2,-6.5686e-6,-1.4971e-5,0.0021144,-0.0019032,0.0033919,-7.9186e-6,-6.1627e-5,-6.9841e-7,-0.00013516,-5.8685e-5,-1.3111e-5,4.0165e-5
