simulations,OFV
500,976.759
1000,978.229
1500,979.49
2000,981.122
2500,981.87
3000,982.806
3500,982.748
4000,982.618
4500,983.278
5000,983.673
5500,983.553
6000,983.121
6500,982.949
7000,983.287
7500,983.216
8000,983.074
8500,982.993
9000,982.66
9500,982.534
10000,982.287
10500,982.406
11000,982.011
11500,982.186
12000,982.076
12500,982.202
13000,982.176
13500,982.115
14000,982.156
14500,981.894
15000,981.392
15500,981.316
16000,981.371
16500,981.376
17000,981.533
17500,981.416
18000,981.487
18500,981.493
19000,981.574
19500,981.614
20000,981.599
20500,981.305
21000,981.246
21500,981.191
22000,981.16
22500,981.257
23000,981.253
23500,981.005
24000,981.107
24500,981.217
25000,981.114
25500,980.926
26000,980.948
26500,980.998
27000,981.094
27500,981.142
28000,981.264
28500,981.262
29000,981.226
29500,981.146
30000,981.185
