simulations,OFV
500,1174
1000,1173.33
1500,1172.86
2000,1172.99
2500,1172.94
3000,1173.39
3500,1173.39
4000,1173.22
4500,1173.38
5000,1173.35
5500,1173.45
6000,1173.38
6500,1173.44
7000,1173.61
7500,1173.7
8000,1173.66
8500,1173.71
9000,1173.58
9500,1173.56
10000,1173.56
10500,1173.51
11000,1173.59
11500,1173.55
12000,1173.53
12500,1173.51
13000,1173.53
13500,1173.6
14000,1173.61
14500,1173.56
15000,1173.58
15500,1173.62
16000,1173.61
16500,1173.57
17000,1173.47
17500,1173.48
18000,1173.41
18500,1173.48
19000,1173.48
19500,1173.43
20000,1173.44
20500,1173.44
21000,1173.33
21500,1173.28
22000,1173.28
22500,1173.25
23000,1173.22
23500,1173.22
24000,1173.2
24500,1173.22
25000,1173.23
25500,1173.24
26000,1173.22
26500,1173.22
27000,1173.2
27500,1173.18
28000,1173.22
28500,1173.2
29000,1173.2
29500,1173.21
30000,1173.21
