time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.118786,1,0.0429548,1,0.0118076,7.73007,-0.164973,3.99212,0.116794,7.73007,-0.10754,All
1.05006,0.110137,1.05006,0.0383747,1.05006,0.00761531,7.97564,-0.144939,4.20294,0.0873624,7.97564,-0.0852647,All
1.10263,0.101055,1.10263,0.0335654,1.10263,0.00321311,8.22901,-0.134552,4.4249,0.0563769,8.22901,-0.0776385,All
1.15782,0.0915187,1.15782,0.0285153,1.15782,-0.00140946,8.31391,-0.131717,4.65858,0.026623,8.31391,-0.0760366,All
1.21,0.082504,1.21,0.0237415,1.21,-0.00577918,8.49043,-0.12754,4.90459,0.00548318,8.49043,-0.075157,All
1.21578,0.081505,1.21578,0.0232125,1.21578,-0.00626343,8.76015,-0.124324,4.95874,0.000830324,8.76015,-0.0781074,All
1.27664,0.07099,1.27664,0.0176441,1.27664,-0.0113604,8.89774,-0.122579,5.1636,-0.0147635,8.89774,-0.0790329,All
1.34055,0.0599486,1.34055,0.011797,1.34055,-0.0167125,9.03844,-0.120772,5.43629,-0.0276115,9.03844,-0.0799243,All
1.40766,0.0483545,1.40766,0.00565726,1.40766,-0.0223325,9.32557,-0.115709,5.72338,-0.035544,9.32557,-0.0781683,All
1.42,0.0462225,1.42,0.00452823,1.42,-0.023366,9.48157,-0.112752,5.92536,-0.0385581,9.48157,-0.0766757,All
1.47813,0.03618,1.47813,-0.000789885,1.47813,-0.0282339,9.62182,-0.110092,6.02563,-0.0398638,9.62182,-0.0753339,All
1.55212,0.023396,1.55212,-0.00755977,1.55212,-0.0344307,9.92749,-0.104297,6.34384,-0.0384278,9.92749,-0.0724093,All
1.62982,0.0183784,1.62982,-0.0180716,1.62982,-0.0389709,10.0654,-0.101682,6.67885,-0.0312604,10.0654,-0.0710897,All
1.63,0.0183799,1.63,-0.0181013,1.63,-0.0389783,10.2429,-0.0983174,6.89198,-0.0267007,10.2429,-0.0693919,All
1.71141,0.0190364,1.71141,-0.0315089,1.71141,-0.0423516,10.5683,-0.0919334,7.03156,-0.023327,10.5683,-0.0649642,All
1.79708,0.0197273,1.79708,-0.0456189,1.79708,-0.0459016,10.6492,-0.0903421,7.40289,-0.0110418,10.6492,-0.0637053,All
1.84,0.0200734,1.84,-0.0526876,1.84,-0.0476801,10.904,-0.0857016,7.79383,0.00247687,10.904,-0.0599819,All
1.88704,0.0204528,1.88704,-0.0604352,1.88704,-0.0496293,11.2331,-0.0802843,7.8586,0.00469472,11.2331,-0.0556328,All
1.98151,0.0212146,1.98151,-0.0759932,1.98151,-0.0535436,11.2504,-0.0800762,8.20542,0.0154553,11.2504,-0.0554654,All
2.05,0.0212104,2.05,-0.0757999,2.05,-0.0536225,11.6078,-0.0757793,8.63874,0.0256572,11.6078,-0.0520089,All
2.0807,0.0211163,2.0807,-0.073811,2.0807,-0.0532005,11.8169,-0.0732651,8.82522,0.0287408,11.8169,-0.0499864,All
2.18486,0.0207971,2.18486,-0.0670631,2.18486,-0.0517685,11.9765,-0.0713459,9.09495,0.0317371,11.9765,-0.0484425,All
2.26,0.0205667,2.26,-0.0621951,2.26,-0.0507355,12.357,-0.0667717,9.57525,0.0343426,12.357,-0.0447629,All
2.29423,0.0204618,2.29423,-0.0599774,2.29423,-0.0502649,12.4007,-0.0662459,9.79184,0.035324,12.4007,-0.0443399,All
