parameter,value
Cl_pop,10.5590694802705
beta_Cl_logtCLCRMLMIN,0.644891867786484
beta_Cl_logtWTKG,0.770108270481584
V1_pop,42.5387930964638
beta_V1_logtPROGDL,-0.451577089610527
Q_pop,20.427831637151
beta_Q_ANTU_2,-0.786166725432453
beta_Q_logtAGEA,1.24123301463944
beta_Q_logtSCRMGDL,-0.709227960747643
V2_pop,52.8129829230327
beta_V2_logtHCM,1.17491713369153
omega_Cl,0.176631792399262
omega_V1,0.246138552148014
omega_Q,0.0200751925227316
omega_V2,0.195970968441061
corr_V2_V1,0.998956368141868
a1,0.307067520806701
a2,0.0608434786995779
