Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_bias_abscissa,Cl_vs_bias_spline,Cl_vs_bias_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_bias_abscissa,Q_vs_bias_spline,Q_vs_bias_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_bias_abscissa,V1_vs_bias_spline,V1_vs_bias_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_bias_abscissa,V2_vs_bias_spline,V2_vs_bias_regression,bias_vs_Cl_abscissa,bias_vs_Cl_spline,bias_vs_Cl_regression,bias_vs_Q_abscissa,bias_vs_Q_spline,bias_vs_Q_regression,bias_vs_V1_abscissa,bias_vs_V1_spline,bias_vs_V1_regression,bias_vs_V2_abscissa,bias_vs_V2_spline,bias_vs_V2_regression
-0.799543,0.119078,0.108721,-0.486171,-0.153305,-0.148968,-0.698902,-0.164418,-0.143506,-2.13137,0.0516361,0.0517404,-0.369886,0.0363209,0.159427,-0.486171,-0.098363,-0.149097,-0.698902,-0.0598314,-0.141077,-2.13137,-0.112082,-0.109795,-0.369886,-0.155049,-0.167074,-0.799543,-0.0864803,-0.0995268,-0.698902,-0.458115,-0.467271,-2.13137,0.0394769,0.0125591,-0.369886,-0.241365,-0.251921,-0.799543,-0.128927,-0.150222,-0.486171,-0.723761,-0.71566,-2.13137,0.0694436,0.0315833,-0.369886,1.15478,0.751939,-0.799543,-0.951981,-1.0621,-0.486171,0.00189345,0.152178,-0.698902,0.474602,0.347606
-0.785513,0.113365,0.106785,-0.474365,-0.157261,-0.14533,-0.682239,-0.170319,-0.140024,-2.06522,0.0518925,0.0500813,-0.361641,0.0251701,0.155621,-0.474365,-0.0798051,-0.145732,-0.682239,-0.0397136,-0.137929,-2.06522,-0.111508,-0.106638,-0.361641,-0.158468,-0.163412,-0.785513,-0.0927144,-0.0978047,-0.682239,-0.445275,-0.456,-2.06522,0.0477816,0.0120673,-0.361641,-0.247679,-0.246578,-0.785513,-0.138185,-0.147766,-0.474365,-0.707812,-0.69848,-2.06522,0.0816122,0.0301782,-0.361641,1.20673,0.733656,-0.785513,-0.92923,-1.04441,-0.474365,0.103189,0.146793,-0.682239,0.598307,0.337513
-0.771482,0.107653,0.10485,-0.462559,-0.161218,-0.141692,-0.665576,-0.176221,-0.136542,-1.99907,0.0521489,0.0484222,-0.353396,0.0140193,0.151814,-0.462559,-0.0612472,-0.142367,-0.665576,-0.0195957,-0.13478,-1.99907,-0.110934,-0.103481,-0.353396,-0.161886,-0.15975,-0.771482,-0.0989486,-0.0960826,-0.665576,-0.432435,-0.444729,-1.99907,0.0560864,0.0115754,-0.353396,-0.253993,-0.241235,-0.771482,-0.147443,-0.145309,-0.462559,-0.691864,-0.6813,-1.99907,0.0937808,0.0287732,-0.353396,1.25869,0.715372,-0.771482,-0.90648,-1.02672,-0.462559,0.204484,0.141408,-0.665576,0.722011,0.327421
-0.757452,0.10194,0.102915,-0.450753,-0.165174,-0.138053,-0.648914,-0.182122,-0.133059,-1.93293,0.0524052,0.0467632,-0.345151,0.00286844,0.148008,-0.450753,-0.0426894,-0.139003,-0.648914,0.000522128,-0.131632,-1.93293,-0.110361,-0.100324,-0.345151,-0.165305,-0.156087,-0.757452,-0.105183,-0.0943605,-0.648914,-0.419594,-0.433457,-1.93293,0.0643912,0.0110836,-0.345151,-0.260306,-0.235893,-0.757452,-0.156701,-0.142853,-0.450753,-0.675915,-0.66412,-1.93293,0.105949,0.0273681,-0.345151,1.31064,0.697089,-0.757452,-0.88373,-1.00903,-0.450753,0.305779,0.136024,-0.648914,0.845716,0.317329
-0.743422,0.0962276,0.100979,-0.438947,-0.169131,-0.134415,-0.632251,-0.188023,-0.129577,-1.86678,0.0526616,0.0451041,-0.336906,-0.00828237,0.144202,-0.438947,-0.0241315,-0.135638,-0.632251,0.02064,-0.128483,-1.86678,-0.109787,-0.0971669,-0.336906,-0.168724,-0.152425,-0.743422,-0.111417,-0.0926384,-0.632251,-0.406754,-0.422186,-1.86678,0.0726959,0.0105917,-0.336906,-0.26662,-0.23055,-0.743422,-0.165959,-0.140397,-0.438947,-0.659967,-0.64694,-1.86678,0.118118,0.025963,-0.336906,1.3626,0.678805,-0.743422,-0.86098,-0.991344,-0.438947,0.407074,0.130639,-0.632251,0.96942,0.307237
-0.729391,0.0905151,0.0990441,-0.42714,-0.173088,-0.130777,-0.615589,-0.193924,-0.126095,-1.80063,0.052918,0.043445,-0.328661,-0.0194332,0.140395,-0.42714,-0.00557366,-0.132273,-0.615589,0.0407578,-0.125335,-1.80063,-0.109213,-0.0940098,-0.328661,-0.172143,-0.148763,-0.729391,-0.117651,-0.0909163,-0.615589,-0.393914,-0.410915,-1.80063,0.0810007,0.0100999,-0.328661,-0.272933,-0.225207,-0.729391,-0.175217,-0.137941,-0.42714,-0.644018,-0.62976,-1.80063,0.130287,0.024558,-0.328661,1.41455,0.660522,-0.729391,-0.838229,-0.973654,-0.42714,0.508369,0.125254,-0.615589,1.09312,0.297144
-0.715361,0.0848026,0.0971088,-0.415334,-0.177044,-0.127139,-0.598926,-0.199825,-0.122613,-1.73448,0.0531744,0.0417859,-0.320416,-0.030584,0.136589,-0.415334,0.0129842,-0.128908,-0.598926,0.0608756,-0.122186,-1.73448,-0.108639,-0.0908528,-0.320416,-0.175562,-0.145101,-0.715361,-0.123885,-0.0891942,-0.598926,-0.381074,-0.399643,-1.73448,0.0893055,0.00960806,-0.320416,-0.279247,-0.219865,-0.715361,-0.184475,-0.135485,-0.415334,-0.62807,-0.61258,-1.73448,0.142455,0.0231529,-0.320416,1.46651,0.642238,-0.715361,-0.815479,-0.955964,-0.415334,0.609664,0.11987,-0.598926,1.21683,0.287052
-0.70133,0.0790901,0.0951734,-0.403528,-0.181001,-0.123501,-0.582263,-0.20552,-0.11913,-1.66833,0.0533476,0.0401268,-0.312172,-0.0335226,0.132783,-0.403528,0.0315421,-0.125544,-0.582263,0.0805772,-0.119038,-1.66833,-0.10794,-0.0876957,-0.312172,-0.175307,-0.141439,-0.70133,-0.130119,-0.087472,-0.582263,-0.368274,-0.388372,-1.66833,0.0970737,0.00911622,-0.312172,-0.279213,-0.214522,-0.70133,-0.193733,-0.133029,-0.403528,-0.612121,-0.5954,-1.66833,0.153817,0.0217478,-0.312172,1.46507,0.623955,-0.70133,-0.792729,-0.938274,-0.403528,0.710959,0.114485,-0.582263,1.33776,0.27696
-0.6873,0.0733776,0.0932381,-0.391722,-0.184958,-0.119862,-0.565601,-0.201605,-0.115648,-1.60218,0.0527129,0.0384677,-0.303927,-0.0317451,0.128977,-0.391722,0.0500999,-0.122179,-0.565601,0.0809004,-0.11589,-1.60218,-0.106018,-0.0845386,-0.303927,-0.172942,-0.137776,-0.6873,-0.136354,-0.0857499,-0.565601,-0.357341,-0.3771,-1.60218,0.0996357,0.00862438,-0.303927,-0.275534,-0.209179,-0.6873,-0.202991,-0.130573,-0.391722,-0.596173,-0.57822,-1.60218,0.157345,0.0203428,-0.303927,1.43297,0.605671,-0.6873,-0.769979,-0.920584,-0.391722,0.812254,0.1091,-0.565601,1.32955,0.266868
-0.673269,0.0676651,0.0913028,-0.379916,-0.188914,-0.116224,-0.548938,-0.19769,-0.112166,-1.53604,0.0520783,0.0368086,-0.295682,-0.0299677,0.12517,-0.379916,0.0686578,-0.118814,-0.548938,0.0812235,-0.112741,-1.53604,-0.104096,-0.0813815,-0.295682,-0.170578,-0.134114,-0.673269,-0.142588,-0.0840278,-0.548938,-0.346408,-0.365829,-1.53604,0.102198,0.00813255,-0.295682,-0.271855,-0.203837,-0.673269,-0.212249,-0.128117,-0.379916,-0.580224,-0.56104,-1.53604,0.160874,0.0189377,-0.295682,1.40087,0.587388,-0.673269,-0.747228,-0.902893,-0.379916,0.91355,0.103716,-0.548938,1.32133,0.256775
-0.659239,0.0619526,0.0893674,-0.36811,-0.192871,-0.112586,-0.532275,-0.193775,-0.108684,-1.46989,0.0514436,0.0351495,-0.287437,-0.0281902,0.121364,-0.36811,0.0872157,-0.115449,-0.532275,0.0815467,-0.109593,-1.46989,-0.102175,-0.0782245,-0.287437,-0.168213,-0.130452,-0.659239,-0.148822,-0.0823057,-0.532275,-0.335476,-0.354558,-1.46989,0.10476,0.00764071,-0.287437,-0.268176,-0.198494,-0.659239,-0.221507,-0.12566,-0.36811,-0.564276,-0.54386,-1.46989,0.164403,0.0175326,-0.287437,1.36877,0.569104,-0.659239,-0.724478,-0.885203,-0.36811,1.01484,0.098331,-0.532275,1.31312,0.246683
-0.645209,0.0562402,0.0874321,-0.356304,-0.196828,-0.108948,-0.515613,-0.18986,-0.105202,-1.40374,0.050809,0.0334905,-0.279192,-0.0264128,0.117558,-0.356304,0.105774,-0.112085,-0.515613,0.0818699,-0.106444,-1.40374,-0.100253,-0.0750674,-0.279192,-0.165848,-0.12679,-0.645209,-0.155056,-0.0805836,-0.515613,-0.324543,-0.343286,-1.40374,0.107322,0.00714887,-0.279192,-0.264497,-0.193151,-0.645209,-0.230765,-0.123204,-0.356304,-0.548327,-0.52668,-1.40374,0.167931,0.0161276,-0.279192,1.33667,0.550821,-0.645209,-0.701728,-0.867513,-0.356304,1.11614,0.0929464,-0.515613,1.30491,0.236591
-0.631178,0.0505277,0.0854968,-0.344498,-0.200784,-0.105309,-0.49895,-0.185945,-0.101719,-1.33759,0.0501744,0.0318314,-0.270947,-0.0246353,0.113751,-0.344498,0.124331,-0.10872,-0.49895,0.0821931,-0.103296,-1.33759,-0.0983314,-0.0719103,-0.270947,-0.163483,-0.123128,-0.631178,-0.16129,-0.0788615,-0.49895,-0.31361,-0.332015,-1.33759,0.109884,0.00665703,-0.270947,-0.260817,-0.187809,-0.631178,-0.240023,-0.120748,-0.344498,-0.532379,-0.5095,-1.33759,0.17146,0.0147225,-0.270947,1.30457,0.532537,-0.631178,-0.678978,-0.849823,-0.344498,1.21743,0.0875617,-0.49895,1.29669,0.226499
-0.617148,0.0448152,0.0835614,-0.332692,-0.196129,-0.101671,-0.482288,-0.182029,-0.0982371,-1.27144,0.0495397,0.0301723,-0.262702,-0.0228578,0.109945,-0.332692,0.123569,-0.105355,-0.482288,0.0825163,-0.100147,-1.27144,-0.0964098,-0.0687532,-0.262702,-0.161119,-0.119465,-0.617148,-0.167525,-0.0771394,-0.482288,-0.302677,-0.320744,-1.27144,0.112446,0.00616519,-0.262702,-0.257138,-0.182466,-0.617148,-0.249281,-0.118292,-0.332692,-0.514666,-0.49232,-1.27144,0.174989,0.0133174,-0.262702,1.27247,0.514254,-0.617148,-0.656227,-0.832133,-0.332692,1.20827,0.082177,-0.482288,1.28848,0.216406
-0.603117,0.0391027,0.0816261,-0.320886,-0.19086,-0.0980331,-0.465625,-0.178114,-0.0947549,-1.20529,0.0489051,0.0285132,-0.254457,-0.0210804,0.106139,-0.320886,0.12143,-0.10199,-0.465625,0.0828395,-0.0969988,-1.20529,-0.0944881,-0.0655961,-0.254457,-0.158754,-0.115803,-0.603117,-0.173759,-0.0754173,-0.465625,-0.291744,-0.309472,-1.20529,0.115008,0.00567336,-0.254457,-0.253459,-0.177123,-0.603117,-0.258539,-0.115836,-0.320886,-0.496827,-0.47514,-1.20529,0.178517,0.0119124,-0.254457,1.24037,0.49597,-0.603117,-0.633477,-0.814443,-0.320886,1.19124,0.0767924,-0.465625,1.28027,0.206314
-0.589087,0.0333902,0.0796907,-0.30908,-0.185591,-0.0943948,-0.448962,-0.174199,-0.0912727,-1.13915,0.0480835,0.0268541,-0.246212,-0.0193029,0.102333,-0.30908,0.11929,-0.0986257,-0.448962,0.0831627,-0.0938504,-1.13915,-0.092293,-0.0624391,-0.246212,-0.156389,-0.112141,-0.589087,-0.179993,-0.0736952,-0.448962,-0.280812,-0.298201,-1.13915,0.11647,0.00518152,-0.246212,-0.24978,-0.171781,-0.589087,-0.267797,-0.11338,-0.30908,-0.478988,-0.45796,-1.13915,0.180382,0.0105073,-0.246212,1.20827,0.477687,-0.589087,-0.610727,-0.796753,-0.30908,1.1742,0.0714077,-0.448962,1.27205,0.196222
-0.575057,0.0276777,0.0777554,-0.297274,-0.180322,-0.0907566,-0.4323,-0.170284,-0.0877904,-1.073,0.0470749,0.025195,-0.237967,-0.0175255,0.0985263,-0.297274,0.117151,-0.0952609,-0.4323,0.0834859,-0.0907019,-1.073,-0.0898242,-0.059282,-0.237967,-0.154025,-0.108479,-0.575057,-0.186227,-0.0719731,-0.4323,-0.269879,-0.286929,-1.073,0.116833,0.00468968,-0.237967,-0.246101,-0.166438,-0.575057,-0.277055,-0.110924,-0.297274,-0.461149,-0.44078,-1.073,0.180581,0.00910222,-0.237967,1.17617,0.459403,-0.575057,-0.587976,-0.779063,-0.297274,1.15717,0.066023,-0.4323,1.26384,0.18613
-0.561026,0.0219652,0.0758201,-0.285468,-0.175053,-0.0871184,-0.415637,-0.166369,-0.0843082,-1.00685,0.0460049,0.0235359,-0.229723,-0.015748,0.09472,-0.285468,0.115011,-0.0918962,-0.415637,0.083809,-0.0875535,-1.00685,-0.0872694,-0.0561249,-0.229723,-0.15166,-0.104817,-0.561026,-0.192461,-0.070251,-0.415637,-0.258946,-0.275658,-1.00685,0.116876,0.00419784,-0.229723,-0.242422,-0.161095,-0.561026,-0.286313,-0.108467,-0.285468,-0.443311,-0.4236,-1.00685,0.180293,0.00769715,-0.229723,1.14407,0.44112,-0.561026,-0.565226,-0.761372,-0.285468,1.14013,0.0606383,-0.415637,1.25563,0.176038
-0.546996,0.0162528,0.0738847,-0.273661,-0.169784,-0.0834802,-0.398974,-0.162454,-0.080826,-0.940701,0.0445262,0.0218769,-0.221478,-0.0139706,0.0909137,-0.273661,0.112872,-0.0885315,-0.398974,0.0841322,-0.084405,-0.940701,-0.0841413,-0.0529678,-0.221478,-0.149295,-0.101154,-0.546996,-0.198695,-0.0685289,-0.398974,-0.248013,-0.264387,-0.940701,0.114793,0.003706,-0.221478,-0.238743,-0.155753,-0.546996,-0.295571,-0.106011,-0.273661,-0.425472,-0.40642,-0.940701,0.176758,0.00629208,-0.221478,1.11197,0.422836,-0.546996,-0.542476,-0.743682,-0.273661,1.1231,0.0552537,-0.398974,1.24741,0.165945
-0.532965,0.0105403,0.0719494,-0.261855,-0.164515,-0.079842,-0.382312,-0.158539,-0.0773438,-0.874553,0.0430476,0.0202178,-0.213233,-0.0121931,0.0871074,-0.261855,0.110732,-0.0851667,-0.382312,0.0844554,-0.0812566,-0.874553,-0.0810132,-0.0498108,-0.213233,-0.14693,-0.0974921,-0.532965,-0.20493,-0.0668067,-0.382312,-0.237081,-0.253115,-0.874553,0.112711,0.00321417,-0.213233,-0.235063,-0.15041,-0.532965,-0.304829,-0.103555,-0.261855,-0.407633,-0.38924,-0.874553,0.173222,0.00488702,-0.213233,1.07988,0.404553,-0.532965,-0.519726,-0.725992,-0.261855,1.10606,0.049869,-0.382312,1.2392,0.155853
