iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1488.3,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1477.17,1,4.92806,24.4376,7.73006,30.2106,0.974679,0.974679,0.974679,0.974679,0.998761,0.974679,0.974679
3,1475.24,1,5.04688,25.7418,6.91363,32.3051,0.95,0.95,0.953507,0.95,0.998761,0.95,0.95
4,1462.51,1,4.90648,27.4613,8.49653,34.6544,0.925945,0.925945,1.08696,0.925945,0.998761,0.925945,0.925945
5,1450.88,1,4.74629,27.6235,7.10393,34.7821,0.9025,0.9025,1.06803,0.9025,0.998761,0.9025,0.9025
6,1438.11,1,4.68998,25.8077,7.72348,32.3394,0.879648,0.879648,1.04098,0.879648,0.998761,0.879648,0.879648
7,1428.75,1,4.80652,25.4107,8.59005,31.792,0.857375,0.857375,1.01462,0.857375,0.998761,0.857375,0.857375
8,1399.69,1,4.93331,24.5819,8.56543,30.6387,0.835666,0.835666,0.988933,0.835666,0.998761,0.835666,0.835666
9,1406.24,1,5.24643,31.0554,9.19312,38.6237,0.814506,0.814506,0.985649,0.814506,0.998761,0.814506,0.814506
10,1394.57,1,5.08507,32.5888,8.51581,40.4785,0.793882,0.793882,0.980234,0.793882,0.998761,0.793882,0.793882
11,1377.07,1,5.04838,36.992,6.33561,45.8345,0.773781,0.773781,0.955414,0.773781,0.998761,0.773781,0.773781
12,1363.17,1,5.23465,33.3368,6.25767,41.2138,0.754188,0.754188,0.931222,0.754188,0.998761,0.754188,0.754188
13,1354.53,1,5.2378,33.6339,6.87192,41.4599,0.735092,0.735092,0.907643,0.735092,0.998761,0.735092,0.735092
14,1347.33,1,5.11618,33.0535,6.1232,40.799,0.716479,0.716479,0.980322,0.716479,0.998761,0.716479,0.716479
15,1327.49,1,5.2709,30.5825,7.20417,37.7354,0.698337,0.698337,0.955499,0.698337,0.998761,0.698337,0.698337
16,1325.86,1,5.17133,26.9937,7.12939,33.3986,0.680655,0.680655,1.01633,0.680655,0.998761,0.680655,0.680655
17,1302.39,1,5.03718,27.1711,6.51335,33.6522,0.66342,0.66342,0.990593,0.66342,0.998761,0.66342,0.66342
18,1293.36,1,5.18056,25.7884,7.17271,32.0236,0.646622,0.646622,0.965511,0.646622,0.998761,0.646622,0.646622
19,1284.58,1,5.29529,25.3305,7.99741,31.3903,0.630249,0.630249,1.04952,0.630249,0.998761,0.630249,0.630249
