simulations,OFV
500,971.928
1000,970.91
1500,971.289
2000,970.339
2500,970.354
3000,970.685
3500,970.932
4000,970.666
4500,971.221
5000,971.643
5500,971.201
6000,971.315
6500,971.407
7000,971.726
7500,971.784
8000,972.061
8500,972.32
9000,972.054
9500,972.043
10000,971.975
10500,971.852
11000,972.139
11500,972.205
12000,972.252
12500,972.293
13000,972.4
13500,972.464
14000,972.508
14500,972.532
15000,972.595
15500,972.732
16000,972.792
16500,972.722
17000,972.625
17500,972.712
18000,972.574
18500,972.639
19000,972.66
19500,972.669
20000,972.464
20500,972.457
21000,972.415
21500,972.267
22000,972.244
22500,972.301
23000,972.212
23500,972.159
24000,972.074
24500,972.146
25000,972.124
25500,972.144
26000,972.155
26500,972.167
27000,972.167
27500,972.145
28000,972.192
28500,972.182
29000,972.137
29500,972.196
30000,972.158
