time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,-0.42865,1,-0.699446,1,-0.362887,-2.88599,0.859211,1.61103,0.0804289,-2.88599,1.00546,All
1.05006,-0.414341,1.05006,-0.680824,1.05006,-0.348817,-2.44531,0.811994,1.72653,0.103184,-2.44531,0.968357,All
1.10263,-0.399316,1.10263,-0.66127,1.10263,-0.334044,-2.00464,0.764777,1.85031,0.12757,-2.00464,0.931258,All
1.15782,-0.383538,1.15782,-0.640737,1.15782,-0.318531,-1.56396,0.717559,1.98296,0.153705,-1.56396,0.894159,All
1.21,-0.368624,1.21,-0.621327,1.21,-0.303867,-1.12328,0.670342,2.12513,0.181713,-1.12328,0.85706,All
1.21578,-0.366971,1.21578,-0.619176,1.21578,-0.302241,-0.682604,0.623125,2.27749,0.211729,-0.682604,0.819961,All
1.27664,-0.349574,1.27664,-0.596536,1.27664,-0.285136,-0.241927,0.575908,2.44077,0.243897,-0.241927,0.782862,All
1.34055,-0.331307,1.34055,-0.572762,1.34055,-0.267175,0.19875,0.52869,2.60604,0.275255,0.19875,0.745763,All
1.40766,-0.312125,1.40766,-0.547798,1.40766,-0.248315,0.639428,0.482113,2.61576,0.276317,0.639428,0.708718,All
1.42,-0.308597,1.42,-0.543208,1.42,-0.244846,1.0801,0.459438,2.80329,0.296819,1.0801,0.673693,All
1.47813,-0.291983,1.47813,-0.521585,1.47813,-0.22851,1.52078,0.436764,3.00427,0.318791,1.52078,0.638667,All
1.55212,-0.270832,1.55212,-0.49406,1.55212,-0.207714,1.96146,0.41409,3.21966,0.336125,1.96146,0.603642,All
1.62982,-0.267655,1.62982,-0.483655,1.62982,-0.207214,2.40214,0.391416,3.45049,0.348864,2.40214,0.568616,All
1.63,-0.267677,1.63,-0.48366,1.63,-0.207247,2.84281,0.368742,3.60106,0.357174,2.84281,0.53359,All
1.71141,-0.277738,1.71141,-0.485772,1.71141,-0.221733,3.28349,0.346067,3.69787,0.362517,3.28349,0.498565,All
1.79708,-0.288325,1.79708,-0.487995,1.79708,-0.236979,3.72417,0.323393,3.96299,0.366204,3.72417,0.463539,All
1.84,-0.293629,1.84,-0.489109,1.84,-0.244617,4.16485,0.300719,4.24711,0.364602,4.16485,0.428514,All
1.88704,-0.299443,1.88704,-0.49033,1.88704,-0.252988,4.60552,0.278045,4.5516,0.356564,4.60552,0.393488,All
1.98151,-0.311117,1.98151,-0.492781,1.98151,-0.269799,5.0462,0.25537,4.59608,0.35539,5.0462,0.358463,All
2.05,-0.312398,2.05,-0.48975,2.05,-0.272132,5.48688,0.232696,4.87792,0.34795,5.48688,0.323437,All
