simulations,OFV
500,942.026
1000,943.411
1500,941.992
2000,941.56
2500,942.902
3000,943.375
3500,942.513
4000,942.357
4500,942.843
5000,942.683
5500,942.667
6000,942.824
6500,942.268
7000,942.194
7500,942.108
8000,942.271
8500,942.526
9000,942.145
9500,941.858
10000,941.786
10500,941.738
11000,941.866
11500,941.864
12000,941.751
12500,941.791
13000,941.743
13500,941.784
14000,941.723
14500,941.767
15000,941.796
15500,941.767
16000,941.753
16500,941.564
17000,941.615
17500,941.699
18000,941.635
18500,941.736
19000,941.663
19500,941.612
20000,941.52
20500,941.454
21000,941.398
21500,941.426
22000,941.516
22500,941.492
23000,941.172
23500,940.95
24000,940.982
24500,940.941
25000,941.015
25500,941.02
26000,940.898
26500,940.918
27000,940.879
27500,940.931
28000,941.054
28500,941.023
29000,941.118
29500,941.176
30000,941.224
