iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1447.77,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1428.83,1,4.0875,1.61329,0.910189,42.2699,17.5769,50.1371,0.974679,0.974679,1.02811,0.974679,0.998743,0.974679,0.974679
3,1427.08,1,3.50456,1.97158,1.07701,45.3022,16.9433,54.3218,0.95,0.95,1.03409,0.95,0.998743,0.95,0.95
4,1410.71,1,3.37544,2.2189,1.05133,47.9018,21.3342,57.3078,0.925945,0.925945,1.0079,0.925945,0.998743,0.925945,0.925945
5,1407.77,1,4.65637,1.31337,0.677083,47.2942,19.1477,56.2738,0.9025,0.9025,1.00906,0.9025,0.998743,0.9025,0.9025
6,1391.38,1,4.34666,1.49066,0.782907,46.8061,18.9604,55.9654,0.879648,0.879648,0.983506,0.879648,0.998743,0.879648,0.879648
7,1386.47,1,5.15825,1.37323,0.648805,50.4763,20.8493,59.8645,0.857375,0.857375,0.958603,0.857375,0.998743,0.857375,0.857375
8,1355.63,1,4.24671,1.42018,0.866665,50.9785,20.7924,59.9974,0.835666,0.835666,0.934331,0.835666,0.998743,0.835666,0.835666
9,1356.34,1,4.77293,1.63944,0.760296,62.3521,18.0334,73.0508,0.814506,0.814506,0.910673,0.814506,0.998743,0.814506,0.814506
10,1343.79,1,4.66828,1.70516,0.788816,55.9015,18.3949,65.274,0.793882,0.793882,0.887614,0.793882,0.998743,0.793882,0.793882
11,1329.12,1,5.04543,1.14761,0.712187,59.4527,16.0603,69.5229,0.773781,0.773781,0.865139,0.773781,0.998743,0.773781,0.773781
12,1316.9,1,5.41649,0.830859,0.66141,53.5965,15.6142,62.4035,0.754188,0.754188,0.843233,0.754188,0.998743,0.754188,0.754188
13,1321.62,1,4.7517,1.33722,0.759143,58.8572,16.4594,68.1777,0.735092,0.735092,0.928459,0.735092,0.998743,0.735092,0.735092
14,1304.85,1,4.05135,1.63339,0.947445,48.9114,13.6324,56.8824,0.716479,0.716479,0.961328,0.716479,0.998743,0.716479,0.716479
15,1289.79,1,3.62986,1.91922,1.0923,47.5468,16.935,55.1698,0.698337,0.698337,0.936986,0.698337,0.998743,0.698337,0.698337
16,1280.92,1,4.662,0.995719,0.805436,45.6314,19.5431,53.103,0.680655,0.680655,1.01625,0.680655,0.998743,0.680655,0.680655
17,1272.83,1,3.96844,1.39697,0.982169,51.3644,18.4009,59.8612,0.66342,0.66342,0.994311,0.66342,0.998743,0.66342,0.66342
18,1259.23,1,3.12543,1.78846,1.25044,53.9754,17.6802,63.0527,0.646622,0.646622,0.969135,0.646622,0.998743,0.646622,0.646622
19,1247.22,1,5.14315,1.68582,0.757674,52.0938,19.3071,60.7285,0.630249,0.630249,0.944596,0.630249,0.998743,0.630249,0.630249
20,1231.86,1,5.42239,1.70954,0.686369,45.68,17.4755,53.0939,0.614291,0.614291,0.920678,0.614291,0.998743,0.614291,0.614291
21,1223.58,1,7.71302,1.12047,0.281817,44.8156,19.2917,52.3941,0.598737,0.598737,0.897366,0.598737,0.998743,0.598737,0.598737
22,1211.81,1,5.40178,1.53222,0.713041,50.7516,17.4364,59.7325,0.583577,0.583577,0.874644,0.583577,0.998743,0.583577,0.583577
23,1201.78,1,5.14299,1.47568,0.75774,46.918,13.5584,55.311,0.5688,0.5688,0.852498,0.5688,0.998743,0.5688,0.5688
24,1186.22,1,4.88789,1.71329,0.797306,48.0152,13.4554,56.6205,0.554398,0.554398,0.830912,0.554398,0.998743,0.554398,0.554398
25,1181.48,1,5.40722,1.42973,0.682255,49.0582,13.1331,57.6671,0.54036,0.54036,0.809873,0.54036,0.998743,0.54036,0.54036
26,1169.83,1,4.98472,1.6709,0.76703,50.82,14.8878,59.885,0.526678,0.526678,0.789366,0.526678,0.998743,0.526678,0.526678
27,1154.95,1,5.89415,1.6645,0.596735,48.6827,17.0865,57.3911,0.513342,0.513342,0.769379,0.513342,0.998743,0.513342,0.513342
28,1144.63,1,5.60111,1.39476,0.680561,48.7992,18.151,57.0869,0.500344,0.500344,0.749898,0.500344,0.998743,0.500344,0.500344
29,1132.23,1,6.01712,1.46039,0.588128,45.6143,18.3822,52.8934,0.487675,0.487675,0.73091,0.487675,0.998743,0.487675,0.487675
30,1120.31,1,5.20166,1.20271,0.739604,44.8386,16.9749,51.8635,0.475327,0.475327,0.712403,0.475327,0.998743,0.475327,0.475327
31,1112.03,1,4.87171,1.18645,0.794374,45.4329,15.373,52.2287,0.463291,0.463291,0.717859,0.463291,0.998743,0.463291,0.463291
32,1101.14,1,5.10072,1.3622,0.766871,45.8496,15.6726,52.8756,0.45156,0.45156,0.699683,0.45156,0.998743,0.45156,0.45156
33,1089.07,1,5.62428,1.33062,0.676299,46.9185,16.142,53.9539,0.440127,0.440127,0.681967,0.440127,0.998743,0.440127,0.440127
34,1087.73,1,5.81396,1.39334,0.599158,46.412,16.0594,53.5216,0.428982,0.428982,0.665306,0.428982,0.998743,0.428982,0.428982
35,1075.03,1,5.73634,1.10828,0.633249,44.3582,16.0993,51.1892,0.41812,0.41812,0.70172,0.41812,0.998743,0.41812,0.41812
36,1067.92,1,6.43925,1.14005,0.522405,42.8455,18.4332,49.4052,0.407533,0.407533,0.683952,0.407533,0.998743,0.407533,0.407533
37,1070.43,1,6.46784,1.19442,0.514608,43.4449,17.9822,50.0615,0.397214,0.397214,0.685857,0.397214,0.998743,0.397214,0.397214
38,1049.21,1,5.82682,1.44308,0.604613,45.7959,17.3471,52.6377,0.387157,0.387157,0.668491,0.387157,0.998743,0.387157,0.387157
39,1032.02,1,5.95395,1.53036,0.611315,44.5794,19.364,51.3884,0.377354,0.377354,0.651565,0.377354,0.998743,0.377354,0.377354
