simulations,OFV
500,944.548
1000,945.716
1500,944.576
2000,944.027
2500,945.143
3000,944.79
3500,943.968
4000,943.944
4500,944.311
5000,944.189
5500,944.166
6000,944.131
6500,943.836
7000,943.919
7500,943.82
8000,943.843
8500,944.071
9000,943.709
9500,943.5
10000,943.424
10500,943.357
11000,943.386
11500,943.386
12000,943.237
12500,943.274
13000,943.303
13500,943.232
14000,943.194
14500,943.177
15000,943.225
15500,943.228
16000,943.258
16500,942.871
17000,942.899
17500,942.969
18000,942.898
18500,943.011
19000,942.983
19500,942.961
20000,942.85
20500,942.723
21000,942.628
21500,942.664
22000,942.718
22500,942.708
23000,942.435
23500,942.411
24000,942.426
24500,942.479
25000,942.554
25500,942.49
26000,942.401
26500,942.381
27000,942.368
27500,942.393
28000,942.467
28500,942.416
29000,942.497
29500,942.526
30000,942.592
