parameter,value,se_lin,rse_lin
Cl_pop,5.27635638789843,0.298561846639163,5.6584852252196
beta_Cl_logtCLCRMLMIN,0.613407780092254,0.243823367085218,39.7489850957788
V1_pop,20.2636047765013,1.81253758365929,8.94479340497797
Q_pop,6.73690901851538,1.23936991254756,18.3967144151916
V2_pop,19.9739553789872,2.25760952065031,11.3027664166374
omega_Cl,0.208435844804204,0.0400532186451679,19.2160895755681
omega_V1,0.301960269762397,0.066995462311441,22.1868467544282
omega_Q,0.536979362278372,0.157425699081852,29.3168993336921
omega_V2,0.279398008464146,0.115853999033356,41.4655779653572
corr_V2_V1,0.998945944200636,0.232068660564186,23.2313531989851
a1,0.301882359893439,0.0221565062467357,7.33945045830327
a2,0.066421809176688,0.00670500440004996,10.0945826124881
