pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-3.12774,0.0211602,-4.10257,0.0109367,-2.60609,0.0235448,All
-2.58624,0,-4.00596,0.013124,-2.11943,0,All
-2.04473,0.0423204,-3.90935,0.019686,-1.63277,0.0941793,All
-1.50323,0.0846408,-3.81275,0.0218733,-1.14611,0.258993,All
-0.961725,0.338563,-3.71614,0.0240607,-0.659452,0.400262,All
-0.420221,0.444364,-3.61954,0.013124,-0.172791,0.612165,All
0.121283,0.698287,-3.52293,0.00437466,0.313869,0.541531,All
0.662786,0.253923,-3.42632,0.00218733,0.80053,0.211903,All
1.20429,0.105801,-3.32972,0.00437466,1.28719,0.0941793,All
1.74579,0.0423204,-3.23311,0.006562,1.77385,0.0235448,All
,,-3.13651,0.0109367,,,All
,,-3.0399,0.03281,,,All
,,-2.94329,0.0568706,,,All
,,-2.84669,0.0546833,,,All
,,-2.75008,0.0612453,,,All
,,-2.65348,0.052496,,,All
,,-2.55687,0.03281,,,All
,,-2.46026,0.0153113,,,All
,,-2.36366,0,,,All
,,-2.26705,0.00218733,,,All
,,-2.17045,0.019686,,,All
,,-2.07384,0.0306227,,,All
,,-1.97723,0.0874933,,,All
,,-1.88063,0.0962426,,,All
,,-1.78402,0.0634326,,,All
,,-1.68742,0.0240607,,,All
,,-1.59081,0,,,All
,,-1.4942,0.00437466,,,All
,,-1.3976,0.00437466,,,All
,,-1.30099,0.013124,,,All
,,-1.20439,0.0481213,,,All
,,-1.10778,0.115929,,,All
,,-1.01117,0.218733,,,All
,,-0.914567,0.29529,,,All
,,-0.817961,0.371847,,,All
,,-0.721355,0.395907,,,All
,,-0.624749,0.448403,,,All
,,-0.528143,0.52496,,,All
,,-0.431537,0.568706,,,All
,,-0.334931,0.603704,,,All
,,-0.238325,0.636514,,,All
,,-0.141719,0.629952,,,All
,,-0.045113,0.568706,,,All
,,0.0514931,0.465902,,,All
,,0.148099,0.402469,,,All
,,0.244705,0.358723,,,All
,,0.341311,0.406844,,,All
,,0.437917,0.402469,,,All
,,0.534523,0.321538,,,All
,,0.631129,0.277791,,,All
,,0.727735,0.234045,,,All
,,0.824341,0.244981,,,All
,,0.920947,0.159675,,,All
,,1.01755,0.0765566,,,All
,,1.11416,0.0743693,,,All
,,1.21077,0.0634326,,,All
,,1.30737,0.0743693,,,All
,,1.40398,0.16405,,,All
,,1.50058,0.155301,,,All
,,1.59719,0.09843,,,All
,,1.6938,0.0743693,,,All
,,1.7904,0.059058,,,All
,,1.88701,0.0481213,,,All
,,1.98361,0.0174987,,,All
,,2.08022,0.0109367,,,All
,,2.17683,0.0174987,,,All
,,2.27343,0.0240607,,,All
,,2.37004,0.0240607,,,All
,,2.46664,0.019686,,,All
,,2.56325,0.013124,,,All
