pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.03755,0.0221779,-3.69004,0.00177701,-1.93216,0.02292,All
-1.5209,0.0887116,-3.57112,0,-1.43223,0.1146,All
-1.00424,0.443558,-3.45221,0.00177701,-0.932303,0.550081,All
-0.487585,0.399202,-3.3333,0.00177701,-0.432377,0.389641,All
0.0290702,0.487914,-3.21439,0.00533104,0.0675498,0.504241,All
0.545726,0.399202,-3.09547,0.00533104,0.567476,0.32088,All
1.06238,0.0665337,-2.97656,0.0124391,1.0674,0.0687601,All
1.57904,0.0665337,-2.85765,0.0124391,1.56733,0.0687601,All
2.09569,0.110889,-2.73873,0.0142161,2.06726,0.0687601,All
2.61235,0.0443558,-2.61982,0.0195471,2.56718,0.0916801,All
,,-2.50091,0.0177701,,,All
,,-2.382,0.0302092,,,All
,,-2.26308,0.0319862,,,All
,,-2.14417,0.0284322,,,All
,,-2.02526,0.0319862,,,All
,,-1.90634,0.0462023,,,All
,,-1.78743,0.0710805,,,All
,,-1.66852,0.0799656,,,All
,,-1.54961,0.0799656,,,All
,,-1.43069,0.122614,,,All
,,-1.31178,0.142161,,,All
,,-1.19287,0.167039,,,All
,,-1.07396,0.197248,,,All
,,-0.955042,0.277214,,,All
,,-0.83613,0.280768,,,All
,,-0.717217,0.314531,,,All
,,-0.598304,0.328747,,,All
,,-0.479391,0.351848,,,All
,,-0.360479,0.447807,,,All
,,-0.241566,0.433591,,,All
,,-0.122653,0.406936,,,All
,,-0.00374014,0.37495,,,All
,,0.115173,0.408713,,,All
,,0.234085,0.396274,,,All
,,0.352998,0.394497,,,All
,,0.471911,0.339409,,,All
,,0.590824,0.367842,,,All
,,0.709737,0.332301,,,All
,,0.828649,0.323416,,,All
,,0.947562,0.286099,,,All
,,1.06648,0.229235,,,All
,,1.18539,0.200802,,,All
,,1.3043,0.167039,,,All
,,1.42321,0.131499,,,All
,,1.54213,0.111952,,,All
,,1.66104,0.0977357,,,All
,,1.77995,0.0781886,,,All
,,1.89886,0.0746345,,,All
,,2.01778,0.0710805,,,All
,,2.13669,0.0515334,,,All
,,2.2556,0.0319862,,,All
,,2.37452,0.0159931,,,All
,,2.49343,0.0195471,,,All
,,2.61234,0.0142161,,,All
,,2.73125,0.00710805,,,All
,,2.85017,0.0159931,,,All
,,2.96908,0.00355403,,,All
,,3.08799,0.00533104,,,All
,,3.20691,0.00355403,,,All
,,3.32582,0.00177701,,,All
,,3.44473,0.00355403,,,All
,,3.56364,0,,,All
,,3.68256,0.00177701,,,All
,,3.80147,0.00177701,,,All
,,3.92038,0,,,All
,,4.03929,0.00177701,,,All
,,4.15821,0,,,All
,,4.27712,0,,,All
,,4.39603,0,,,All
,,4.51495,0.00177701,,,All
