simulations, -2LL
1000,604.668
2000,604.315
3000,603.724
4000,603.689
5000,603.51
6000,603.591
7000,603.704
8000,603.536
9000,603.143
10000,603.186
11000,603.305
12000,603.358
13000,603.492
14000,603.548
15000,603.534
16000,603.551
17000,603.589
18000,603.629
19000,603.659
20000,603.666
21000,603.626
22000,603.677
23000,603.679
24000,603.655
25000,603.692
26000,603.723
27000,603.768
28000,603.75
29000,603.763
30000,603.76
