parameter,value,se_sa,rse_sa
Cl_pop,5.28504985355158,0.308180973492192,5.831183849384
beta_Cl_logtCLCRMLMIN,0.638299775801343,0.250786441333226,39.2897586433241
V1_pop,21.9930663617915,1.83122421945014,8.32637063575418
Q_pop,6.05096534698919,1.1282285967537,18.6454314651641
V2_pop,25.1966177248434,4.10363143870955,16.2864376620813
bias_pop,-0.643062311466764,1.36017909026797,211.515908491904
omega_Cl,0.214382977406707,0.04147359069324,19.3455614783072
omega_V1,0.260465839361405,0.0947262567182693,36.3680154566579
omega_Q,0.507575087348779,0.158328352252953,31.1930896923942
omega_V2,0.402410368153547,0.149297521080931,37.1008137205757
bias_sd,5.03923876894772,1.01244120509432,20.091153674501
corr_V2_V1,0.911239420458779,0.340314575111581,37.346340321871
a1,0.117933819954345,0.0122513757909227,10.3883481393764
a2,0.0704217069170312,0.00942971560987981,13.3903536603985
