iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,b1,a2,b2
195,863.89,1,10.09,41.9162,10.9771,61.6382,0.253738,0.236478,0.676523,0.527059,0.302189,2.22045e-16,0.0466641,0.00658597
196,858.633,1,10.1363,41.7872,11.069,61.0479,0.254804,0.242372,0.674756,0.517971,0.30072,2.22045e-16,0.0410516,0.00799451
197,851.697,1,10.2037,42.3471,10.7634,61.4019,0.252376,0.236235,0.657671,0.504856,0.304067,2.22045e-16,0.032347,0.010914
198,851.677,1,10.1853,42.5434,10.7427,58.8913,0.253171,0.235987,0.641018,0.4969,0.306496,2.22045e-16,0.0313959,0.0108765
199,852.398,1,10.2222,43.3062,10.6887,55.1893,0.258205,0.257897,0.624787,0.484318,0.306532,2.22045e-16,0.0322244,0.0108947
200,851.643,1,10.2573,42.5356,10.9658,54.1513,0.262855,0.251367,0.635813,0.472055,0.3073,2.22045e-16,0.040755,0.0073423
201,848.296,1,10.2884,41.8672,11.7384,53.4327,0.257018,0.263008,0.647441,0.460102,0.303637,2.22045e-16,0.0342372,0.00951845
202,848.336,1,10.3839,42.3809,11.5449,47.2678,0.255766,0.260489,0.631047,0.448452,0.308014,2.22045e-16,0.0379874,0.00799347
203,849.635,1,10.3277,42.6553,11.2882,49.1831,0.24929,0.253893,0.636428,0.438906,0.304576,2.22045e-16,0.0364998,0.00910801
204,845.337,1,10.2732,42.0016,11.283,51.3647,0.244903,0.252118,0.626869,0.427792,0.300551,2.22045e-16,0.0382565,0.00862441
205,846.133,1,10.2634,42.0962,11.0321,55.5524,0.243169,0.249054,0.657532,0.41696,0.301172,2.22045e-16,0.0343508,0.0101783
206,852.431,1,10.2315,41.6854,10.9803,55.6897,0.25027,0.258524,0.659824,0.406403,0.310496,2.22045e-16,0.0408323,0.00734246
207,863.051,1,10.2054,42.1243,11.5743,57.316,0.257543,0.253283,0.717151,0.481766,0.301664,2.22045e-16,0.0527262,0.0039334
208,853.942,1,10.1981,41.5245,11.8101,55.8603,0.26003,0.247309,0.698993,0.469567,0.304373,2.22045e-16,0.0466092,0.00550154
209,855.983,1,10.2276,41.4642,11.4341,56.8477,0.254093,0.256005,0.689222,0.457678,0.304194,2.22045e-16,0.0381138,0.00878452
210,862.162,1,10.1901,41.573,11.704,57.4082,0.261726,0.260755,0.681128,0.481511,0.302667,2.22045e-16,0.0453864,0.00652336
211,860.111,1,10.1738,41.956,11.3691,55.1121,0.265833,0.254153,0.663882,0.535438,0.310078,2.22045e-16,0.0469519,0.00496578
212,852.697,1,10.1854,41.4302,11.5738,56.0581,0.259102,0.261939,0.690607,0.541419,0.305028,2.22045e-16,0.0339726,0.00913929
213,855.383,1,10.1619,42.5631,10.9721,56.9136,0.264737,0.277998,0.67312,0.549299,0.310347,2.22045e-16,0.0340722,0.00913572
214,853.349,1,10.1538,42.5212,10.4154,58.7135,0.258034,0.270959,0.656077,0.568458,0.306875,2.22045e-16,0.0368666,0.00842462
215,854.277,1,10.143,42.1442,10.6114,58.5449,0.25576,0.267723,0.639464,0.554064,0.313402,2.22045e-16,0.0394267,0.00707274
216,858.916,1,10.1682,41.8323,11.1767,53.6835,0.257478,0.260944,0.623273,0.540035,0.311587,2.22045e-16,0.0341754,0.00990617
217,858.536,1,10.1853,42.7801,10.6942,53.9341,0.253112,0.273243,0.607491,0.590166,0.305464,2.22045e-16,0.0331128,0.0104113
218,863.415,1,10.2417,42.5139,10.6578,52.1362,0.247361,0.269037,0.592109,0.631387,0.302945,2.22045e-16,0.0351682,0.01028
219,857.295,1,10.1843,43.5642,9.9263,55.0471,0.250711,0.262225,0.577117,0.6154,0.302067,2.22045e-16,0.0274946,0.0131364
220,857.925,1,10.1639,43.9343,9.92267,57.6488,0.245846,0.255586,0.562504,0.599817,0.305853,2.22045e-16,0.030534,0.0120145
221,860.377,1,10.1741,44.7566,10.0299,58.9725,0.250758,0.249114,0.549037,0.600957,0.302196,2.22045e-16,0.0174178,0.0173936
222,862.592,1,10.1963,44.5832,10.1871,61.8348,0.250142,0.256758,0.58235,0.603344,0.300397,2.22045e-16,0.0170214,0.0175997
223,861.726,1,10.1486,44.0162,10.216,59.9423,0.248151,0.266603,0.586831,0.588067,0.301239,2.22045e-16,0.0318521,0.0116734
224,864.428,1,10.1183,43.5336,10.1037,63.238,0.245497,0.263864,0.601287,0.580875,0.29971,2.22045e-16,0.0307691,0.0125548
225,855.765,1,10.156,44.0318,10.4618,60.5566,0.247527,0.271608,0.586062,0.577038,0.29649,2.22045e-16,0.0206077,0.0157425
226,857.468,1,10.152,43.3216,10.406,66.4473,0.264802,0.26626,0.580398,0.562828,0.307291,2.22045e-16,0.0272709,0.012417
227,860.987,1,10.1293,43.3229,9.95348,68.2564,0.265217,0.271666,0.610225,0.548577,0.313964,2.22045e-16,0.0347967,0.00953119
228,855.865,1,10.2088,43.6961,10.3791,64.758,0.2652,0.264787,0.650722,0.534687,0.3083,2.22045e-16,0.0340467,0.00982071
229,852.912,1,10.177,43.2357,10.3305,62.9533,0.258485,0.259948,0.634245,0.521148,0.303527,2.22045e-16,0.0387039,0.00842859
230,857.884,1,10.2449,43.7153,10.2879,62.9673,0.253763,0.265534,0.624084,0.507952,0.306761,2.22045e-16,0.0386023,0.00847838
231,851.039,1,10.2586,43.194,10.6033,61.2834,0.252004,0.266779,0.631891,0.495091,0.298013,2.22045e-16,0.0369761,0.0089983
232,854.825,1,10.1908,43.3306,10.2667,58.2052,0.260197,0.26061,0.647521,0.524138,0.301687,2.22045e-16,0.0375838,0.00858131
233,852.565,1,10.1954,42.2798,10.6875,56.537,0.253609,0.254012,0.636698,0.510867,0.30442,2.22045e-16,0.0330797,0.0104874
234,851.928,1,10.236,41.837,11.4153,59.361,0.258492,0.24758,0.662078,0.497931,0.299265,2.22045e-16,0.0339612,0.0102595
235,859.635,1,10.2035,40.8211,11.5504,57.2061,0.258275,0.28315,0.670888,0.485323,0.29954,2.22045e-16,0.0415372,0.00788366
236,864.71,1,10.185,41.0531,11.4769,55.1186,0.265712,0.27598,0.713565,0.473035,0.306852,2.22045e-16,0.0417302,0.0079908
237,848.103,1,10.1486,41.4481,11.4213,57.9079,0.274073,0.268992,0.695497,0.461057,0.305033,2.22045e-16,0.0396437,0.00759126
238,852.696,1,10.141,41.2428,11.015,54.5342,0.275132,0.262181,0.677887,0.470842,0.304725,2.22045e-16,0.0506449,0.00329193
239,846.293,1,10.1514,41.6331,10.9537,54.5512,0.273773,0.259687,0.669427,0.467502,0.303981,2.22045e-16,0.0464853,0.00416565
240,848.304,1,10.1538,42.0602,10.7738,58.267,0.276006,0.260834,0.652477,0.465105,0.307572,2.22045e-16,0.0502872,0.00280658
241,855.671,1,10.1503,42.4335,10.935,59.3629,0.269399,0.254229,0.647296,0.480741,0.309644,2.22045e-16,0.0518032,0.00301232
242,858.162,1,10.1573,42.3804,10.688,57.7927,0.275092,0.260093,0.647211,0.473419,0.310892,2.22045e-16,0.0490574,0.00411642
243,851.105,1,10.1601,43.0687,10.6927,61.5403,0.270383,0.257,0.641611,0.461778,0.302559,2.22045e-16,0.0495798,0.00391553
244,853.536,1,10.203,43.0817,10.7833,58.3144,0.263537,0.253181,0.658639,0.450086,0.306516,2.22045e-16,0.0326461,0.0105712
245,851.941,1,10.1783,42.053,10.9414,62.9788,0.259451,0.259035,0.668657,0.454758,0.304395,2.22045e-16,0.0233525,0.0138526
246,850.925,1,10.1314,42.9633,10.4449,62.5851,0.262939,0.252476,0.672772,0.443243,0.303379,2.22045e-16,0.0241577,0.0137673
247,853.667,1,10.1278,42.6968,10.5811,60.6336,0.256281,0.246083,0.658267,0.43202,0.300816,2.22045e-16,0.0197785,0.0164463
248,861.324,1,10.1289,42.4424,10.3151,56.7116,0.261454,0.258458,0.64659,0.431786,0.306377,2.22045e-16,0.0362537,0.0101746
249,856.836,1,10.1531,42.6384,9.82155,59.4703,0.264036,0.251913,0.630218,0.420853,0.303449,2.22045e-16,0.0394337,0.00920097
250,851.919,1,10.1929,43.6583,9.89597,58.5312,0.264754,0.253867,0.61426,0.410197,0.30367,2.22045e-16,0.0445392,0.0069529
251,856.984,1,10.2241,43.6203,10.1684,61.0137,0.262805,0.249673,0.627704,0.39981,0.302619,2.22045e-16,0.0530691,0.00421465
252,853.077,1,10.2349,43.1751,10.6503,58.3585,0.259782,0.243351,0.61181,0.410723,0.299761,2.22045e-16,0.0495524,0.00533647
253,848.872,1,10.2785,42.956,10.4735,58.5646,0.254748,0.253243,0.613972,0.400324,0.299965,2.22045e-16,0.0396205,0.0085688
254,850.458,1,10.2275,42.3666,10.4591,56.7663,0.254739,0.265798,0.624803,0.413306,0.301264,2.22045e-16,0.0393977,0.00831134
255,851.675,1,10.2235,43.3279,10.4991,56.9766,0.256478,0.261012,0.636985,0.402841,0.304649,2.22045e-16,0.033518,0.0105793
256,847.689,1,10.2807,43.3913,10.2456,56.5303,0.261955,0.267431,0.620856,0.392641,0.304594,2.22045e-16,0.0396847,0.0081894
257,850.697,1,10.1931,42.4513,10.202,55.1409,0.265123,0.284559,0.610587,0.409607,0.305123,2.22045e-16,0.0334881,0.0100321
258,849.761,1,10.1966,42.5825,10.4843,54.7702,0.265994,0.277354,0.616453,0.399236,0.309267,2.22045e-16,0.0584971,0.000375108
259,847.723,1,10.229,43.1193,10.5994,54.5506,0.259259,0.270331,0.600844,0.417414,0.306374,2.22045e-16,0.0475761,0.00485894
260,850.974,1,10.2487,43.0897,10.6519,52.7943,0.267991,0.263486,0.599191,0.406845,0.308942,2.22045e-16,0.0485573,0.00471197
261,852.484,1,10.2494,43.0833,10.9327,51.0601,0.261364,0.256815,0.631248,0.418762,0.306018,2.22045e-16,0.0402707,0.00816538
262,850.31,1,10.2491,42.3096,11.2678,50.1419,0.264788,0.250312,0.615265,0.428442,0.304725,2.22045e-16,0.057225,0.00144717
263,846.468,1,10.2949,41.7336,11.3531,49.4569,0.26121,0.243974,0.612604,0.417593,0.300635,2.22045e-16,0.0609456,0.000474238
264,849.701,1,10.3253,42.3044,11.5543,48.141,0.261639,0.237975,0.626032,0.407019,0.304344,2.22045e-16,0.0428909,0.00725498
265,848.034,1,10.2709,41.9327,11.3522,47.7722,0.266431,0.249909,0.61018,0.396713,0.306819,2.22045e-16,0.0510261,0.00400006
266,850.774,1,10.3166,42.6527,11.0966,49.947,0.265351,0.243581,0.605018,0.386668,0.307318,2.22045e-16,0.0501191,0.00476372
267,844.455,1,10.3314,43.0034,10.8727,49.3375,0.26347,0.246006,0.638812,0.380413,0.302558,2.22045e-16,0.0380872,0.00836941
268,849.034,1,10.2756,42.176,11.1535,50.2531,0.260135,0.245351,0.622637,0.370781,0.303176,2.22045e-16,0.0436267,0.00711727
269,845.057,1,10.323,42.9256,10.6728,47.9936,0.258299,0.246773,0.606871,0.361393,0.299215,2.22045e-16,0.0416811,0.00797978
270,845.965,1,10.284,42.8971,10.7757,50.0789,0.259214,0.245355,0.619299,0.352242,0.301864,2.22045e-16,0.0468988,0.00573144
271,850.207,1,10.3452,42.2681,10.8514,51.0376,0.259691,0.258498,0.603618,0.354457,0.301153,2.22045e-16,0.0400709,0.00887464
272,847.371,1,10.3333,42.0633,11.2955,51.458,0.255617,0.263455,0.594775,0.345482,0.301327,2.22045e-16,0.0384198,0.00950633
273,843.352,1,10.3274,42.1027,10.7016,51.2765,0.256547,0.260217,0.589028,0.336735,0.304776,2.22045e-16,0.0440379,0.00667783
274,851.298,1,10.308,41.8982,10.7534,49.7094,0.250051,0.282874,0.610821,0.346771,0.299465,2.22045e-16,0.0357156,0.0104973
275,843.622,1,10.28,41.444,11.2836,51.8262,0.262048,0.275711,0.646474,0.354634,0.304305,2.22045e-16,0.0339298,0.00997241
276,844.99,1,10.3124,42.3583,10.951,48.3363,0.260414,0.26873,0.630105,0.345655,0.307282,2.22045e-16,0.0518138,0.00355369
277,838.005,1,10.3391,42.052,11.275,46.9188,0.259029,0.261926,0.614151,0.336902,0.301855,2.22045e-16,0.0486118,0.00445212
278,850.352,1,10.3473,41.9151,11.447,45.142,0.25247,0.255293,0.5986,0.331618,0.300314,2.22045e-16,0.0539656,0.00419667
279,847.463,1,10.3671,41.9874,11.7256,45.9461,0.25414,0.248829,0.583443,0.323222,0.300062,2.22045e-16,0.0475082,0.00662677
280,841.969,1,10.2685,41.4367,11.2696,46.2873,0.257604,0.242529,0.634701,0.315037,0.306522,2.22045e-16,0.0451328,0.00629543
281,844.239,1,10.2997,41.8283,11.0552,47.4522,0.25274,0.236388,0.633466,0.310945,0.301877,2.22045e-16,0.0494067,0.0051594
282,842.521,1,10.2867,41.5787,11.3394,50.6187,0.254786,0.230402,0.700208,0.303072,0.304133,2.22045e-16,0.0521562,0.00397448
283,842.564,1,10.2981,42.9121,11.2031,51.5627,0.257421,0.224568,0.682478,0.295398,0.301132,2.22045e-16,0.0535276,0.00370927
284,842.17,1,10.2446,42.2909,11.333,50.4211,0.262831,0.228119,0.712412,0.2955,0.304413,2.22045e-16,0.0535707,0.00284125
285,839.517,1,10.2167,41.9402,10.8276,51.0488,0.261027,0.25082,0.694374,0.288018,0.306262,2.22045e-16,0.0510429,0.00360763
286,843.105,1,10.278,42.4724,10.8183,51.4472,0.254418,0.244469,0.682318,0.280725,0.305959,2.22045e-16,0.043801,0.00687894
287,839.818,1,10.2759,42.6095,10.8504,50.389,0.255138,0.238279,0.713987,0.276974,0.307906,2.22045e-16,0.0311539,0.0113412
288,840.825,1,10.3032,41.8001,11.0575,49.1157,0.254298,0.232245,0.695908,0.314136,0.305017,2.22045e-16,0.0385997,0.00845195
289,839.17,1,10.3445,42.2275,11.1393,48.2399,0.247859,0.230131,0.678287,0.312914,0.303146,2.22045e-16,0.0208719,0.0151792
290,844.096,1,10.3402,42.8471,11.3496,47.2655,0.252107,0.224995,0.70262,0.30499,0.304494,2.22045e-16,0.0328516,0.0111821
291,848.092,1,10.3301,42.6117,10.8446,47.3585,0.253172,0.238819,0.684829,0.297268,0.302336,2.22045e-16,0.0388834,0.00950473
292,849.242,1,10.2676,42.4705,10.8762,48.3635,0.253407,0.232772,0.701735,0.289741,0.301394,2.22045e-16,0.0321248,0.0125976
293,843.565,1,10.2855,42.3991,10.2903,51.839,0.257093,0.226878,0.683967,0.282404,0.302306,2.22045e-16,0.0418946,0.00833631
294,830.869,1,10.3293,42.8062,10.5151,49.5802,0.254511,0.221133,0.704243,0.275254,0.302219,2.22045e-16,0.0383872,0.00879734
295,840.904,1,10.2524,42.5655,10.4759,47.7308,0.257369,0.215534,0.727413,0.268284,0.302028,2.22045e-16,0.0495038,0.00545742
296,840.443,1,10.2543,42.7077,10.3378,50.9018,0.259434,0.230114,0.708994,0.278652,0.302078,2.22045e-16,0.0497929,0.00457977
297,842.452,1,10.2782,42.8217,10.5024,52.7653,0.255943,0.224427,0.691042,0.271597,0.304364,2.22045e-16,0.0462953,0.00704642
298,853.998,1,10.3239,42.3209,11.1118,53.5071,0.249463,0.227426,0.714896,0.266875,0.299902,2.22045e-16,0.0412027,0.0098994
299,847.564,1,10.2966,41.7653,11.0181,53.4029,0.257909,0.221667,0.722018,0.262094,0.304149,2.22045e-16,0.0452697,0.00732569
300,838.251,1,10.2667,42.1078,11.3056,54.5332,0.263466,0.216055,0.752826,0.272893,0.305569,2.22045e-16,0.0430062,0.0069594
301,844.881,1,10.2829,42.2611,10.9031,55.748,0.259238,0.210817,0.735935,0.267197,0.30483,2.22045e-16,0.0426781,0.00779065
302,835.404,1,10.2802,42.0436,10.8818,54.8276,0.253873,0.215653,0.717301,0.260432,0.303478,2.22045e-16,0.0405399,0.00784623
303,840.837,1,10.2559,41.3124,10.7469,53.6481,0.259099,0.212289,0.70653,0.253837,0.308038,2.22045e-16,0.0426603,0.00752561
304,840.207,1,10.2892,41.9373,11.3755,53.5704,0.254549,0.206913,0.755277,0.24741,0.30642,2.22045e-16,0.0390682,0.00904884
305,841.316,1,10.335,41.5602,11.5295,51.278,0.250184,0.213837,0.736153,0.251437,0.300129,2.22045e-16,0.0391376,0.0094067
306,846.634,1,10.2872,41.8415,11.0309,50.9216,0.248141,0.208422,0.748987,0.24507,0.305336,2.22045e-16,0.0297461,0.0134133
307,842.346,1,10.2305,42.1086,10.8258,54.5758,0.246731,0.203145,0.730022,0.242447,0.301603,2.22045e-16,0.0336269,0.0120443
308,845.539,1,10.2507,41.6802,10.5653,54.8725,0.244116,0.208375,0.719327,0.254528,0.302388,2.22045e-16,0.035772,0.0111817
309,842.271,1,10.2698,42.1843,10.7692,54.1746,0.249798,0.206876,0.736971,0.248083,0.301127,2.22045e-16,0.0450155,0.00742026
310,843.345,1,10.3041,41.6038,10.9951,54.3739,0.252575,0.202586,0.718311,0.26361,0.305983,2.22045e-16,0.0404756,0.00872646
311,842.415,1,10.288,41.7464,11.0503,54.4834,0.255621,0.207263,0.774741,0.265558,0.302661,2.22045e-16,0.0393625,0.00886016
312,849.022,1,10.2219,41.7101,10.8042,53.5444,0.267022,0.229861,0.755124,0.258834,0.308676,2.22045e-16,0.0550948,0.00323438
313,840.894,1,10.3063,41.0393,11.2014,50.611,0.260261,0.224041,0.753362,0.25228,0.304129,2.22045e-16,0.051782,0.00423827
314,840.445,1,10.3228,41.5197,11.2708,51.5398,0.259331,0.220328,0.787808,0.245892,0.304582,2.22045e-16,0.0523933,0.00356965
315,833.287,1,10.3399,41.679,11.2962,47.5255,0.259652,0.222508,0.767861,0.251907,0.30369,2.22045e-16,0.0464139,0.0049536
316,842.85,1,10.332,41.8378,11.012,49.5564,0.25465,0.234244,0.748418,0.269489,0.308247,2.22045e-16,0.0443777,0.00638643
317,840.618,1,10.2397,41.8087,11.0064,49.2118,0.25667,0.229668,0.754606,0.262666,0.311084,2.22045e-16,0.0459029,0.00533073
318,839.996,1,10.238,41.5495,11.0013,49.3987,0.258005,0.225267,0.750936,0.256015,0.308251,2.22045e-16,0.0374668,0.0088014
319,836.116,1,10.3066,41.8854,10.604,49.2901,0.253396,0.229445,0.773239,0.257508,0.309817,2.22045e-16,0.0368746,0.00831299
320,841.841,1,10.2248,42.6859,10.576,51.5679,0.265079,0.231505,0.75366,0.250988,0.306581,2.22045e-16,0.0410069,0.00782363
321,835.761,1,10.282,42.0556,10.7417,53.3134,0.259162,0.225643,0.734577,0.244633,0.305339,2.22045e-16,0.0464306,0.00574824
322,841.917,1,10.3035,41.0863,11.3584,53.6786,0.26293,0.219929,0.800505,0.238438,0.304901,2.22045e-16,0.0433303,0.00735629
323,848.253,1,10.2605,41.8979,11.2328,55.2772,0.262702,0.220498,0.822323,0.236956,0.302541,2.22045e-16,0.038854,0.00965969
324,845.152,1,10.1955,42.1546,10.2431,56.5826,0.260114,0.214915,0.801501,0.230956,0.303498,2.22045e-16,0.0370541,0.0105792
325,847.633,1,10.2394,40.8088,11.3823,55.6629,0.258389,0.220645,0.798004,0.225108,0.308681,2.22045e-16,0.0385432,0.00960143
326,834.933,1,10.3003,41.1245,11.3215,57.3124,0.261934,0.215058,0.810228,0.219409,0.306328,2.22045e-16,0.0488465,0.00526365
327,841.49,1,10.3207,42.0643,11.0734,57.92,0.267769,0.209613,0.789713,0.229146,0.304666,2.22045e-16,0.0513283,0.00447632
328,834.316,1,10.2876,42.6057,11.2186,59.4117,0.265026,0.205021,0.769717,0.223343,0.305666,2.22045e-16,0.0447213,0.00646533
329,829.802,1,10.3093,42.4866,10.7196,58.0075,0.261115,0.208971,0.750227,0.217688,0.30392,2.22045e-16,0.0496885,0.00445371
330,837.99,1,10.225,42.0893,10.6446,59.6905,0.261263,0.205303,0.731231,0.220641,0.306008,2.22045e-16,0.053061,0.00374432
331,839.551,1,10.2792,41.9766,10.8901,58.3236,0.256215,0.200425,0.726185,0.224251,0.305656,2.22045e-16,0.0324316,0.0118171
332,839.513,1,10.3587,42.0521,11.406,58.6612,0.258024,0.202266,0.745832,0.218573,0.306573,2.22045e-16,0.0453279,0.00706437
333,841.392,1,10.2726,41.7378,11.3393,59.8355,0.266024,0.211758,0.726947,0.213039,0.311065,2.22045e-16,0.0446039,0.00725702
334,837.591,1,10.2517,42.1375,10.6558,61.0158,0.259288,0.229886,0.70854,0.207644,0.312041,2.22045e-16,0.0404726,0.00814804
335,836.163,1,10.2461,42.0781,10.6321,60.089,0.263104,0.242231,0.69126,0.202387,0.312751,2.22045e-16,0.0342878,0.0100334
336,842.327,1,10.2739,43.2421,11.0723,56.9886,0.266679,0.236098,0.721846,0.206078,0.308669,2.22045e-16,0.0320004,0.0120091
337,843.347,1,10.3664,43.2655,10.7299,58.7404,0.259971,0.230119,0.716721,0.221249,0.301933,2.22045e-16,0.0354943,0.0113246
338,848.058,1,10.3003,43.3668,10.4016,57.3969,0.261821,0.229892,0.698573,0.231538,0.308578,2.22045e-16,0.0397113,0.00942615
339,849.986,1,10.3379,42.9286,10.4106,56.6206,0.261493,0.224071,0.696278,0.225675,0.308995,2.22045e-16,0.043736,0.00845215
340,845.861,1,10.3017,42.0141,11.0998,54.5282,0.258248,0.218397,0.684212,0.219961,0.300975,2.22045e-16,0.0397539,0.0103613
341,841.886,1,10.2818,41.5175,10.8131,54.9127,0.255786,0.231405,0.666887,0.214391,0.303415,2.22045e-16,0.0451366,0.00782737
342,837.039,1,10.2384,41.7235,10.9543,53.945,0.258647,0.251014,0.717362,0.208963,0.304019,2.22045e-16,0.0428798,0.007436
343,836.677,1,10.3412,41.9906,11.3118,53.3744,0.25693,0.25202,0.699198,0.22689,0.309728,2.22045e-16,0.0498613,0.00422816
344,840.319,1,10.3639,42.1606,11.2249,52.919,0.250425,0.245639,0.690033,0.221145,0.303309,2.22045e-16,0.0401843,0.00920373
345,851.052,1,10.3399,42.3432,11.7026,52.6353,0.259488,0.239419,0.695327,0.215545,0.305467,2.22045e-16,0.0488715,0.0071992
346,849.438,1,10.2995,41.9235,11.0971,55.1836,0.26307,0.242409,0.722301,0.210088,0.308062,2.22045e-16,0.0512638,0.00537713
347,846.357,1,10.313,41.1698,11.8467,54.1056,0.260644,0.255282,0.732,0.206579,0.304032,2.22045e-16,0.0570823,0.00284969
348,833.309,1,10.33,42.3391,11.3507,54.291,0.255983,0.248818,0.713465,0.201349,0.305994,2.22045e-16,0.0542282,0.00270721
349,828.556,1,10.3552,42.8539,11.0557,54.5991,0.262009,0.242517,0.6954,0.19625,0.304485,2.22045e-16,0.0494713,0.00440675
350,831.955,1,10.3472,42.1476,11.3602,54.9634,0.257307,0.242183,0.689346,0.19245,0.303849,2.22045e-16,0.0502611,0.00432463
351,831.476,1,10.2899,42.5543,10.7099,54.496,0.264504,0.236051,0.671892,0.187577,0.308499,2.22045e-16,0.0434011,0.00734892
352,832.356,1,10.2233,43.51,9.96244,55.9872,0.267041,0.230074,0.669612,0.182828,0.304033,2.22045e-16,0.0440818,0.00733888
353,835.602,1,10.2826,43.8174,9.86978,57.0687,0.260279,0.24123,0.658686,0.178199,0.302058,2.22045e-16,0.0417335,0.00872503
354,834.166,1,10.25,43.7004,9.88587,57.5769,0.256718,0.235122,0.66959,0.17927,0.303411,2.22045e-16,0.0391247,0.00952095
355,827.792,1,10.294,42.6263,10.3288,56.0853,0.255309,0.229168,0.711573,0.17473,0.303675,2.22045e-16,0.0481951,0.0059113
356,825.335,1,10.2152,42.0509,10.3019,56.7154,0.257925,0.223365,0.758229,0.170306,0.307052,2.22045e-16,0.0520626,0.00389712
357,826.713,1,10.2866,42.0051,11.0424,56.8998,0.257896,0.2246,0.767874,0.165994,0.307649,2.22045e-16,0.0545153,0.00252304
358,836.245,1,10.2764,42.0416,10.9656,55.5889,0.259341,0.218913,0.748431,0.164248,0.302866,2.22045e-16,0.0519228,0.00496695
359,831.578,1,10.3094,41.6685,11.216,55.9998,0.255057,0.230029,0.751757,0.170478,0.304256,2.22045e-16,0.0484717,0.00524385
360,843.922,1,10.269,41.2971,11.6303,55.4349,0.262871,0.224388,0.814479,0.178207,0.302828,2.22045e-16,0.0393939,0.00986945
361,835.383,1,10.2405,42.6065,10.594,57.6847,0.263713,0.221792,0.793856,0.173694,0.307018,2.22045e-16,0.0314256,0.0119205
362,844.802,1,10.3294,42.5906,11.1142,58.4309,0.257036,0.217062,0.773755,0.180908,0.306234,2.22045e-16,0.0319171,0.0131501
363,841.409,1,10.2781,41.6,11.0749,56.2516,0.255847,0.225758,0.768974,0.185888,0.305769,2.22045e-16,0.027629,0.0139387
364,834.901,1,10.2621,41.8387,10.9815,54.7843,0.255503,0.220042,0.749503,0.181181,0.305693,2.22045e-16,0.0299616,0.0128784
365,834.774,1,10.346,42.2601,10.9541,55.6305,0.254456,0.21447,0.730525,0.176593,0.300739,2.22045e-16,0.0364373,0.0113475
366,837.726,1,10.3573,42.7232,11.5887,54.4538,0.257723,0.20904,0.712028,0.203396,0.301777,2.22045e-16,0.0350338,0.0115357
367,844.392,1,10.4142,42.0902,11.9958,53.2948,0.256684,0.210514,0.715695,0.198245,0.297453,2.22045e-16,0.0356956,0.0126485
368,842.558,1,10.3902,41.2891,12.2201,51.3824,0.256764,0.224474,0.697573,0.195817,0.299893,2.22045e-16,0.0374355,0.0110348
369,841.889,1,10.3714,41.7312,11.8444,49.9799,0.251114,0.21879,0.67991,0.190858,0.302731,2.22045e-16,0.0456803,0.00805714
370,829.579,1,10.3895,41.2094,12.2345,48.984,0.253143,0.221428,0.676246,0.186026,0.30459,2.22045e-16,0.0548611,0.00351569
371,836.936,1,10.3212,40.8759,12.3373,48.4846,0.254452,0.234863,0.673037,0.181316,0.301308,2.22045e-16,0.0617492,0.00150635
372,827.55,1,10.3509,41.3086,12.0674,50.2654,0.254455,0.228916,0.675558,0.176725,0.29701,2.22045e-16,0.0590887,0.00249067
373,835.171,1,10.3404,40.7142,12.0449,50.1957,0.257956,0.226793,0.686329,0.181905,0.305218,2.22045e-16,0.0523626,0.00424971
374,836.486,1,10.3154,40.035,12.5143,50.0097,0.254353,0.228019,0.730023,0.182499,0.305386,2.22045e-16,0.0625556,0.000396277
375,828.025,1,10.3325,41.2144,12.575,49.5141,0.258207,0.223896,0.748214,0.187407,0.303987,2.22045e-16,0.0607339,2.22045e-16
376,832.534,1,10.3156,41.2356,11.8207,49.7958,0.254121,0.226652,0.729269,0.182661,0.303169,2.22045e-16,0.0584045,0.00191019
377,833.306,1,10.3063,40.7249,12.2659,49.5876,0.254539,0.220913,0.762583,0.178036,0.305086,2.22045e-16,0.0587639,0.00164528
378,825.937,1,10.3209,41.3737,12.06,48.9933,0.249014,0.21532,0.757274,0.173528,0.303182,2.22045e-16,0.05084,0.00426192
379,823.449,1,10.337,41.7672,11.9214,48.6472,0.256092,0.209868,0.738099,0.175247,0.306069,2.22045e-16,0.0519151,0.00315373
380,828.981,1,10.2377,41.8862,11.2086,48.4266,0.259113,0.204688,0.71941,0.174782,0.307883,2.22045e-16,0.0581396,0.00170299
381,837.011,1,10.3283,41.3852,11.6898,48.8943,0.252552,0.206839,0.701194,0.19885,0.304133,2.22045e-16,0.057297,0.00284629
382,843.345,1,10.3041,40.7487,12.0584,49.0453,0.249244,0.218113,0.68344,0.228737,0.307529,2.22045e-16,0.0587378,0.00219673
383,845.39,1,10.3932,41.478,11.5834,47.987,0.2508,0.238098,0.718763,0.224384,0.301778,2.22045e-16,0.0653074,2.22045e-16
384,843.141,1,10.3824,41.59,11.8486,47.1279,0.253868,0.232069,0.705249,0.245603,0.300571,2.22045e-16,0.0488361,0.00581311
385,837.926,1,10.3887,42.2263,11.7745,47.0483,0.25571,0.235661,0.695827,0.239385,0.303676,2.22045e-16,0.0465198,0.00645988
386,829.725,1,10.375,41.8671,11.7294,47.8652,0.259232,0.242528,0.684094,0.233323,0.305803,2.22045e-16,0.0441938,0.00613689
