iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1424.85,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1413.27,1,5.67152,27.5299,6.93156,33.8236,0.974679,0.974679,1.02466,0.974679,0.998761,0.974679,0.974679
3,1395.05,1,5.91691,25.1418,6.41142,31.3307,0.95,0.95,0.998714,0.95,0.998761,0.95,0.95
4,1387.12,1,5.50482,24.7993,7.09876,30.7435,0.925945,0.925945,1.15569,0.925945,0.998761,0.925945,0.925945
5,1382.6,1,5.40001,25.6737,5.55437,31.7408,0.9025,0.9025,1.12643,0.9025,0.998761,0.9025,0.9025
6,1356.46,1,5.56552,25.5355,5.34263,31.7255,0.879648,0.879648,1.12084,0.879648,0.998761,0.879648,0.879648
7,1355.28,1,5.58313,25.3989,5.4084,31.5985,0.857375,0.857375,1.09246,0.857375,0.998761,0.857375,0.857375
8,1332.05,1,5.70492,27.6472,5.9312,34.3242,0.835666,0.835666,1.0648,0.835666,0.998761,0.835666,0.835666
9,1323.41,1,5.79901,30.6844,5.67773,38.3759,0.814506,0.814506,1.03784,0.814506,0.998761,0.814506,0.814506
10,1322.35,1,5.74017,33.1698,4.91206,41.3178,0.793882,0.793882,1.01156,0.793882,0.998761,0.793882,0.793882
11,1303.34,1,5.77845,34.0304,4.78713,42.2787,0.773781,0.773781,1.0102,0.773781,0.998761,0.773781,0.773781
12,1289.26,1,5.59699,30.7503,4.4793,38.1397,0.754188,0.754188,0.987896,0.754188,0.998761,0.754188,0.754188
13,1290.08,1,5.93929,30.2992,5.06493,37.5238,0.735092,0.735092,1.13628,0.735092,0.998761,0.735092,0.735092
14,1278.38,1,5.72144,29.4333,3.73587,36.1693,0.716479,0.716479,1.21497,0.716479,0.998761,0.716479,0.716479
15,1255.69,1,5.72936,28.6808,4.02366,35.4101,0.698337,0.698337,1.18421,0.698337,0.998761,0.698337,0.698337
16,1254.65,1,5.72792,24.9995,4.23595,30.9071,0.680655,0.680655,1.28909,0.680655,0.998761,0.680655,0.680655
17,1238.77,1,5.62845,25.2701,3.66725,31.2633,0.66342,0.66342,1.25645,0.66342,0.998761,0.66342,0.66342
18,1229.64,1,5.78718,26.0103,3.73213,32.1125,0.646622,0.646622,1.22464,0.646622,0.998761,0.646622,0.646622
19,1220.96,1,5.63075,25.7756,4.36711,31.5525,0.630249,0.630249,1.19363,0.630249,0.998761,0.630249,0.630249
20,1207.1,1,5.68551,26.3459,3.91715,32.2655,0.614291,0.614291,1.16341,0.614291,0.998761,0.614291,0.614291
21,1193.27,1,5.84565,26.2349,5.29067,32.2224,0.598737,0.598737,1.13395,0.598737,0.998761,0.598737,0.598737
22,1184.4,1,5.87227,27.7002,4.29961,34.2204,0.583577,0.583577,1.10523,0.583577,0.998761,0.583577,0.583577
23,1170.83,1,5.69727,26.5004,3.72787,32.9986,0.5688,0.5688,1.07725,0.5688,0.998761,0.5688,0.5688
24,1166.93,1,5.93655,26.1778,3.68271,32.6342,0.554398,0.554398,1.04997,0.554398,0.998761,0.554398,0.554398
25,1159.75,1,5.91528,25.0532,4.10361,31.1423,0.54036,0.54036,1.02339,0.54036,0.998761,0.54036,0.54036
26,1137.99,1,5.80433,25.8088,4.07631,32.2457,0.526678,0.526678,1.05456,0.526678,0.998761,0.526678,0.526678
27,1126.64,1,5.77102,27.4378,4.04409,34.135,0.513342,0.513342,1.02786,0.513342,0.998761,0.513342,0.513342
28,1107.88,1,5.89906,28.0936,4.00912,34.6749,0.500344,0.500344,1.00183,0.500344,0.998761,0.500344,0.500344
