pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-3.19762,0.0231752,-4.63408,0.00771543,-2.47363,0.0268339,All
-2.67603,0,-4.51846,0.013502,-2.02316,0,All
-2.15444,0,-4.40284,0.027004,-1.57269,0.161004,All
-1.63286,0.115876,-4.28722,0.0385772,-1.12222,0.187838,All
-1.11127,0.185401,-4.1716,0.00385772,-0.671747,0.348841,All
-0.589677,0.417153,-4.05598,0.00578658,-0.221276,0.617181,All
-0.0680881,0.625729,-3.94036,0,0.229195,0.563513,All
0.453501,0.463503,-3.82474,0,0.679666,0.375675,All
0.97509,0.185401,-3.70913,0,1.13014,0.0536679,All
1.49668,0.0927007,-3.59351,0,1.58061,0.107336,All
,,-3.47789,0,,,All
,,-3.36227,0,,,All
,,-3.24665,0,,,All
,,-3.13103,0,,,All
,,-3.01541,0,,,All
,,-2.89979,0,,,All
,,-2.78417,0,,,All
,,-2.66856,0,,,All
,,-2.55294,0.00578658,,,All
,,-2.43732,0.013502,,,All
,,-2.3217,0.0289329,,,All
,,-2.20608,0.0192886,,,All
,,-2.09046,0.0212174,,,All
,,-1.97484,0.00385772,,,All
,,-1.85922,0.00385772,,,All
,,-1.74361,0.00192886,,,All
,,-1.62799,0.00578658,,,All
,,-1.51237,0.0212174,,,All
,,-1.39675,0.0829409,,,All
,,-1.28113,0.131162,,,All
,,-1.16551,0.204459,,,All
,,-1.04989,0.298973,,,All
,,-0.934274,0.406989,,,All
,,-0.818655,0.306689,,,All
,,-0.703037,0.366483,,,All
,,-0.587418,0.430135,,,All
,,-0.471799,0.468713,,,All
,,-0.35618,0.569013,,,All
,,-0.240562,0.609519,,,All
,,-0.124943,0.563227,,,All
,,-0.00932397,0.47257,,,All
,,0.106295,0.378056,,,All
,,0.221914,0.300902,,,All
,,0.337532,0.408918,,,All
,,0.453151,0.391558,,,All
,,0.56877,0.308617,,,All
,,0.684389,0.310546,,,All
,,0.800008,0.277756,,,All
,,0.915626,0.163953,,,All
,,1.03125,0.158166,,,All
,,1.14686,0.0848698,,,All
,,1.26248,0.0732966,,,All
,,1.3781,0.0732966,,,All
,,1.49372,0.0713678,,,All
,,1.60934,0.109945,,,All
,,1.72496,0.13502,,,All
,,1.84058,0.106087,,,All
,,1.9562,0.0732966,,,All
,,2.07181,0.0597946,,,All
,,2.18743,0.0308617,,,All
,,2.30305,0.0173597,,,All
,,2.41867,0.00964429,,,All
,,2.53429,0.00578658,,,All
,,2.64991,0.0308617,,,All
,,2.76553,0.0250752,,,All
,,2.88115,0.0289329,,,All
,,2.99676,0.00578658,,,All
,,3.11238,0.00385772,,,All
