simulations, -2LL
1000,584.041
2000,582.832
3000,583.382
4000,583.469
5000,583.583
6000,583.572
7000,583.632
8000,583.656
9000,583.13
10000,583.162
11000,583.146
12000,583.149
13000,583.214
14000,583.288
15000,583.331
16000,583.441
17000,583.522
18000,583.576
19000,583.643
20000,583.65
21000,583.65
22000,583.696
23000,583.692
24000,583.7
25000,583.724
26000,583.676
27000,583.71
28000,583.661
29000,583.663
30000,583.659
