simulations, -2LL
1000,603.023
2000,602.804
3000,602.404
4000,602.63
5000,602.679
6000,602.69
7000,602.743
8000,602.784
9000,602.282
10000,602.255
11000,602.245
12000,602.304
13000,602.377
14000,602.419
15000,602.459
16000,602.539
17000,602.559
18000,602.615
19000,602.648
20000,602.66
21000,602.677
22000,602.716
23000,602.706
24000,602.718
25000,602.712
26000,602.714
27000,602.741
28000,602.668
29000,602.69
30000,602.656
