parameter,value,se_lin,rse_lin
Cl_pop,3.45685904321797,1.56256205922538,45.2017869311443
V1_pop,23.5155272837206,1.6410300585841,6.9784956925893
Q_pop,5.34392373486985,1.52958593679929,28.6228998145786
V2_pop,209.754799753396,198.111243381482,94.4489678493157
omega_Cl,0.277394389418676,0.118963898350646,42.8861948505716
omega_V1,0.246886681475195,0.0521609914941956,21.1275031858842
omega_Q,0.26424337588479,0.0844448450085657,31.957223043269
omega_V2,0.63367995295434,0.235916869346662,37.2296564293649
corr_V2_V1,0.118419593691046,0.358937740620113,303.106715225332
a1,0.301956381284699,0.0223035889708627,7.38636119427917
a2,0.0762951330081693,0.00727460993472025,9.53482830148723
