simulations,OFV
500,964.443
1000,961.459
1500,962.054
2000,962.706
2500,963.787
3000,963.806
3500,963.104
4000,963.195
4500,963.829
5000,963.778
5500,963.966
6000,964.047
6500,963.724
7000,963.499
7500,963.754
8000,963.895
8500,964.247
9000,963.97
9500,963.778
10000,963.369
10500,963.234
11000,963.443
11500,963.574
12000,963.496
12500,963.663
13000,963.694
13500,963.789
14000,963.732
14500,963.548
15000,963.486
15500,963.321
16000,963.364
16500,963.308
17000,963.305
17500,963.416
18000,963.48
18500,963.607
19000,963.625
19500,963.632
20000,963.597
20500,963.388
21000,963.387
21500,963.424
22000,963.514
22500,963.452
23000,963.349
23500,963.203
24000,963.238
24500,963.067
25000,963.16
25500,963.119
26000,963.065
26500,963.1
27000,963.104
27500,963.132
28000,963.115
28500,963.118
29000,963.205
29500,963.3
30000,963.353
