Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
1.91941,0,8.90945,0,1.26941,0,7.61522,0,All
2.50313,0.00142857,14.6367,0.00142857,1.44774,0.00142857,10.4091,0.00142857,All
2.50485,0.00285714,14.6633,0.00285714,1.45173,0.00285714,10.4102,0.00285714,All
2.50769,0.00428571,14.7003,0.00428571,1.45975,0.00428571,10.4799,0.00428571,All
2.51059,0.00571429,14.7051,0.00571429,1.46938,0.00571429,10.5223,0.00571429,All
2.51103,0.00714286,14.7265,0.00714286,1.47095,0.00714286,10.5278,0.00714286,All
2.51216,0.00857143,14.7468,0.00857143,1.47197,0.00857143,10.5698,0.00857143,All
2.52451,0.01,14.7553,0.01,1.4734,0.01,10.6267,0.01,All
2.52684,0.0114286,14.7637,0.0114286,1.47478,0.0114286,10.6596,0.0114286,All
2.57708,0.0128571,14.7858,0.0128571,1.48403,0.0128571,10.7345,0.0128571,All
2.57941,0.0142857,14.7936,0.0142857,1.48418,0.0142857,10.7629,0.0142857,All
2.58916,0.0157143,14.8084,0.0157143,1.4877,0.0157143,10.7718,0.0157143,All
2.5952,0.0171429,14.8104,0.0171429,1.49206,0.0171429,10.7927,0.0171429,All
2.65501,0.0185714,14.8379,0.0185714,1.50025,0.0185714,10.8025,0.0185714,All
2.65505,0.02,15.1954,0.02,1.56935,0.02,10.8837,0.02,All
2.65726,0.0214286,15.1966,0.0214286,1.56944,0.0214286,10.8838,0.0214286,All
2.66052,0.0228571,15.2117,0.0228571,1.57318,0.0228571,10.912,0.0228571,All
2.66279,0.0242857,15.2208,0.0242857,1.57429,0.0242857,10.921,0.0242857,All
2.66604,0.0257143,15.2223,0.0257143,1.57603,0.0257143,10.9702,0.0257143,All
2.66609,0.0271429,15.2278,0.0271429,1.57764,0.0271429,11.2098,0.0271429,All
2.66822,0.0285714,15.2431,0.0285714,1.57958,0.0285714,11.2577,0.0285714,All
2.67318,0.03,15.2442,0.03,1.58001,0.03,11.2663,0.03,All
2.67632,0.0314286,15.2444,0.0314286,1.58075,0.0314286,11.3116,0.0314286,All
2.6776,0.0328571,15.2474,0.0328571,1.5882,0.0328571,11.3164,0.0328571,All
2.6811,0.0342857,15.2531,0.0342857,1.58931,0.0342857,11.3799,0.0342857,All
2.76684,0.0357143,15.2554,0.0357143,1.58956,0.0357143,11.3991,0.0357143,All
2.76768,0.0371429,15.2617,0.0371429,1.59002,0.0371429,11.414,0.0371429,All
2.77143,0.0385714,15.2676,0.0385714,1.59091,0.0385714,11.7256,0.0385714,All
2.77247,0.04,15.2715,0.04,1.59094,0.04,11.7577,0.04,All
2.77377,0.0414286,15.2787,0.0414286,1.59178,0.0414286,11.7786,0.0414286,All
2.77988,0.0428571,15.2865,0.0428571,1.5943,0.0428571,11.7951,0.0428571,All
2.78271,0.0442857,15.2877,0.0442857,1.59445,0.0442857,11.8077,0.0442857,All
2.78496,0.0457143,15.2889,0.0457143,1.59641,0.0457143,11.8629,0.0457143,All
2.79205,0.0471429,15.2928,0.0471429,1.59842,0.0471429,11.8632,0.0471429,All
2.79209,0.0485714,15.2974,0.0485714,1.60088,0.0485714,11.8962,0.0485714,All
2.79253,0.05,15.3122,0.05,1.60119,0.05,11.9059,0.05,All
2.79566,0.0514286,15.317,0.0514286,1.6074,0.0514286,11.9324,0.0514286,All
2.79787,0.0528571,15.3281,0.0528571,1.61464,0.0528571,11.933,0.0528571,All
2.79832,0.0542857,15.5208,0.0542857,1.61473,0.0542857,11.9959,0.0542857,All
2.79888,0.0557143,15.5463,0.0557143,1.6152,0.0557143,12.6264,0.0557143,All
2.79918,0.0571429,15.5624,0.0571429,1.61594,0.0571429,12.7012,0.0571429,All
2.80013,0.0585714,15.5661,0.0585714,1.61594,0.0585714,12.7325,0.0585714,All
2.80596,0.06,15.5689,0.06,1.61814,0.06,12.7359,0.06,All
2.80628,0.0614286,15.5803,0.0614286,1.61874,0.0614286,12.7513,0.0614286,All
2.81672,0.0628571,15.5833,0.0628571,1.61914,0.0628571,12.7774,0.0628571,All
2.82381,0.0642857,15.5884,0.0642857,1.61982,0.0642857,12.8104,0.0642857,All
2.84165,0.0657143,15.599,0.0657143,1.62036,0.0657143,12.8166,0.0657143,All
2.84391,0.0671429,15.5997,0.0671429,1.62074,0.0671429,12.8175,0.0671429,All
2.84453,0.0685714,15.6102,0.0685714,1.62656,0.0685714,12.8977,0.0685714,All
2.84629,0.07,15.626,0.07,1.62709,0.07,12.9105,0.07,All
2.84749,0.0714286,15.6363,0.0714286,1.62754,0.0714286,13.0116,0.0714286,All
3.3318,0.0728571,15.662,0.0728571,2.77401,0.0728571,13.2238,0.0728571,All
3.33779,0.0742857,15.672,0.0742857,2.79813,0.0742857,13.3752,0.0742857,All
3.34186,0.0757143,15.6747,0.0757143,2.89401,0.0757143,13.4841,0.0757143,All
3.34285,0.0771429,15.6777,0.0771429,2.92093,0.0771429,13.4857,0.0771429,All
3.34358,0.0785714,15.6818,0.0785714,2.95538,0.0785714,13.5661,0.0785714,All
3.34648,0.08,15.6912,0.08,2.95755,0.08,13.9962,0.08,All
3.34743,0.0814286,15.6969,0.0814286,2.95757,0.0814286,14.2126,0.0814286,All
3.34843,0.0828571,15.7023,0.0828571,2.9586,0.0828571,14.3367,0.0828571,All
3.34845,0.0842857,15.7141,0.0842857,3.09743,0.0842857,14.4425,0.0842857,All
3.35277,0.0857143,15.7389,0.0857143,3.09879,0.0857143,14.4906,0.0857143,All
3.36297,0.0871429,15.7548,0.0871429,3.11072,0.0871429,14.5231,0.0871429,All
3.39337,0.0885714,15.7729,0.0885714,3.11077,0.0885714,14.5244,0.0885714,All
3.39706,0.09,15.7744,0.09,3.11792,0.09,14.5648,0.09,All
3.39713,0.0914286,15.8602,0.0914286,3.12494,0.0914286,14.5884,0.0914286,All
3.39717,0.0928571,15.8651,0.0928571,3.14693,0.0928571,14.6471,0.0928571,All
3.39905,0.0942857,15.8762,0.0942857,3.1473,0.0942857,14.7896,0.0942857,All
3.39926,0.0957143,15.8891,0.0957143,3.1483,0.0957143,14.87,0.0957143,All
3.40108,0.0971429,15.8953,0.0971429,3.15537,0.0971429,14.8836,0.0971429,All
3.40419,0.0985714,15.9071,0.0985714,3.15544,0.0985714,14.889,0.0985714,All
3.40492,0.1,15.912,0.1,3.15798,0.1,15.1427,0.1,All
3.40802,0.101429,15.9128,0.101429,3.1598,0.101429,15.2932,0.101429,All
3.4095,0.102857,15.9225,0.102857,3.16179,0.102857,15.335,0.102857,All
3.41723,0.104286,15.926,0.104286,3.17546,0.104286,15.3731,0.104286,All
3.42143,0.105714,15.9388,0.105714,3.19424,0.105714,15.3745,0.105714,All
3.42405,0.107143,15.94,0.107143,3.19424,0.107143,15.3903,0.107143,All
3.42469,0.108571,15.941,0.108571,3.19594,0.108571,15.4087,0.108571,All
3.42628,0.11,15.953,0.11,3.1966,0.11,15.4388,0.11,All
3.42721,0.111429,15.9553,0.111429,3.20048,0.111429,15.5456,0.111429,All
3.42826,0.112857,15.9566,0.112857,3.20332,0.112857,15.5779,0.112857,All
