Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
1.91941,0.000418943,4.94093e-05,8.90945,3.24155e-05,1.44137e-05,1.26941,0.0112731,0.00213736,7.61522,0.000638598,0.000480784,All
2.0395,0.000973419,0.000129101,9.38435,8.04693e-05,3.97263e-05,1.4453,0.0209576,0.00492014,8.32658,0.00130568,0.00115133,All
2.15959,0.00204493,0.000303796,9.85926,0.000181338,9.91269e-05,1.62119,0.0340508,0.00971056,9.03794,0.00237912,0.00243491,All
2.27969,0.00393759,0.000653038,10.3342,0.00037525,0.000226598,1.79708,0.0500239,0.0170678,9.7493,0.00394773,0.00465386,All
2.39978,0.00702852,0.00129746,10.8091,0.000720028,0.000479328,1.97296,0.0680199,0.0274266,10.4607,0.00606434,0.00818175,All
2.51988,0.0117399,0.00240607,11.284,0.00129176,0.000946332,2.14885,0.0870402,0.0410556,11.172,0.00873535,0.0134136,All
2.63997,0.0184959,0.00419916,11.7589,0.00218228,0.00175667,2.32474,0.1061,0.0580473,11.8834,0.0119187,0.0207316,All
2.76006,0.0276698,0.00694548,12.2338,0.00349312,0.00308563,2.50063,0.124336,0.0783303,12.5947,0.015529,0.0304721,All
2.88016,0.0395314,0.0109529,12.7087,0.00532615,0.00515721,2.67651,0.141058,0.101696,13.3061,0.0194483,0.0428984,All
3.00025,0.054203,0.0165531,13.1836,0.00777208,0.00824163,2.8524,0.155775,0.127833,14.0175,0.0235386,0.0581822,All
3.12034,0.0716296,0.0240823,13.6585,0.0108985,0.0126471,3.02829,0.168179,0.156358,14.7288,0.0276558,0.0763937,All
3.24044,0.0915702,0.0338585,14.1334,0.014739,0.0187064,3.20418,0.178126,0.18685,15.4402,0.0316603,0.0975019,All
3.36053,0.113608,0.0461604,14.6083,0.0192856,0.0267585,3.38006,0.185606,0.218874,16.1516,0.0354273,0.121381,All
3.48062,0.137178,0.0612072,15.0832,0.0244844,0.0371277,3.55595,0.190707,0.252002,16.8629,0.0388521,0.147824,All
3.60072,0.161608,0.0791433,15.5581,0.0302371,0.050102,3.73184,0.193592,0.285829,17.5743,0.0418539,0.176556,All
3.72081,0.186168,0.100029,16.0331,0.0364054,0.0659133,3.90773,0.194467,0.319985,18.2856,0.0443767,0.207257,All
3.84091,0.210115,0.123834,16.508,0.0428201,0.0847195,4.08361,0.193566,0.354134,18.997,0.0463885,0.239571,All
3.961,0.232744,0.150443,16.9829,0.0492924,0.106594,4.2595,0.191132,0.387986,19.7084,0.0478786,0.273131,All
