iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,699.813,1,10.2171,4.95684,22.0859,76.9381,0.3,1.5,1.5,1.5,1.5
2,655.457,1,9.30946,7.19139,38.0541,113.076,0.24,1.34164,1.47636,1.34164,1.58464
3,637.858,1,9.19062,6.25081,41.5343,121.354,0.192,1.2,1.6569,1.2,1.41734
4,593.499,1,8.89593,7.04064,41.6639,137.252,0.153902,1.07331,1.4906,1.07331,1.36582
5,579.862,1,8.79531,7.28124,41.8598,131.058,0.147578,0.96,1.51559,0.96,1.26687
6,545.146,1,9.00533,6.51773,43.4868,103.177,0.130205,0.85865,1.4765,0.85865,1.20748
7,517.693,1,9.10097,6.69848,43.5762,103.337,0.118412,0.768,1.38701,0.768,1.16554
8,503.468,1,9.22359,7.67995,43.9206,107.69,0.117343,0.68692,1.24058,0.68692,1.07428
9,486.093,1,9.14453,7.93964,43.7231,109.094,0.114689,0.6144,1.10961,0.6144,0.960861
10,473.868,1,9.09977,8.83051,44.0224,106.194,0.10924,0.549536,1.0208,0.549536,0.994729
11,476.049,1,9.09204,8.81863,43.3364,104.435,0.110591,0.49152,1.08555,0.49152,0.976802
12,466.074,1,9.04206,8.1932,44.4952,113.302,0.108456,0.439629,1.05572,0.439629,0.971903
13,449.84,1,8.98611,8.315,44.9642,115.112,0.100928,0.393216,1.03313,0.393216,0.984298
14,442.291,1,8.94833,8.86035,44.7426,126.905,0.0995579,0.359685,1.00931,0.351703,0.90115
15,429.746,1,9.02097,8.96206,45.1893,120.143,0.0978219,0.347587,0.902752,0.314573,0.892096
16,427.374,1,9.06112,9.2911,44.4189,117.3,0.0995361,0.33022,0.833682,0.281362,0.885393
17,425.706,1,9.1881,9.46849,44.1907,111.866,0.101799,0.30839,0.830541,0.251658,0.857579
18,425.652,1,9.19312,8.60826,45.4532,113.372,0.101718,0.298289,0.824567,0.22509,0.877547
19,419.353,1,9.21907,8.32802,45.2732,112.751,0.100023,0.30038,0.829227,0.201327,0.875333
20,414.95,1,9.30925,8.6232,44.7705,108.08,0.0971362,0.296835,0.811458,0.195739,0.915242
21,409.313,1,9.25826,9.02798,45.0462,103.41,0.0926743,0.298952,0.782713,0.199987,0.999341
22,403.656,1,9.21013,8.9093,45.3254,105.362,0.0914321,0.296975,0.770258,0.205966,0.929668
23,399.268,1,9.28819,8.90736,46.1201,111.413,0.0922797,0.292924,0.805987,0.193475,0.861668
24,399.001,1,9.2812,8.92846,46.4288,119.681,0.0945223,0.295948,0.797693,0.177116,0.788417
25,400.239,1,9.19648,8.70457,46.9711,125.431,0.0957055,0.309587,0.769039,0.160885,0.784466
26,391.773,1,9.14387,8.51346,46.9674,132.354,0.0928771,0.313446,0.748896,0.152121,0.774646
27,393.354,1,9.13428,8.40737,47.5208,129.453,0.094254,0.315469,0.684742,0.152098,0.803843
28,386.789,1,9.13882,8.41704,46.7809,127.582,0.091848,0.299042,0.683024,0.146741,0.823291
29,388.118,1,9.17817,8.61908,46.6633,124.215,0.0925513,0.288383,0.674851,0.149282,0.810313
30,387.16,1,9.16438,8.86567,46.5399,130.299,0.0942646,0.294803,0.654753,0.138589,0.777562
31,385.229,1,9.24316,8.82638,46.7748,124.39,0.0936151,0.286289,0.658505,0.139563,0.764871
32,381.62,1,9.25805,8.36574,47.0395,118.557,0.0906842,0.289068,0.714882,0.127942,0.786529
33,385.564,1,9.38185,8.17684,47.3953,118.578,0.0937816,0.28472,0.686143,0.143106,0.728323
34,386.19,1,9.41994,8.49961,47.4514,120.611,0.0945833,0.280394,0.681927,0.146897,0.707452
35,391.549,1,9.39279,8.41292,47.0667,123.547,0.0968089,0.283565,0.68798,0.148635,0.670408
36,382.815,1,9.40681,8.26312,46.9067,128.536,0.0956859,0.285154,0.638773,0.153043,0.623815
37,387.521,1,9.4611,8.16572,47.5146,121.578,0.0975703,0.292779,0.674967,0.13914,0.608601
38,380.629,1,9.55009,8.31978,47.6033,117.798,0.09578,0.27897,0.666532,0.133015,0.620398
39,381.036,1,9.45595,8.77126,47.3129,121.553,0.0932072,0.279412,0.689839,0.132271,0.663292
40,386.499,1,9.52402,8.99595,47.6253,123.112,0.0971524,0.286844,0.678089,0.134205,0.661225
41,380.865,1,9.49639,8.86274,47.0949,124.956,0.09475,0.280286,0.698325,0.130452,0.639034
42,373.538,1,9.471,8.77504,46.9915,125.598,0.0927446,0.272315,0.693562,0.117268,0.659308
43,374.49,1,9.60311,8.5286,46.9781,121.074,0.094889,0.261406,0.668566,0.124074,0.642423
44,384.558,1,9.62854,9.02003,47.154,115.411,0.098424,0.252359,0.663996,0.12888,0.646691
45,380.896,1,9.61505,8.43336,46.6611,108.907,0.0977294,0.248179,0.62157,0.129842,0.659969
46,376.613,1,9.58872,8.26862,47.1541,108.116,0.0931959,0.252969,0.602036,0.137457,0.682501
47,378.431,1,9.54375,8.33586,47.3778,117.502,0.0949802,0.251802,0.623635,0.137217,0.654664
