parameter,value
Cl_pop,10.5367031250417
beta_Cl_logtCLCRMLMIN,0.656814916862416
beta_Cl_logtWTKG,0.792328093564393
V1_pop,43.7218521738749
Q_pop,20.5128974479001
beta_Q_ANTU_2,-0.792964817615324
beta_Q_logtAGEA,1.44635857080684
beta_Q_logtCLCRMLMIN,1.32612648021545
beta_Q_logtSCRMGDL,0.296623970885108
V2_pop,52.2062143241753
beta_V2_logtHCM,-0.0449498714132781
omega_Cl,0.17824320438003
omega_V1,0.258218325241547
omega_Q,0.00712704787772984
omega_V2,0.187698798980206
corr_V2_V1,0.998090981817316
a1,0.307583547874086
a2,0.0593173154367735
