iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1263.9,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1235.82,1,10.5959,8.54511,42.3788,79.1492,0.95,0.95,0.285,0.285,0.926427,0.974679,1.15195,0.974679,1.15634,0.974679
3,1218.54,1,10.38,7.9973,42.4035,82.047,0.9025,0.9025,0.27075,0.27075,0.904423,0.95,1.20291,0.95,1.20791,0.95
4,1199.17,1,10.2713,7.05385,43.0937,66.3988,0.857375,0.857375,0.257212,0.257212,0.880006,0.925945,1.19379,0.925945,1.37056,0.925945
5,1184.89,1,10.2298,5.76242,44.6662,69.0585,0.814506,0.814506,0.244352,0.244352,0.856393,0.9025,1.16356,0.9025,1.43146,0.9025
6,1167.54,1,10.0149,7.06536,42.5691,73.3003,0.773781,0.773781,0.232134,0.232134,0.8601,0.879648,1.19768,0.879648,1.45817,0.879648
7,1153.89,1,9.96303,5.57077,43.3368,67.8571,0.735092,0.735092,0.220528,0.220528,0.888236,0.857375,1.16735,0.857375,1.4904,0.857375
8,1137.91,1,9.8151,5.70823,43.3728,65.6724,0.698337,0.698337,0.209501,0.209501,0.875726,0.835666,1.2842,0.835666,1.45266,0.835666
9,1124.78,1,10.0822,5.43785,45.3515,71.7114,0.66342,0.66342,0.199026,0.199026,0.896347,0.814506,1.31268,0.814506,1.44763,0.814506
10,1114.51,1,9.81151,5.70343,43.2142,74.8163,0.630249,0.630249,0.189075,0.189075,0.867701,0.793882,1.32338,0.793882,1.50023,0.793882
11,1097.77,1,9.73964,5.48006,43.7178,75.2357,0.598737,0.598737,0.179621,0.179621,0.875278,0.773781,1.35081,0.773781,1.62607,0.773781
12,1077.4,1,9.80883,5.08233,44.3546,63.1233,0.5688,0.5688,0.17064,0.17064,0.884813,0.754188,1.41306,0.754188,1.70884,0.754188
13,1073.03,1,9.88102,4.39429,46.1104,63.9943,0.54036,0.54036,0.162108,0.162108,0.891021,0.735092,1.37728,0.735092,1.71571,0.735092
14,1062.64,1,9.80391,4.43408,45.0382,56.7277,0.513342,0.513342,0.154003,0.154003,0.874048,0.716479,1.36995,0.716479,1.81693,0.716479
15,1051.84,1,9.80652,5.49005,46.5083,50.6906,0.487675,0.487675,0.146302,0.146302,0.878881,0.698337,1.33526,0.698337,1.86501,0.698337
16,1043.79,1,9.84702,5.51287,47.4959,51.5341,0.0177404,0.491823,0.166571,0.151486,0.89104,0.680655,1.30145,0.680655,1.81779,0.680655
17,1023.57,1,9.74521,5.46132,46.4258,52.3366,0.0168533,0.49215,0.158242,0.149254,0.881581,0.66342,1.2685,0.66342,1.8224,0.66342
18,1014.97,1,9.86861,5.47797,48.0988,46.0953,2.22045e-16,0.464504,0.151418,0.14427,0.887612,0.646622,1.26737,0.646622,1.90513,0.646622
19,1017.22,1,9.93959,5.25938,46.0147,42.4044,2.22045e-16,0.523622,0.149611,0.146184,0.887117,0.630249,1.24917,0.630249,1.95058,0.630249
20,1010.22,1,10.022,5.76349,47.4416,46.7416,2.22045e-16,0.468812,0.145055,0.156236,0.883823,0.614291,1.24709,0.614291,1.90585,0.614291
21,999.43,1,10.0401,6.39886,46.0359,52.6809,2.22045e-16,0.445372,0.144336,0.148425,0.891034,0.598737,1.27379,0.598737,1.91889,0.598737
22,988.244,1,9.99614,6.30635,44.4932,51.9651,2.22045e-16,0.442025,0.144966,0.142748,0.894227,0.583577,1.24154,0.583577,1.8703,0.583577
23,988.234,1,10.0243,5.85102,44.8602,47.5188,2.22045e-16,0.426026,0.145659,0.144359,0.890339,0.5688,1.2101,0.5688,1.89511,0.5688
24,982.702,1,10.0481,6.6933,46.3511,55.3821,2.22045e-16,0.474921,0.142316,0.139579,0.898071,0.554398,1.17946,0.554398,2.05807,0.554398
25,992.251,1,10.1106,6.06162,46.8844,43.4137,2.22045e-16,0.570012,0.14376,0.136677,0.903533,0.54036,1.1496,0.54036,2.17282,0.54036
26,986.966,1,10.117,6.33526,45.8018,42.0805,2.22045e-16,0.607167,0.138951,0.137246,0.891701,0.526678,1.12049,0.526678,2.14205,0.526678
27,988.485,1,10.2185,7.09928,45.7441,36.282,2.22045e-16,0.532559,0.142749,0.149433,0.883956,0.513342,1.09212,0.513342,2.08781,0.513342
28,990.477,1,10.1421,8.65762,45.5913,37.1574,2.22045e-16,0.496888,0.144016,0.152611,0.879611,0.500344,1.06446,0.500344,2.11339,0.500344
29,981.919,1,10.0897,7.92425,44.7305,32.2045,2.22045e-16,0.46595,0.144809,0.146774,0.884262,0.487675,1.03964,0.487675,2.05988,0.487675
