iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,646.571,1,10.2275,11.1604,43.2233,60.344,0.3,1,1,1,1
2,621.18,1,8.69656,18.706,36.58,80.2398,0.24,0.894427,0.896857,0.894427,0.894427
3,580.307,1,8.58214,19.8203,38.121,86.1635,0.192,0.8,0.802173,0.8,0.858236
4,541.733,1,8.76184,20.5032,38.382,84.7923,0.154916,0.715542,0.754305,0.715542,0.76763
5,508.041,1,8.62417,19.1924,42.2368,80.1256,0.128544,0.64,0.816924,0.64,0.781965
6,454.572,1,8.72583,17.1828,39.0817,77.8584,0.102835,0.572433,0.73896,0.572433,0.730201
7,437.155,1,8.63943,17.0733,39.7145,82.6423,0.0958708,0.512,0.660946,0.512,0.777119
8,422.385,1,8.52223,16.189,39.916,76.1911,0.0885541,0.457947,0.62588,0.457947,0.742873
9,398.163,1,8.68489,14.6279,40.4071,73.3344,0.0811374,0.417242,0.611982,0.4096,0.70134
10,389.456,1,8.51843,13.7966,41.0204,70.6895,0.0764619,0.422278,0.625734,0.366357,0.686076
11,381.985,1,8.68264,13.6762,40.9208,72.948,0.0756546,0.401847,0.633718,0.32768,0.659976
12,362.538,1,8.73207,14.1248,40.1622,71.5759,0.068156,0.385826,0.627761,0.329697,0.638228
13,354.839,1,8.70995,14.9806,39.3188,71.7943,0.0661688,0.395901,0.603644,0.310181,0.623275
14,350.947,1,8.72794,15.3431,39.1541,69.144,0.0662798,0.386677,0.580577,0.277434,0.640916
15,347.24,1,8.75944,15.0862,39.8547,72.7904,0.0650421,0.382397,0.632167,0.256252,0.637845
16,332.782,1,8.72556,14.6426,39.6246,70.1643,0.0601067,0.390601,0.565427,0.275313,0.639134
17,329.887,1,8.74702,14.8741,39.4187,67.2616,0.0583946,0.392466,0.579791,0.2891,0.63544
18,327.884,1,8.86151,14.821,39.3478,58.316,0.0597153,0.377148,0.518581,0.275677,0.646379
19,317.13,1,8.81071,14.4945,39.4389,58.9853,0.0575979,0.38618,0.515054,0.246573,0.611192
20,311.415,1,8.87356,14.5689,39.2297,59.2214,0.0564604,0.382385,0.511081,0.23801,0.587264
21,311.666,1,8.9175,14.9265,40.2095,59.7097,0.0577264,0.377534,0.533637,0.223539,0.538183
22,300.121,1,8.94877,14.5918,40.2845,57.8812,0.0554051,0.384418,0.517587,0.216328,0.48513
23,296.939,1,8.94329,14.2266,40.3059,58.0915,0.0557367,0.37737,0.506294,0.208636,0.441469
24,288.945,1,8.984,14.2057,40.31,57.4623,0.0540868,0.37291,0.467931,0.203218,0.463068
25,295.301,1,8.95462,13.9079,40.6104,59.7742,0.0564848,0.37407,0.457644,0.203119,0.440955
26,300.004,1,8.9608,13.8179,40.7376,58.9504,0.0570986,0.372553,0.485344,0.208167,0.440573
27,308.198,1,8.94176,14.341,39.8413,59.4925,0.0590407,0.369859,0.524279,0.224386,0.40392
28,298.935,1,8.99957,13.9198,39.6647,55.9115,0.0560205,0.367574,0.503412,0.239084,0.418137
29,294.07,1,9.01609,14.1912,40.1023,57.3624,0.0531576,0.362681,0.537281,0.240954,0.475157
30,297.052,1,9.00425,14.48,40.1215,53.903,0.0547966,0.36621,0.508302,0.252761,0.424994
31,297.434,1,8.99847,13.9046,40.0733,55.6273,0.0544124,0.373343,0.528853,0.250305,0.433243
32,290.827,1,8.99726,14.1055,39.7786,54.5831,0.0528086,0.369752,0.510044,0.249334,0.434866
33,292.169,1,9.01505,14.3874,39.9264,53.8936,0.053349,0.368494,0.509424,0.259887,0.411539
34,296.154,1,9.01152,14.6521,40.0123,53.6645,0.0553106,0.36841,0.460682,0.242484,0.444574
35,297.913,1,9.0174,14.939,39.4339,53.3492,0.0556191,0.370425,0.429857,0.255211,0.463487
36,301.87,1,9.04244,15.3944,38.8894,53.0934,0.0563545,0.363621,0.436376,0.280009,0.446041
37,298.624,1,9.05119,15.3552,38.5776,54.2946,0.0554633,0.358018,0.457552,0.265567,0.450415
38,293.11,1,9.0667,15.8536,38.3172,53.777,0.0538368,0.367017,0.480408,0.264331,0.423822
39,292.895,1,9.01261,15.8534,38.4395,53.5324,0.05364,0.375003,0.476782,0.254428,0.438703
40,296.656,1,8.99602,16.5789,38.7762,54.7511,0.0531483,0.377764,0.523751,0.2498,0.496641
41,299.657,1,9.02095,16.9281,38.4034,55.297,0.05385,0.370968,0.531991,0.263115,0.478216
42,295.143,1,9.03699,16.3426,38.7702,55.4546,0.0535334,0.371632,0.486492,0.263746,0.460389
43,287.432,1,9.08761,16.438,39.2227,54.1123,0.0529234,0.368363,0.441758,0.253501,0.444763
44,287.612,1,9.08036,16.5664,38.6489,55.9769,0.0522062,0.367563,0.43867,0.270202,0.454833
45,292.958,1,9.07121,16.4821,38.0624,53.848,0.0532089,0.371671,0.479415,0.291557,0.407189
46,292.292,1,9.05157,15.9986,38.2723,51.6172,0.0530885,0.371691,0.483728,0.276106,0.425985
47,290.421,1,9.03755,16.613,37.8927,49.7123,0.0528495,0.373663,0.499551,0.265859,0.401161
48,292.023,1,9.06915,16.6339,38.4427,49.8207,0.0545117,0.374916,0.461414,0.250669,0.401956
49,284.002,1,9.11209,16.8028,38.9308,50.4808,0.0530003,0.37129,0.412701,0.247262,0.424768
50,289.246,1,9.07622,16.3523,38.7153,48.6098,0.0553312,0.367086,0.372762,0.238964,0.43147
51,287.709,1,9.04109,15.4345,38.8011,49.6064,0.0551623,0.372234,0.367863,0.227235,0.425921
52,281.376,1,9.07085,15.8925,39.4383,51.1369,0.0538658,0.368625,0.354511,0.235943,0.417237
53,284.323,1,9.02962,16.0383,38.7233,50.3564,0.0548092,0.376418,0.351966,0.220034,0.427391
54,288.363,1,9.05683,15.2819,39.4284,51.1863,0.0554935,0.371805,0.356342,0.232028,0.440462
55,287.822,1,9.06957,15.4036,39.9052,50.7127,0.0546841,0.373034,0.330581,0.25476,0.470478
56,286.161,1,9.06592,15.4528,39.9382,49.7008,0.0545727,0.366747,0.322333,0.258459,0.45582
57,288.088,1,9.09681,15.1094,39.3726,48.2329,0.0549944,0.362049,0.363187,0.256565,0.417404
58,281.625,1,9.03891,15.0369,39.5262,48.968,0.0532307,0.362041,0.344832,0.25104,0.436822
59,278.956,1,9.0831,15.165,39.5536,50.8387,0.0523868,0.356007,0.327756,0.262026,0.462397
60,271.957,1,9.09341,15.3734,39.0676,47.6997,0.0506465,0.356658,0.307725,0.291661,0.422725
61,269.111,1,9.11291,15.6403,38.3613,48.1399,0.0499592,0.354058,0.334076,0.284825,0.400816
62,270.538,1,9.08573,15.4842,38.2345,47.9609,0.0503488,0.356374,0.321081,0.289153,0.400212
63,271.895,1,9.10119,15.3805,38.4365,45.2514,0.0508356,0.352145,0.332548,0.281593,0.399644
64,272.861,1,9.11169,15.5602,39.2577,47.1841,0.051806,0.361435,0.299996,0.254168,0.448834
65,273.269,1,9.13018,15.894,38.8888,47.3796,0.0531264,0.355512,0.275113,0.254421,0.427082
66,267.761,1,9.14456,16.2066,39.0474,45.8964,0.0510312,0.362106,0.275468,0.275978,0.417715
67,270.451,1,9.09231,16.0811,38.9363,45.4441,0.0513803,0.366885,0.289898,0.276465,0.404012
68,262,1,9.12823,16.1791,39.058,46.4526,0.049911,0.359565,0.269829,0.270745,0.404369
69,263.608,1,9.09268,16.6292,37.8838,47.7085,0.0508356,0.362591,0.247983,0.277371,0.392333
70,263.94,1,9.09655,17.1138,38.2607,49.5681,0.0495955,0.365201,0.256341,0.290638,0.429721
71,262.274,1,9.09478,16.2641,38.8698,49.667,0.0501851,0.365426,0.246253,0.265124,0.430584
72,261.79,1,9.15946,16.2341,38.9728,46.3707,0.0511574,0.359695,0.228488,0.275022,0.406618
73,268.521,1,9.09518,16.566,38.3558,43.5871,0.0524292,0.36,0.2227,0.284474,0.41075
74,265.265,1,9.11672,16.9157,37.7782,43.1626,0.0525085,0.357276,0.200339,0.284276,0.407771
75,253.497,1,9.10971,17.3646,37.698,46.8502,0.0496927,0.365359,0.1945,0.28241,0.397281
76,257.318,1,9.12979,17.6937,37.7161,47.3957,0.0514442,0.360988,0.181727,0.269837,0.413511
77,258.243,1,9.11363,17.3592,38.3058,46.5719,0.0514021,0.362574,0.180248,0.27415,0.42729
78,253.435,1,9.11974,16.9979,37.8532,47.2451,0.0506712,0.361338,0.186385,0.254684,0.413613
