Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression
-1.2435,0.00338961,-0.000859521,-0.545539,-0.151366,-0.264442,-0.595844,0.00407969,0.00843514,-0.545539,-0.491293,-0.415827,-0.595844,-0.208784,-0.249235,-1.2435,-0.0751598,-0.107262
-1.21438,-0.00411176,-0.000757934,-0.535169,-0.141693,-0.259338,-0.585892,0.0624933,0.00871783,-0.535169,-0.482362,-0.407423,-0.585892,-0.212534,-0.245114,-1.21438,-0.0619466,-0.104823
-1.18526,-0.0116131,-0.000656346,-0.524799,-0.132021,-0.254234,-0.575941,0.120907,0.00900052,-0.524799,-0.473432,-0.399018,-0.575941,-0.216283,-0.240993,-1.18526,-0.0487333,-0.102385
-1.15614,-0.0191145,-0.000554758,-0.514428,-0.122348,-0.24913,-0.56599,0.179321,0.00928321,-0.514428,-0.464501,-0.390614,-0.56599,-0.220032,-0.236872,-1.15614,-0.03552,-0.0999465
-1.12701,-0.024593,-0.00045317,-0.504058,-0.118327,-0.244026,-0.556039,0.231808,0.0095659,-0.504058,-0.449477,-0.38221,-0.556039,-0.223612,-0.232751,-1.12701,-0.0262944,-0.097508
-1.09789,-0.0253173,-0.000351582,-0.493688,-0.11654,-0.238921,-0.546087,0.253917,0.00984859,-0.493688,-0.432042,-0.373806,-0.546087,-0.226322,-0.22863,-1.09789,-0.0264599,-0.0950696
-1.06877,-0.0248897,-0.000249994,-0.483317,-0.114753,-0.233817,-0.536136,0.268778,0.0101313,-0.483317,-0.414608,-0.365402,-0.536136,-0.228754,-0.224509,-1.06877,-0.0289192,-0.0926312
-1.03965,-0.0228198,-0.000148406,-0.472947,-0.117949,-0.228713,-0.526185,0.268938,0.010414,-0.472947,-0.392237,-0.356998,-0.526185,-0.230544,-0.220388,-1.03965,-0.0346535,-0.0901928
-1.01053,-0.0197544,-4.68187e-05,-0.462576,-0.121633,-0.223609,-0.516234,0.254158,0.0106967,-0.462576,-0.369401,-0.348594,-0.516234,-0.231542,-0.216267,-1.01053,-0.0423923,-0.0877543
-0.981408,-0.0150225,5.47692e-05,-0.452206,-0.126812,-0.218505,-0.506282,0.239378,0.0109793,-0.452206,-0.345254,-0.340189,-0.506282,-0.23254,-0.212146,-0.981408,-0.0535519,-0.0853159
-0.952287,-0.0102332,0.000156357,-0.441836,-0.133873,-0.213401,-0.496331,0.22374,0.011262,-0.441836,-0.319549,-0.331785,-0.496331,-0.233481,-0.208025,-0.952287,-0.0648303,-0.0828775
-0.923166,-0.00529607,0.000257945,-0.431465,-0.142756,-0.208297,-0.48638,0.189724,0.0115447,-0.431465,-0.292594,-0.323381,-0.48638,-0.233029,-0.203904,-0.923166,-0.0764325,-0.080439
-0.894045,-3.62952e-05,0.000359533,-0.421095,-0.15164,-0.203193,-0.476429,0.15455,0.0118274,-0.421095,-0.26564,-0.314977,-0.476429,-0.232468,-0.199783,-0.894045,-0.0888802,-0.0780006
-0.864923,0.0051503,0.000461121,-0.410725,-0.161623,-0.198089,-0.466478,0.10999,0.0121101,-0.410725,-0.238223,-0.306573,-0.466478,-0.230054,-0.195662,-0.864923,-0.101232,-0.0755622
-0.835802,0.00999272,0.000562708,-0.400354,-0.172406,-0.192984,-0.456526,0.0605562,0.0123928,-0.400354,-0.210714,-0.298169,-0.456526,-0.226677,-0.191541,-0.835802,-0.112994,-0.0731238
-0.806681,0.0136963,0.000664296,-0.389984,-0.18373,-0.18788,-0.446575,0.0111219,0.0126755,-0.389984,-0.183595,-0.289765,-0.446575,-0.223299,-0.18742,-0.806681,-0.122719,-0.0706853
-0.77756,0.0166703,0.000765884,-0.379614,-0.195062,-0.182776,-0.436624,-0.0383123,0.0129582,-0.379614,-0.156574,-0.28136,-0.436624,-0.219922,-0.183299,-0.77756,-0.13111,-0.0682469
-0.748438,0.0186302,0.000867472,-0.369243,-0.20651,-0.177672,-0.426673,-0.0877465,0.0132409,-0.369243,-0.130893,-0.272956,-0.426673,-0.216544,-0.179178,-0.748438,-0.137622,-0.0658085
-0.719317,0.0184901,0.00096906,-0.358873,-0.217171,-0.172568,-0.416721,-0.137181,0.0135235,-0.358873,-0.107499,-0.264552,-0.416721,-0.213167,-0.175057,-0.719317,-0.140104,-0.06337
-0.690196,0.0180202,0.00107065,-0.348503,-0.22655,-0.167464,-0.40677,-0.18656,0.0138062,-0.348503,-0.0878349,-0.256148,-0.40677,-0.209731,-0.170936,-0.690196,-0.141923,-0.0609316
-0.661075,0.0159927,0.00117224,-0.338132,-0.235929,-0.16236,-0.396819,-0.232399,0.0140889,-0.338132,-0.068171,-0.247744,-0.396819,-0.202493,-0.166815,-0.661075,-0.14044,-0.0584932
-0.631954,0.0132995,0.00127382,-0.327762,-0.245308,-0.157256,-0.386868,-0.278238,0.0143716,-0.327762,-0.048507,-0.23934,-0.386868,-0.195255,-0.162694,-0.631954,-0.137393,-0.0560548
-0.602832,0.00980558,0.00137541,-0.317391,-0.254687,-0.152152,-0.376916,-0.324076,0.0146543,-0.317391,-0.0288431,-0.230936,-0.376916,-0.188018,-0.158573,-0.602832,-0.13227,-0.0536163
-0.573711,0.00576593,0.001477,-0.307021,-0.264066,-0.147048,-0.366965,-0.367443,0.014937,-0.307021,-0.00917912,-0.222531,-0.366965,-0.180303,-0.154452,-0.573711,-0.125439,-0.0511779
-0.54459,0.0013978,0.00157859,-0.296651,-0.270236,-0.141943,-0.357014,-0.402405,0.0152197,-0.296651,0.0036383,-0.214127,-0.357014,-0.170964,-0.150331,-0.54459,-0.117282,-0.0487395
-0.515469,-0.00294349,0.00168017,-0.28628,-0.275176,-0.136839,-0.347063,-0.430483,0.0155024,-0.28628,0.0138766,-0.205723,-0.347063,-0.160645,-0.14621,-0.515469,-0.10671,-0.046301
-0.486348,-0.0072376,0.00178176,-0.27591,-0.27591,-0.131735,-0.337111,-0.451001,0.0157851,-0.27591,0.016336,-0.197319,-0.337111,-0.149375,-0.142089,-0.486348,-0.0954761,-0.0438626
-0.457226,-0.0115317,0.00188335,-0.26554,-0.274759,-0.126631,-0.32716,-0.46378,0.0160677,-0.26554,0.0153821,-0.188915,-0.32716,-0.137219,-0.137968,-0.457226,-0.0842425,-0.0414242
-0.428105,-0.0158258,0.00198494,-0.255169,-0.273609,-0.121527,-0.317209,-0.467872,0.0163504,-0.255169,0.0144282,-0.180511,-0.317209,-0.124143,-0.133847,-0.428105,-0.073009,-0.0389858
-0.398984,-0.0201199,0.00208653,-0.244799,-0.272459,-0.116423,-0.307258,-0.452789,0.0166331,-0.244799,0.0134742,-0.172107,-0.307258,-0.109397,-0.129726,-0.398984,-0.0617754,-0.0365473
-0.369863,-0.0234011,0.00218811,-0.234429,-0.265429,-0.111319,-0.297307,-0.436243,0.0169158,-0.234429,0.0024768,-0.163702,-0.297307,-0.094525,-0.125605,-0.369863,-0.0495175,-0.0341089
-0.340741,-0.0252081,0.0022897,-0.224058,-0.256948,-0.106215,-0.287355,-0.419697,0.0171985,-0.224058,-0.0109598,-0.155298,-0.287355,-0.0796534,-0.121484,-0.340741,-0.0373619,-0.0316705
-0.31162,-0.0269471,0.00239129,-0.213688,-0.246594,-0.101111,-0.277404,-0.38879,0.0174812,-0.213688,-0.0269755,-0.146894,-0.277404,-0.0644558,-0.117363,-0.31162,-0.0252247,-0.029232
-0.282499,-0.0276677,0.00249288,-0.203318,-0.233406,-0.0960065,-0.267453,-0.348879,0.0177639,-0.203318,-0.0461047,-0.13849,-0.267453,-0.0490539,-0.113242,-0.282499,-0.0135456,-0.0267936
-0.253378,-0.0268322,0.00259447,-0.192947,-0.219503,-0.0909024,-0.257502,-0.308967,0.0180466,-0.192947,-0.0656926,-0.130086,-0.257502,-0.033652,-0.109121,-0.253378,-0.0027257,-0.0243552
-0.224257,-0.0245351,0.00269605,-0.182577,-0.204044,-0.0857983,-0.24755,-0.269056,0.0183293,-0.182577,-0.085573,-0.121682,-0.24755,-0.01825,-0.105,-0.224257,0.00708806,-0.0219168
-0.195135,-0.02069,0.00279764,-0.172206,-0.187669,-0.0806942,-0.237599,-0.224236,0.018612,-0.172206,-0.104493,-0.113278,-0.237599,-0.0040485,-0.100879,-0.195135,0.0157271,-0.0194783
-0.166014,-0.0153073,0.00289923,-0.161836,-0.170709,-0.0755901,-0.227648,-0.174851,0.0188946,-0.161836,-0.121201,-0.104873,-0.227648,0.00903682,-0.0967576,-0.166014,0.0231096,-0.0170399
-0.136893,-0.00836528,0.00300082,-0.151466,-0.153505,-0.070486,-0.217697,-0.125467,0.0191773,-0.151466,-0.133369,-0.0964692,-0.217697,0.0221222,-0.0926366,-0.136893,0.0291367,-0.0146015
-0.107772,-0.000397504,0.0031024,-0.141095,-0.136301,-0.0653819,-0.207745,-0.076405,0.01946,-0.141095,-0.145537,-0.0880651,-0.207745,0.0333855,-0.0885156,-0.107772,0.0341607,-0.0121631
-0.0786505,0.00813731,0.00320399,-0.130725,-0.119624,-0.0602778,-0.197794,-0.028466,0.0197427,-0.130725,-0.14944,-0.0796609,-0.197794,0.0429335,-0.0843946,-0.0786505,0.0383499,-0.00972462
-0.0495293,0.0167724,0.00330558,-0.120355,-0.103307,-0.0551737,-0.187843,0.0151445,0.0200254,-0.120355,-0.150246,-0.0712568,-0.187843,0.0494226,-0.0802736,-0.0495293,0.0423592,-0.00728619
-0.0204081,0.0252027,0.00340717,-0.109984,-0.0880878,-0.0500696,-0.177892,0.0587551,0.0203081,-0.109984,-0.14298,-0.0628526,-0.177892,0.0559116,-0.0761526,-0.0204081,0.04618,-0.00484777
0.00871315,0.0329217,0.00350876,-0.099614,-0.0741542,-0.0449655,-0.16794,0.0970677,0.0205908,-0.099614,-0.127872,-0.0544485,-0.16794,0.0597098,-0.0720316,0.00871315,0.050027,-0.00240934
