rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,0.566111,1.54179,0.00307949,0.917197,0
2,1,1.02672,1.74574,-0.457936,0.870894,0
3,1,-0.374248,-1.35744,0.0549377,0.774159,0
4,1,0.348103,-0.0478581,-1.08356,-1.22458,0
5,1,0.781699,-0.618257,1.06205,-1.76961,0
6,1,0.761381,0.373629,-1.68953,0.524848,0
7,1,-0.756159,0.392934,-0.177561,-1.46929,0
8,1,-0.172879,-0.520642,-0.644547,0.527128,0
9,1,0.520272,0.490324,-0.910186,-0.441769,0
10,1,-0.250631,-2.22199,1.7535,-1.45285,0
1,2,0.723085,0.0733651,-0.957104,0.489924,0
2,2,-0.445369,0.077636,-1.04913,0.085918,0
3,2,1.65501,-0.541797,-0.395315,0.607461,0
4,2,0.51332,-0.282413,-1.26558,0.707693,0
5,2,0.344787,2.54114,-0.339979,1.2322,0
6,2,0.115673,0.130614,0.44844,-1.70352,0
7,2,0.0596165,0.599242,-1.07134,-0.620421,0
8,2,1.48537,0.46986,-0.489173,0.272182,0
9,2,1.64164,0.00724334,0.836338,0.118832,0
10,2,1.44607,0.0651003,0.0468961,-0.516337,0
1,3,1.84159,0.0171232,-1.30837,-0.634705,0
2,3,0.586342,-0.421043,-1.01012,0.63684,0
3,3,0.412742,-0.176341,-0.94839,1.21123,0
4,3,-0.103906,-0.333545,0.828191,-1.19762,0
5,3,-0.139086,0.466828,-0.598488,0.766489,0
6,3,-1.72169,-0.854492,-1.06735,1.50562,0
7,3,1.56355,2.77466,-0.668182,0.755165,0
8,3,-1.16859,1.41207,-1.10839,1.76931,0
9,3,0.152459,0.821571,-0.243254,1.29011,0
10,3,-1.03341,3.49978,-1.44411,1.7162,0
1,4,-2.72278,-0.366853,-0.533815,0.0961549,0
2,4,-1.54665,-0.194012,-1.26643,-0.707023,0
3,4,-0.662525,-0.639899,1.59044,0.12269,0
4,4,-1.79905,-1.05356,-0.894245,-0.0172923,0
5,4,-1.6889,-0.457469,0.355135,-0.770821,0
6,4,-1.03055,0.108589,-1.52521,-0.664671,0
7,4,-2.15139,-1.30158,1.37881,-0.306557,0
8,4,-1.05645,-0.0424304,0.393045,0.475108,0
9,4,-1.12048,-0.0781667,-1.40869,-0.240127,0
10,4,-0.319567,-0.282573,1.21546,0.233842,0
1,5,0.439777,-0.42176,1.08375,-0.206223,0
2,5,-0.63789,-0.316864,-0.505432,-2.12282,0
3,5,0.109432,-0.447047,0.0329501,0.300921,0
4,5,1.81184,-1.02216,-0.0073158,0.109661,0
5,5,2.31237,-0.334258,1.26857,0.561574,0
6,5,-1.04219,0.349775,-0.654069,-0.548182,0
7,5,-0.160083,-0.681064,-0.546107,0.830009,0
8,5,1.83346,-0.418314,0.00508885,0.529016,0
9,5,0.702316,0.504088,-0.104207,-0.580174,0
10,5,-0.586919,-1.00314,-0.0294268,0.161305,0
1,6,0.833529,-0.714007,0.239527,0.3972,0
2,6,0.504257,-1.35586,-0.809865,0.0960906,0
