standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-4.60164,0.0118391,-2.63193,0.0290255,-3.08178,0.0476456,-3.26025,0.0137039,All
-3.94803,0.0118391,-2.09874,0.0725639,-2.59455,0.0158819,-2.69558,0,All
-3.29443,0.0473565,-1.56555,0.145128,-2.10732,0.0476456,-2.13092,0.0548155,All
-2.64083,0.0591956,-1.03236,0.203179,-1.6201,0.142937,-1.56625,0.109631,All
-1.98722,0.153909,-0.499165,0.391845,-1.13287,0.349401,-1.00159,0.17815,All
-1.33362,0.213104,0.0340269,0.493434,-0.645638,0.460574,-0.436922,0.438524,All
-0.680014,0.248622,0.567219,0.348307,-0.158409,0.460574,0.127742,0.479636,All
-0.0264103,0.248622,1.10041,0.159641,0.32882,0.301755,0.692407,0.328893,All
0.627194,0.2723,1.6336,0.116102,0.816048,0.1747,1.25707,0.109631,All
1.2808,0.165748,2.1668,0.0290255,1.30328,0.142937,1.82174,0.150743,All
1.9344,0.118391,2.69999,0.0290255,1.79051,0.0476456,2.3864,0.0274078,All
2.58801,0.106552,3.23318,0.0145128,2.27773,0.0317637,2.95107,0.0274078,All
