simulations,OFV
500,1290.45
1000,1289.2
1500,1288.76
2000,1288.79
2500,1288.87
3000,1289.31
3500,1289.49
4000,1289.41
4500,1289.57
5000,1289.52
5500,1289.57
6000,1289.47
6500,1289.56
7000,1289.65
7500,1289.76
8000,1289.69
8500,1289.72
9000,1289.59
9500,1289.57
10000,1289.56
10500,1289.55
11000,1289.62
11500,1289.56
12000,1289.53
12500,1289.54
13000,1289.55
13500,1289.62
14000,1289.64
14500,1289.59
15000,1289.62
15500,1289.67
16000,1289.64
16500,1289.57
17000,1289.53
17500,1289.53
18000,1289.46
18500,1289.52
19000,1289.5
19500,1289.45
20000,1289.46
20500,1289.43
21000,1289.32
21500,1289.24
22000,1289.23
22500,1289.17
23000,1289.15
23500,1289.17
24000,1289.14
24500,1289.16
25000,1289.16
25500,1289.19
26000,1289.17
26500,1289.16
27000,1289.14
27500,1289.13
28000,1289.15
28500,1289.12
29000,1289.11
29500,1289.11
30000,1289.12
