parameter,value,se_lin,rse_lin
Cl_pop,5.17270171287099,0.350924269744681,6.78415824503264
V1_pop,20.3504515713462,1.63892293448719,8.05349664473697
Q_pop,6.19355860306274,1.22418196908942,19.7654054404855
V2_pop,23.0949055638121,2.98421315010009,12.9215213366195
omega_Cl,0.25236121826222,0.0482217302756375,19.108217422509
omega_V1,0.273025622927016,0.0611795539748691,22.4079898871701
omega_Q,0.648815752186336,0.154617980339249,23.8307993938538
omega_V2,0.256831882391218,0.152649470323528,59.4355610768781
corr_V2_V1,0.998898685491913,0.400761583728661,40.1203434892202
a1,0.302752904742047,0.0222098101070329,7.3359527717682
a2,0.063793986988807,0.00645754103200089,10.1224916905317
