iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1499.29,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1483.63,1,5.73988,0.923467,0.601528,48.805,17.6123,57.9564,0.974679,0.974679,1.12444,0.974679,0.998743,0.974679,0.974679
3,1479.56,1,7.37333,1.50406,0.347518,53.6179,17.3689,64.5964,0.95,0.95,1.09597,0.95,0.998743,0.95,0.95
4,1465.45,1,7.49607,1.55378,0.275823,53.9076,18.0667,64.7796,0.925945,0.925945,1.09215,0.925945,0.998743,0.925945,0.925945
5,1453.21,1,4.07817,1.81159,0.899907,57.6149,16.8086,68.4726,0.9025,0.9025,1.08865,0.9025,0.998743,0.9025,0.9025
6,1446.35,1,8.76453,0.691482,-0.0106776,66.3141,18.7953,78.4326,0.879648,0.879648,1.06108,0.879648,0.998743,0.879648,0.879648
7,1441.88,1,3.39736,1.18425,1.05945,65.524,20.7869,77.2977,0.857375,0.857375,1.03421,0.857375,0.998743,0.857375,0.857375
8,1406.33,1,6.20836,0.803325,0.430441,68.0092,22.5853,79.6829,0.835666,0.835666,1.00803,0.835666,0.998743,0.835666,0.835666
9,1413.6,1,4.97298,1.52048,0.802236,76.2694,21.82,89.5236,0.814506,0.814506,0.995009,0.814506,0.998743,0.814506,0.814506
10,1391.17,1,4.15889,1.50336,0.943403,72.7694,23.1932,85.7615,0.793882,0.793882,0.969815,0.793882,0.998743,0.793882,0.793882
11,1381.19,1,8.3442,1.12975,0.221181,72.7728,24.4732,85.1719,0.773781,0.773781,0.945259,0.773781,0.998743,0.773781,0.773781
12,1368.55,1,5.32484,1.76638,0.713882,63.3173,25.2475,74.1225,0.754188,0.754188,0.921325,0.754188,0.998743,0.754188,0.754188
13,1366.43,1,3.0164,1.54787,1.28257,70.0232,32.5412,81.8813,0.735092,0.735092,0.897996,0.735092,0.998743,0.735092,0.735092
14,1352.43,1,4.37481,1.53539,0.877944,65.3542,27.3785,76.887,0.716479,0.716479,1.01527,0.716479,0.998743,0.716479,0.716479
15,1337.4,1,3.98069,1.67598,1.04091,59.7819,29.727,70.2361,0.698337,0.698337,0.989561,0.698337,0.998743,0.698337,0.698337
16,1333.61,1,3.86832,1.20272,1.0661,54.7181,32.0477,64.1795,0.680655,0.680655,1.06877,0.680655,0.998743,0.680655,0.680655
17,1312.58,1,4.33336,1.09455,0.94946,55.7543,29.9528,65.8476,0.66342,0.66342,1.04171,0.66342,0.998743,0.66342,0.66342
18,1297.94,1,6.98926,1.16509,0.43978,60.395,33.8514,70.883,0.646622,0.646622,1.01533,0.646622,0.998743,0.646622,0.646622
19,1290.37,1,4.86739,1.62853,0.849337,56.6759,33.02,66.1853,0.630249,0.630249,0.989621,0.630249,0.998743,0.630249,0.630249
20,1283.04,1,5.80267,1.13639,0.645779,54.1831,34.1337,63.4237,0.614291,0.614291,0.964563,0.614291,0.998743,0.614291,0.614291
21,1272.03,1,6.54163,0.771498,0.474352,48.1125,32.9367,56.6991,0.598737,0.598737,0.94014,0.598737,0.998743,0.598737,0.598737
22,1265.55,1,6.08862,0.902227,0.60022,50.1978,31.1865,59.1949,0.583577,0.583577,0.953062,0.583577,0.998743,0.583577,0.583577
23,1246.27,1,4.28415,1.27201,1.00599,49.7739,26.8993,58.8996,0.5688,0.5688,0.928929,0.5688,0.998743,0.5688,0.5688
24,1224.48,1,6.49439,1.11478,0.527749,49.1503,24.4753,58.1421,0.554398,0.554398,0.905408,0.554398,0.998743,0.554398,0.554398
25,1222.38,1,5.69784,1.30201,0.673289,47.8608,23.2486,56.4545,0.54036,0.54036,0.882483,0.54036,0.998743,0.54036,0.54036
26,1206.97,1,6.39961,1.44671,0.596772,50.1346,23.8454,59.3565,0.526678,0.526678,0.860138,0.526678,0.998743,0.526678,0.526678
27,1188.82,1,6.64281,1.25105,0.540405,49.6186,25.6245,58.782,0.513342,0.513342,0.838359,0.513342,0.998743,0.513342,0.513342
28,1179.31,1,4.57385,1.41679,0.936696,52.12,24.1604,61.3474,0.500344,0.500344,0.817131,0.500344,0.998743,0.500344,0.500344
29,1162.59,1,5.4369,1.12107,0.746866,50.6053,26.9856,59.267,0.487675,0.487675,0.796441,0.487675,0.998743,0.487675,0.487675
30,1149.19,1,5.20113,1.26586,0.796508,50.8639,24.1893,59.3005,0.475327,0.475327,0.776275,0.475327,0.998743,0.475327,0.475327
31,1149.89,1,5.03684,1.40473,0.846198,48.5529,24.3204,56.465,0.463291,0.463291,0.756619,0.463291,0.998743,0.463291,0.463291
32,1134.83,1,5.97353,1.09734,0.622438,45.8767,21.7983,53.3716,0.45156,0.45156,0.737461,0.45156,0.998743,0.45156,0.45156
33,1126.42,1,5.44136,1.15886,0.731354,46.8798,20.2932,54.2861,0.440127,0.440127,0.718788,0.440127,0.998743,0.440127,0.440127
34,1113.02,1,4.98354,1.36979,0.801973,47.2938,18.1923,55.0402,0.428982,0.428982,0.700588,0.428982,0.998743,0.428982,0.428982
35,1104.19,1,4.55014,1.16139,0.894239,45.5801,18.8824,53.0874,0.41812,0.41812,0.726453,0.41812,0.998743,0.41812,0.41812
36,1100.54,1,4.59725,1.26985,0.902202,47.5145,20.0012,55.3124,0.407533,0.407533,0.769528,0.407533,0.998743,0.407533,0.407533
37,1092.94,1,4.73709,1.39154,0.852464,47.4758,19.3491,55.2425,0.397214,0.397214,0.799177,0.397214,0.998743,0.397214,0.397214
38,1072.55,1,5.57413,1.38258,0.70725,49.9485,18.6265,58.2006,0.387157,0.387157,0.778941,0.387157,0.998743,0.387157,0.387157
39,1066.29,1,6.6537,1.15456,0.517585,49.3339,19.2125,57.588,0.377354,0.377354,0.791383,0.377354,0.998743,0.377354,0.377354
40,1059.66,1,6.00684,1.11875,0.620011,49.6732,18.4541,58.1175,0.367799,0.367799,0.771345,0.367799,0.998743,0.367799,0.367799
41,1048.73,1,5.30085,1.33372,0.78085,50.8809,20.9341,59.4626,0.358486,0.358486,0.751814,0.358486,0.998743,0.358486,0.358486
42,1035.83,1,5.48815,1.31757,0.7426,52.0669,18.9935,60.9691,0.349409,0.349409,0.732777,0.349409,0.998743,0.349409,0.349409
