simulations,OFV
500,1056.02
1000,1055.42
1500,1054.66
2000,1054.81
2500,1054.98
3000,1054.69
3500,1054.76
4000,1054.79
4500,1054.91
5000,1054.93
5500,1054.79
6000,1054.79
6500,1054.63
7000,1054.76
7500,1054.81
8000,1054.85
8500,1055.07
9000,1054.95
9500,1054.92
10000,1054.86
10500,1054.81
11000,1054.9
11500,1054.73
12000,1054.64
12500,1054.63
13000,1054.6
13500,1054.53
14000,1054.59
14500,1054.45
15000,1054.48
15500,1054.53
16000,1054.56
16500,1054.51
17000,1054.42
17500,1054.43
18000,1054.38
18500,1054.48
19000,1054.38
19500,1054.38
20000,1054.34
20500,1054.41
21000,1054.21
21500,1054.25
22000,1054.22
22500,1054.18
23000,1054.09
23500,1054.09
24000,1054.08
24500,1054.1
25000,1054.1
25500,1054.1
26000,1054.04
26500,1054.04
27000,1054.05
27500,1054.01
28000,1054.04
28500,1054.07
29000,1054.12
29500,1054.17
30000,1054.24
