time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0.393356,-16.3947,-2.38252,-1.28893,-0.530901,0.100732,0.679694,1.25826,1.93236,2.70652,4.06894,All
-59.9284,2.02405,-14.6428,-0.805925,0.32174,1.12041,1.72941,2.31598,2.93139,3.61319,4.45645,5.8412,All
-59.8569,3.57573,-12.8874,0.580197,1.78542,2.6072,3.25891,3.88541,4.53029,5.27497,6.18724,7.69388,All
-59.7853,5.03891,-11.1959,1.80865,3.10758,3.998,4.683,5.39093,6.08564,6.88343,7.89083,9.62761,All
-59.7137,6.42808,-9.63527,2.93925,4.32439,5.29268,6.06845,6.80535,7.58701,8.48372,9.53632,11.4778,All
-59.6421,7.75919,-8.05404,3.96822,5.49647,6.51786,7.39504,8.18343,9.04206,9.98757,11.1311,13.2885,All
-59.5706,9.06844,-6.60712,4.95708,6.61288,7.67054,8.63979,9.50985,10.4273,11.4431,12.7158,15.0753,All
-59.499,10.3058,-5.23524,5.87423,7.64187,8.81097,9.83184,10.786,11.7776,12.8556,14.2558,16.7779,All
-59.4274,11.5017,-3.87663,6.75612,8.62801,9.91337,10.9775,12.0041,13.0814,14.1986,15.7127,18.4091,All
-59.3559,12.6459,-2.52571,7.6151,9.58196,10.9962,12.1022,13.1856,14.294,15.5019,17.1189,19.9835,All
-59.2843,13.7581,-1.24784,8.39505,10.4944,12.0116,13.1799,14.3255,15.5078,16.7545,18.4693,21.5212,All
-59.2127,14.8358,-0.0102559,9.19202,11.383,13,14.2326,15.426,16.6571,17.9901,19.7729,23.03,All
-59.1411,15.8676,1.27908,9.94253,12.2551,13.9441,15.2582,16.4874,17.7792,19.177,21.033,24.4295,All
-59.0696,16.8745,2.38639,10.68,13.0879,14.8614,16.2363,17.5082,18.8741,20.3356,22.2451,25.7661,All
-58.998,17.8471,3.45694,11.3776,13.9075,15.752,17.1847,18.4944,19.9135,21.4393,23.4324,27.0991,All
-58.9264,18.7773,4.48948,12.0725,14.6912,16.6105,18.0977,19.4559,20.9059,22.5064,24.5647,28.3494,All
-58.8549,19.7076,5.3514,12.7457,15.4693,17.45,18.9978,20.384,21.8907,23.5271,25.6842,29.6005,All
-58.7833,20.5983,6.18336,13.3807,16.2231,18.2402,19.8728,21.292,22.8245,24.5129,26.7566,30.7929,All
-58.7117,21.4479,6.9634,14.0156,16.98,19.0223,20.7257,22.1648,23.7612,25.4997,27.7903,31.9517,All
-58.6401,22.2686,7.6472,14.6144,17.6891,19.8005,21.5344,23.0182,24.6489,26.4387,28.805,33.0737,All
-58.5686,23.0834,8.22961,15.2149,18.3788,20.5434,22.3291,23.8647,25.5056,27.3601,29.7748,34.2139,All
-58.497,23.8753,8.82056,15.8233,19.0467,21.2653,23.0984,24.6513,26.3527,28.2563,30.734,35.2775,All
-58.4254,24.6476,9.43817,16.392,19.7343,21.9928,23.867,25.4478,27.1745,29.1394,31.6683,36.3369,All
-58.3539,25.3984,9.99948,16.9419,20.4023,22.676,24.5925,26.1956,27.9599,29.9939,32.5661,37.3838,All
-58.2823,26.1249,10.5857,17.4796,21.0188,23.3487,25.303,26.9336,28.7417,30.8158,33.4491,38.3453,All
-58.2107,26.8275,11.09,18.0417,21.6482,24.0122,25.994,27.6695,29.5048,31.6284,34.2986,39.3159,All
-58.1391,27.5259,11.6098,18.6171,22.2521,24.6642,26.6837,28.3767,30.228,32.425,35.1227,40.2423,All
-58.0676,28.2122,12.1385,19.124,22.8554,25.3038,27.3313,29.0627,30.9509,33.1734,35.937,41.1582,All
-57.996,28.7797,12.5535,19.5826,23.3605,25.8297,27.8931,29.6509,31.5522,33.8069,36.6118,41.9317,All
-57.9244,27.8308,12.2359,19.0821,22.6001,24.9595,26.9669,28.6631,30.5045,32.663,35.3918,40.4642,All
-57.8529,26.9202,12.0493,18.6812,21.9033,24.1449,26.107,27.7096,29.4861,31.553,34.2095,38.9678,All
-57.7813,26.0651,11.7117,18.2208,21.2418,23.417,25.2501,26.8408,28.5295,30.5642,33.0879,37.6933,All
-57.7097,25.2721,11.3999,17.8037,20.6658,22.724,24.4699,26.0164,27.6365,29.6018,32.0775,36.4933,All
-57.6381,24.4954,10.9903,17.4543,20.1085,22.0557,23.7383,25.2441,26.827,28.7313,31.1075,35.3743,All
-57.5666,23.7774,10.5022,17.1051,19.6147,21.4732,23.0466,24.5107,26.0724,27.8832,30.2204,34.3091,All
-57.495,23.1357,10.0846,16.7255,19.1174,20.88,22.4004,23.8482,25.3619,27.0796,29.3646,33.3178,All
-57.4234,22.5461,9.57653,16.3591,18.6534,20.3692,21.8254,23.2085,24.6622,26.333,28.5706,32.3808,All
-57.3519,21.9891,9.0102,16.0344,18.2102,19.8636,21.2581,22.6436,24.0193,25.6291,27.8351,31.5639,All
-57.2803,21.4436,8.42429,15.7318,17.7714,19.3982,20.7465,22.0927,23.4194,24.9837,27.1275,30.7871,All
-57.2087,20.9395,7.86052,15.4169,17.3695,18.9371,20.2653,21.5895,22.8771,24.3853,26.4746,30.0132,All
-57.1371,20.452,7.35935,15.0595,17.0043,18.5079,19.8131,21.0898,22.3664,23.8355,25.8419,29.3108,All
-57.0656,20.0022,6.80149,14.7342,16.6363,18.0983,19.3716,20.6219,21.8928,23.3153,25.2692,28.613,All
-56.994,19.5797,6.33604,14.3808,16.2786,17.7178,18.9504,20.1756,21.4302,22.8135,24.7295,28.0568,All
-56.9224,19.1828,5.83,14.048,15.9245,17.349,18.5463,19.7436,20.9983,22.3715,24.2142,27.4847,All
-56.8509,18.7771,5.33734,13.7411,15.5683,16.9768,18.1651,19.3541,20.5712,21.9579,23.7555,26.8951,All
-56.7793,18.4079,4.86976,13.4196,15.2618,16.6323,17.7989,18.9838,20.1732,21.5357,23.3231,26.4024,All
