iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1506.08,1,5.25947,6.10874,10.2532,32.5461,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1500.88,1,4.68401,11.2636,23.2201,62.66,0.974679,0.974679,0.850737,0.998761,1.46202,1.55614,1.46202,1.16962
3,1489.34,1,5.06431,9.65136,23.0996,62.6763,0.95,0.95,0.885676,0.998761,1.425,1.51674,1.425,1.14
4,1471.24,1,4.32975,12.1252,22.2967,60.9392,0.925945,0.925945,0.616226,0.998761,1.38892,1.47833,1.38892,1.11113
5,1463.84,1,3.81245,8.73514,27.0735,71.1516,0.9025,0.9025,0.812449,0.998761,1.35375,1.50203,1.35375,1.083
6,1453.12,1,3.73199,9.76261,36.8766,90.9798,0.879648,0.879648,1.17245,0.998761,1.31947,1.46399,1.31947,1.05558
7,1443.87,1,3.84036,10.6318,36.165,89.6545,0.857375,0.857375,1.44149,0.998761,1.28606,1.42693,1.28606,1.02885
8,1424.72,1,4.27493,11.2572,33.5383,83.7388,0.835666,0.835666,0.800987,0.998761,1.2535,1.39079,1.2535,1.0028
9,1414.49,1,4.36292,10.0717,41.8474,100.149,0.814506,0.814506,0.575801,0.998761,1.22176,1.35558,1.22176,0.977407
10,1400.16,1,4.58666,7.81606,33.7217,84.0288,0.793882,0.793882,0.707186,0.998761,1.19082,1.32125,1.19082,0.952659
11,1396.26,1,4.50923,6.43306,40.1124,96.397,0.773781,0.773781,1.01108,0.998761,1.16067,1.2878,1.16067,0.928537
12,1383.12,1,4.32187,5.29767,39.018,94.103,0.754188,0.754188,0.7895,0.998761,1.13128,1.26306,1.13128,0.905026
13,1367.15,1,4.55343,7.70368,34.5534,84.4273,0.735092,0.735092,1.12188,0.998761,1.10264,1.28008,1.10264,0.88211
14,1361.47,1,4.2826,6.44472,29.7564,75.0498,0.716479,0.716479,0.883462,0.998761,1.07472,1.31428,1.07472,0.859775
15,1342.97,1,4.27937,6.76343,29.3258,74.706,0.698337,0.698337,0.837201,0.998761,1.04751,1.281,1.04751,0.838005
16,1342.27,1,4.8234,8.13498,24.7526,65.2023,0.680655,0.680655,0.726873,0.998761,1.02098,1.31112,1.02098,0.816786
17,1319.28,1,4.80114,8.57009,25.9513,68.4348,0.66342,0.66342,0.665833,0.998761,0.995131,1.27792,0.995131,0.796105
18,1310.3,1,4.88304,7.93829,27.432,71.4383,0.646622,0.646622,0.528989,0.998761,0.969933,1.24556,0.969933,0.775947
19,1293.39,1,4.99516,9.05201,25.8645,67.5934,0.630249,0.630249,0.598188,0.998761,0.945374,1.21402,0.945374,0.756299
20,1279.18,1,5.29146,9.79905,24.501,64.7378,0.614291,0.614291,0.607057,0.998761,0.921437,1.18328,0.921437,0.737149
21,1270.34,1,5.2637,9.86924,23.189,62.4602,0.598737,0.598737,0.401433,0.998761,0.898105,1.15332,0.898105,0.718484
22,1254.29,1,5.09556,6.63211,26.8994,70.5679,0.583577,0.583577,0.382791,0.998761,0.875365,1.12412,0.875365,0.700292
23,1248.62,1,4.96203,6.49688,25.7691,68.7964,0.5688,0.5688,0.609548,0.998761,0.8532,1.09565,0.8532,0.68256
24,1231.2,1,5.19366,6.15345,26.5305,69.9677,0.554398,0.554398,0.630274,0.998761,0.831597,1.06791,0.831597,0.665277
25,1224.27,1,5.0609,5.95744,26.6668,70.3019,0.54036,0.54036,0.648593,0.998761,0.81054,1.04087,0.81054,0.648432
26,1217.03,1,5.11045,6.08291,27.5252,72.4648,0.526678,0.526678,0.449802,0.998761,0.790017,1.01452,0.790017,0.632013
27,1202.31,1,5.03274,6.73521,28.0075,73.23,0.513342,0.513342,0.45373,0.998761,0.770013,0.988828,0.770013,0.61601
28,1186.47,1,4.99618,5.92009,28.8476,74.1301,0.500344,0.500344,0.528478,0.998761,0.750516,0.963791,0.750516,0.600413
29,1176.59,1,5.07335,6.17147,25.586,67.1371,0.487675,0.487675,0.566589,0.998761,0.731512,0.939387,0.731512,0.58521
30,1164.61,1,5.16607,6.08006,26.3678,68.5376,0.475327,0.475327,0.534584,0.998761,0.71299,0.922989,0.71299,0.570392
31,1155.7,1,5.04999,5.55363,27.767,71.0633,0.463291,0.463291,0.684365,0.998761,0.694937,0.899619,0.694937,0.555949
32,1146.38,1,4.96719,5.26551,25.0208,65.2332,0.45156,0.45156,0.669599,0.998761,0.677341,0.915336,0.677341,0.541873
33,1140.48,1,5.0381,5.18932,23.9537,62.9012,0.440127,0.440127,0.588902,0.998761,0.66019,0.901925,0.66019,0.528152
34,1136.7,1,4.91965,5.65842,25.0873,64.8323,0.428982,0.428982,0.778228,0.998761,0.643474,0.934478,0.643474,0.514779
35,1124.23,1,5.18825,5.93396,24.15,63.058,0.41812,0.41812,0.582801,0.998761,0.627181,1.04467,0.627181,0.501744
36,1108.1,1,5.21355,6.57641,25.2571,65.4092,0.407533,0.407533,0.603912,0.998761,0.6113,1.01822,0.6113,0.48904
37,1102.87,1,5.20073,6.39052,24.2909,63.1702,0.397214,0.397214,0.505213,0.998761,0.595821,0.992437,0.595821,0.476657
38,1091.69,1,5.12683,5.992,24.534,63.5212,0.387157,0.387157,0.49738,0.998761,0.580735,0.967308,0.580735,0.464588
39,1068.19,1,5.30409,6.74445,24.3297,63.3525,0.377354,0.377354,0.586635,0.998761,0.56603,0.942815,0.56603,0.452824
40,1066.76,1,5.23685,6.28917,24.1198,62.9085,0.367799,0.367799,0.484597,0.998761,0.551698,0.980573,0.551698,0.441359
41,1054.19,1,5.25251,6.22565,23.319,61.3045,0.358486,0.358486,0.437068,0.998761,0.537729,0.955745,0.537729,0.430183
42,1048.49,1,5.23295,6.05923,23.7421,62.214,0.349409,0.349409,0.534314,0.998761,0.524113,0.931545,0.524113,0.419291
43,1042.8,1,5.11258,6.69921,24.9011,64.6124,0.340562,0.340562,0.455442,0.998761,0.510842,0.907958,0.510842,0.408674
44,1038.61,1,5.23845,6.56896,24.4138,63.7008,0.331938,0.331938,0.610006,0.998761,0.497908,0.884968,0.497908,0.398326
45,1033.47,1,5.22043,6.52592,23.8191,62.3964,0.323534,0.323534,0.52145,0.998761,0.4853,0.872319,0.4853,0.38824
46,1012.71,1,5.16011,5.77169,24.3553,63.6094,0.315341,0.315341,0.670381,0.998761,0.473012,0.850232,0.473012,0.37841
47,996.781,1,5.15061,5.5744,24.2111,63.4268,0.307357,0.307357,0.560229,0.998761,0.461035,0.828703,0.461035,0.368828
48,992.598,1,5.12558,4.80734,23.9213,62.6338,0.299574,0.299574,0.59548,0.998761,0.449362,0.80772,0.449362,0.359489
49,979.53,1,4.99836,4.57868,24.3723,63.5814,0.291989,0.291989,0.595377,0.998761,0.437984,0.787268,0.437984,0.350387
50,986.806,1,5.03185,4.36348,24.2613,63.4717,0.284596,0.284596,0.63754,0.998761,0.426894,0.767334,0.426894,0.341515
51,974.55,1,5.0608,4.30221,24.2527,63.1532,0.27739,0.27739,0.522629,0.998761,0.416084,0.747905,0.416084,0.332867
52,957.903,1,5.0697,4.59577,24.5356,63.4949,0.270366,0.270366,0.572795,0.998761,0.405549,0.76427,0.405549,0.324439
53,959.105,1,5.01334,4.59476,24.2673,63.1465,0.26352,0.26352,0.55003,0.998761,0.39528,0.744918,0.39528,0.316224
54,947.603,1,5.08583,4.25354,24.9944,64.6298,0.256848,0.256848,0.561307,0.998761,0.385271,0.726057,0.385271,0.308217
55,937.668,1,5.07494,4.30501,25.4796,65.8727,0.250344,0.250344,0.537258,0.998761,0.375516,0.707672,0.375516,0.300413
56,927.488,1,5.07552,4.53843,25.6202,66.053,0.244005,0.244005,0.528843,0.998761,0.366008,0.689754,0.366008,0.292806
57,916.263,1,5.07613,3.9919,25.9037,66.9259,0.237827,0.237827,0.525763,0.998761,0.35674,0.672289,0.35674,0.285392
58,910.082,1,5.0113,3.80437,25.7765,66.6038,0.231805,0.231805,0.502116,0.998761,0.347707,0.655266,0.347707,0.278166
59,917.988,1,4.9333,3.90239,25.9081,66.7914,0.225936,0.225936,0.511211,0.998761,0.338903,0.638674,0.338903,0.271123
60,902.14,1,4.97156,3.92317,25.5244,65.927,0.220215,0.220215,0.49179,0.998761,0.330322,0.622503,0.330322,0.264258
61,887.84,1,4.9744,3.96902,25.5588,66.1413,0.214639,0.214639,0.482157,0.998761,0.321958,0.606741,0.321958,0.257567
62,884.214,1,5.01777,4.13602,25.4544,65.8358,0.209204,0.209204,0.484001,0.998761,0.313806,0.591378,0.313806,0.251045
63,882.799,1,5.04617,3.65881,25.432,65.7735,0.203907,0.203907,0.49299,0.998761,0.30586,0.576404,0.30586,0.244688
64,877.877,1,5.00053,3.82408,25.1658,65.1214,0.200914,0.198744,0.481918,0.998761,0.298116,0.561809,0.298116,0.238493
65,872.242,1,4.99058,3.64712,25.2661,65.3352,0.206307,0.193711,0.491924,0.998761,0.290567,0.558333,0.290567,0.232454
66,868.222,1,5.01247,4.02359,25.3506,65.5257,0.201083,0.188807,0.441303,0.998761,0.28321,0.551675,0.28321,0.226568
