parameter,value,se_sa,rse_sa
Cl_pop,5.25678962191021,0.297459523832543,5.65857767243979
beta_Cl_logtCLCRMLMIN,0.622443204539973,0.243568417267126,39.1310268134648
V1_pop,20.605880445394,2.21502616842508,10.7494856834433
Q_pop,5.99551029962089,1.61099275354588,26.8699855898463
V2_pop,23.9106487548691,2.45868682511551,10.2828110199847
omega_Cl,0.207751582052038,0.0409054712768862,19.6896075942469
omega_V1,0.28219302554154,0.079942046024126,28.3288525188438
omega_Q,0.606230792640284,0.178647953895455,29.4686373678578
omega_V2,0.336208672668234,0.117038074242703,34.811140745972
corr_V2_V1,0.998959166563746,0.00847880813488792,0.84876423568479
a1,0.303097211454369,0.023219461623499,7.66073086323813
a2,0.0631054446350226,0.00664242366306602,10.5259121482833
