iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1445.37,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1435.87,1,5.192,18.345,7.92116,22.5601,0.974679,0.974679,1.02836,0.974679,0.998761,0.974679,0.974679
3,1434.05,1,5.14691,19.0776,7.31001,23.7041,0.95,0.95,1.05625,0.95,0.998761,0.95,0.95
4,1423.3,1,4.84978,19.1593,8.78949,23.7459,0.925945,0.925945,1.02951,0.925945,0.998761,0.925945,0.925945
5,1402.25,1,5.06921,19.7213,6.55368,24.0534,0.9025,0.9025,1.00344,0.9025,0.998761,0.9025,0.9025
6,1388.82,1,4.87603,19.9899,6.94258,24.2611,0.879648,0.879648,0.978031,0.879648,0.998761,0.879648,0.879648
7,1386.5,1,5.18619,20.2082,6.97523,24.5127,0.857375,0.857375,0.994352,0.857375,0.998761,0.857375,0.857375
8,1372.5,1,5.02038,18.7307,6.96179,22.5021,0.835666,0.835666,0.969174,0.835666,0.998761,0.835666,0.835666
9,1363.39,1,5.23094,19.8003,6.00101,23.9049,0.814506,0.814506,0.957773,0.814506,0.998761,0.814506,0.814506
10,1350.48,1,5.36805,21.4855,7.35597,26.1452,0.793882,0.793882,0.963261,0.793882,0.998761,0.793882,0.793882
11,1336.37,1,5.40494,20.9367,7.48845,25.3008,0.773781,0.773781,0.938871,0.773781,0.998761,0.773781,0.773781
12,1322.37,1,5.42583,19.0984,7.83535,23.0086,0.754188,0.754188,0.979587,0.754188,0.998761,0.754188,0.754188
13,1318.45,1,5.26022,19.5779,7.66391,23.4663,0.735092,0.735092,1.01448,0.735092,0.998761,0.735092,0.735092
14,1299.22,1,5.12313,16.8856,7.0462,20.2625,0.716479,0.716479,0.988792,0.716479,0.998761,0.716479,0.716479
15,1290.7,1,5.26868,16.953,7.42478,20.2221,0.698337,0.698337,1.11048,0.698337,0.998761,0.698337,0.698337
