time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0105263,0.0217391,0,0.0444444,All
1.69113,0.0105263,0.021978,0,0.0543478,All
2.09826,0.0105263,0.0222222,0,0.064173,All
2.50539,0.0105263,0.0322581,0,0.0685737,All
2.91253,0.0210526,0.032967,0.0106383,0.0777778,All
3.31966,0.0210526,0.0434783,0.0108696,0.0967742,All
3.72679,0.0315789,0.0526316,0.010989,0.104957,All
4.13392,0.0315789,0.0549451,0.021391,0.112998,All
4.54105,0.0526316,0.0659341,0.0217391,0.130435,All
4.94818,0.0631579,0.0777778,0.0322581,0.143651,All
5.35531,0.0736842,0.092823,0.0425532,0.162167,All
5.76244,0.0842105,0.106383,0.043956,0.179775,All
6.16958,0.0947368,0.119565,0.0549451,0.197802,All
6.57671,0.105263,0.133333,0.0659341,0.213483,All
6.98384,0.115789,0.152174,0.0846585,0.234644,All
7.39097,0.147368,0.169376,0.0957447,0.258065,All
7.7981,0.178947,0.184783,0.107527,0.272233,All
8.20523,0.178947,0.202247,0.119565,0.293478,All
8.61236,0.189474,0.21978,0.139785,0.31147,All
9.01949,0.231579,0.23913,0.157895,0.336957,All
9.42663,0.231579,0.26087,0.175824,0.351064,All
9.83376,0.242105,0.27957,0.192519,0.370176,All
10.2409,0.294737,0.298936,0.212766,0.388889,All
10.648,0.326316,0.318681,0.227767,0.408602,All
11.0552,0.326316,0.336957,0.247251,0.428571,All
11.4623,0.336842,0.358696,0.264847,0.446809,All
11.8694,0.357895,0.377778,0.284151,0.461538,All
12.2765,0.389474,0.392281,0.3,0.478723,All
12.6837,0.4,0.413043,0.315217,0.5,All
13.0908,0.431579,0.430108,0.336957,0.511364,All
13.4979,0.431579,0.445652,0.356725,0.526882,All
13.9051,0.442105,0.463158,0.37234,0.542553,All
14.3122,0.452632,0.478261,0.391304,0.557348,All
14.7193,0.473684,0.494505,0.408602,0.569892,All
15.1265,0.484211,0.51087,0.421637,0.586031,All
15.5336,0.505263,0.526882,0.43956,0.601075,All
15.9407,0.515789,0.542553,0.456522,0.610819,All
16.3479,0.526316,0.554348,0.472527,0.626374,All
16.755,0.578947,0.569892,0.488889,0.635886,All
17.1621,0.6,0.580645,0.5,0.648352,All
17.5693,0.631579,0.593407,0.516129,0.659574,All
17.9764,0.631579,0.608696,0.527177,0.673913,All
18.3835,0.642105,0.622222,0.545906,0.684783,All
18.7906,0.673684,0.634409,0.557356,0.695652,All
19.1978,0.694737,0.645161,0.569892,0.706522,All
19.6049,0.715789,0.655914,0.583344,0.722222,All
20.012,0.726316,0.670213,0.595506,0.73076,All
20.4192,0.726316,0.677778,0.608696,0.740533,All
20.8263,0.726316,0.691489,0.619565,0.75,All
21.2334,0.726316,0.702128,0.630435,0.76087,All
21.6406,0.736842,0.714286,0.644444,0.771739,All
22.0477,0.747368,0.725275,0.659458,0.781414,All
22.4548,0.747368,0.735948,0.66844,0.790086,All
22.862,0.757895,0.744681,0.681319,0.802198,All
23.2691,0.768421,0.755556,0.695652,0.810819,All
23.6762,0.778947,0.766312,0.706522,0.817204,All
24.0834,0.778947,0.774194,0.717391,0.826087,All
24.4905,0.778947,0.784946,0.725275,0.836957,All
24.8976,0.789474,0.793478,0.736264,0.846154,All
25.3047,0.8,0.802198,0.747253,0.855556,All
25.7119,0.8,0.811111,0.755437,0.861702,All
26.119,0.810526,0.819149,0.764045,0.869565,All
26.5261,0.821053,0.827957,0.774194,0.877778,All
26.9333,0.821053,0.836957,0.784946,0.88172,All
27.3404,0.842105,0.842105,0.791209,0.89011,All
27.7475,0.852632,0.849462,0.796726,0.898876,All
28.1547,0.863158,0.858696,0.806452,0.902174,All
28.5618,0.873684,0.863636,0.815217,0.911111,All
28.9689,0.873684,0.870968,0.824176,0.913978,All
29.3761,0.873684,0.879121,0.833333,0.922222,All
29.7832,0.884211,0.884211,0.83871,0.924731,All
30.1903,0.915789,0.891304,0.847826,0.934066,All
30.5975,0.915789,0.9,0.853933,0.939676,All
31.0046,0.915789,0.903226,0.858696,0.945055,All
31.4117,0.936842,0.910112,0.868132,0.946523,All
31.8188,0.936842,0.913043,0.873012,0.9558,All
32.226,0.936842,0.921348,0.880435,0.956755,All
32.6331,0.936842,0.924322,0.882979,0.957447,All
33.0402,0.947368,0.933333,0.891304,0.967033,All
33.4474,0.947368,0.934783,0.901099,0.967742,All
33.8545,0.957895,0.93617,0.902174,0.977142,All
34.2616,0.957895,0.945055,0.912088,0.978141,All
34.6688,0.957895,0.946237,0.913978,0.978495,All
35.0759,0.968421,0.955556,0.922222,0.978723,All
35.483,0.968421,0.956522,0.924731,0.988889,All
35.8902,0.968421,0.957447,0.933333,0.989071,All
36.2973,0.968421,0.967033,0.934783,0.989247,All
36.7044,0.968421,0.967391,0.94382,0.989362,All
37.1116,0.968421,0.968085,0.945652,1,All
37.5187,0.968421,0.978022,0.946237,1,All
37.9258,0.978947,0.978261,0.956044,1,All
38.3329,0.978947,0.978495,0.956522,1,All
38.7401,0.978947,0.988764,0.957447,1,All
39.1472,0.978947,0.989011,0.967033,1,All
39.5543,0.978947,0.98913,0.967391,1,All
39.9615,0.978947,0.989247,0.977528,1,All
40.3686,0.989474,1,0.978261,1,All
40.7757,0.989474,1,0.988764,1,All
41.1829,0.989474,1,0.989011,1,All
41.59,1,1,1,1,All
