simulations,OFV
500,1111.69
1000,1111.18
1500,1110.96
2000,1109.67
2500,1110.05
3000,1110.61
3500,1110.63
4000,1110.97
4500,1111.58
5000,1111.52
5500,1111.45
6000,1111.78
6500,1111.24
7000,1111.03
7500,1110.92
8000,1111.2
8500,1111.44
9000,1111.16
9500,1110.89
10000,1110.18
10500,1109.3
11000,1109.36
11500,1109.08
12000,1108.89
12500,1108.95
13000,1108.54
13500,1108.54
14000,1108.53
14500,1107.71
15000,1107.82
15500,1107.82
16000,1107.94
16500,1108.02
17000,1108.11
17500,1108.12
18000,1107.92
18500,1108.09
19000,1108.1
19500,1108.13
20000,1107.96
20500,1108.06
21000,1107.87
21500,1107.97
22000,1107.76
22500,1107.79
23000,1107.57
23500,1107.52
24000,1107.46
24500,1107.47
25000,1107.56
25500,1107.59
26000,1107.58
26500,1107.59
27000,1107.58
27500,1107.62
28000,1107.73
28500,1107.8
29000,1107.86
29500,1107.93
30000,1108.02
